header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""Worst experience flying""",1,2022-11-11,"Worst experience flying on Spirit Airlines! Nine hours of misinformation, 4 separate boardings, an emergency landing, staff no shows, canceled flight, and a lousy $14 meal credit, which we were told was better than nothing. Staff was rude and didn’t communicate changes.",True,,Business,Economy Class,Columbus to Las Vegas,November 2022,3,4,"<span class=""star fill"">1</span>",1,1,,1,False
"""Will fly Spirit again""",10,2022-11-10,"As a first time flyer I was very unsure about flying Spirit because of all the reviews I read before my flight. I began second guessing my choice but $44 is $44 and I just couldn't pass that up! We upgraded to the big front seats for additional $$ but we kept all our personal belongings to our free personal item bags, which was sufficient for our 4 day trip. No carry on or checked baggage. We also packed some snacks for the flight to avoid buying food onboard. We couldn't have been more happy with the entire trip. Will fly Spirit again and highly recommend!. If you know what to expect there will be no surprises!",True,A320neo,Couple Leisure,Economy Class,Dallas to Philadelphia,October 2022,4,5,,5,5,,5,True
"""turn it into a horrible nightmare""",1,2022-11-10,"I recently went to San Diego for the week for vacation, me and 4children. I was pretty tap out of money when leaving. As we left San Diego we stop at las Vegas as our connecting flight to catch few hrs later same day. When we got there our flight was delayed until night time .. as we waited until the following morning the next day. Spirit Airlines said they cancel our flight due to weather which was odd because weather was fine in both state location. Spiriit Airlines said they have rebook our ticklers for departure three days out. I was so stress to figure out how to feed my kids and shelter them during the wait time as I had no money. My children one teenager one infant and two toddlers and one of my toddlers has medical condition with epilepsy. As we slept over night in airport first night I had to stay awake to make sure my kids were safe. I had no money for food tat the end of the following day. spirit airlines did not care what my concerns where as for as my kids. They could and didn’t care to help me in this situation that they spirit airlines had put me in my family. After talking with Spirit Airlines Associates as I walk away I heard them talking about pilot not showing up for flight that brought this nightmare experience. spirit Airlines lied to me about reason on flight cancellations to they weren’t liable but the very important of my more complaint is Spirit airlines didn’t not care to help with any type of vouchers to help. They refuse to help and turn it into a horrible nightmare that I had to deal with for 4 days.",True,N/a,Family Leisure,Economy Class,San Diego to Chicago via Las Vegas,October 2022,1,1,,1,1,,,False
"""ultimately cost me thousands of dollars""",3,2022-11-09,"We had to cancel our original flight due to covid and was given credits for our next flight. I received an email they were expiring and I called twice and was told that I didn’t need to worry and that they were being extended. I went to book my flights for 2023 and was told our $2300 had expired! This is why I called in the first place to ensure we wouldn’t lose them! Over $2300! After many hours of waiting on the WhatsApp chat (over multiple days) and going in circles, the customer service at Spirit Airlines have failed me. I waited for an email from customer service that never came and I had to follow up again over a month later. I will NEVER fly Spirit Airlines again. I cannot trust the information I was given by their staff which ultimately cost me thousands of dollars.",True,,Family Leisure,Economy Class,Detroit to Orlanda,May 2022,2,4,,3,1,,,False
"""don’t care about customer service""",1,2022-11-08,"That was the 1st trip for me on this airline and it will be the last on because they don’t care about customer service to be back again to this airline, they don’t care about referral to recommend the flight to friends and family they mislead customers to maximize their profits. When I left Fort Lauderdale to Newark I went with my personal belongings for 3 days trip. They did not inform that it will be extra charge for the bag But when I trace back from Newark to Fort Lauderdale I came back with the same and they told me that I have to pay extra 99$ for this bag. I asked how come you guys did not tell me in my 1st flight their answer was that someone from their company didn’t do their job What we putting our life’s their hands to fly and how many are not doing their job right. Also I came a shout ahead of my flight but it took 30 minutes to talk to an agent then the agent told me that I miss flight although the flight on the screen was showing 29 minutes delayed They charged me extra 70$ to book to next flight They made their money the 1st time and they didn’t care if I am coming back. I know I will never fly again in their flight.",True,,Solo Leisure,Economy Class,Newark to Fort Lauderdale,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""price was amazing for a direct flight""",10,2022-11-07,"The ticket price was amazing for a direct flight. Due to that I was able to fly with my husband during his business trip. Before purchasing we checked Spirit review ratings and was leery of the, under 2.5, star rating. I decided to also check the reviews of a more pricy airline and they were no better. The poor reviews for Spirit mostly revolves around the addition of fees for upgraded services that other airlines consider standard and will not charge for. For instance, the charges for a carry-on bag. As Spirit allows a personal item (yes it’s super teeny tiny) without adding a fee, I knew I could comply with their regulations AND not have to upgrade anything. Additionally, if you are not super tech savvy, you may wish to upgrade to use a staff person at their kiosk (this is an added fee too). As long as you print you pass at home or take a screen shot of it, you will be good to go! The staff were smiling, humorous and fun! As I read one review of a sort of grimy staff person that added tons of fees to a passenger due to large bags being traveled with, I was initially worried this could happen to me. As my personal item followed their rules, all was well. Basically, know that they will charge you extra for carry on bag(s) and that during check-in the site makes you jump through tons of extra screens to complete check-in. All in all, I was exceedingly pleased with the whole process and my 2hour flight (it was the pilots first day! Thanks Nate!). I will sign up for their reward program(s) and fly with them in the future.",True,,Solo Leisure,Economy Class,Portland to las Vegas,November 2022,5,5,,5,5,,,True
"""prepare for an inconvenience""",1,2022-11-06,Not Verified |  Our flight was delayed six hours and a half so we missed several important events we had in Miami. If you are flying Spirit prepare for an inconvenience.,False,,Family Leisure,Economy Class,Atlanta to Miami,November 2022,2,2,"<span class=""star fill"">1</span>",2,1,,1,False
"""absolutely never fly Spirit again""",3,2022-11-06,"So as soon as we arrived at the airport we were told we had to stand in line with about 500 other people because we had a child, no other airlines had lines with more than 10 to 20 people in it. After an hour of that, we got to our gate and they announced that they were going to start boarding, so after standing for 30 minutes they then announced that they were delaying our flight for 2 1/2 hours. I can tell you that in all of the years that I’ve ever flown, Spirit is the only one I ever have had problems with. Will absolutely never fly Spirit again, I don’t care if the tickets are free.",True,,Family Leisure,Economy Class,Detroit to Orlando,November 2022,2,2,,1,3,,,False
"""horrible excuse of an airline""",1,2022-11-05,"Was had a layover in Atlanta for this trip. When we got to Atlanta, we boarded the plane, then were told we had to deboard because of maintenance issues. They delayed the departure time more and more and suddenly canceled the flight last minute. Stranding us in Atlanta. We had to go all the way to ticketing to print new boarding passes. The employees at that ticket counter have no business working in any form or customer service. Never in my life have I ever been treated with such disrespect, been yelled out, and told to leave the line and go to the back TWICE. NEVER flying this horrible excuse of an airline ever again.",False,,Family Leisure,Economy Class,Baltimore to Las Vegas via Atlanta,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Absolutely the worst experience""",1,2022-11-05,Absolutely the worst experience I've ever had with anything. i had a flight get delayed by 12 hours because of not enough flight attendants. Then cancelled at 2 am in the morning. Our flight was rescheduled to 11 am the next day and once again it was cancelled. Staff was absolutely rude and not understanding. Do not travel with this airline. The cheap seats are not worth it.,True,,Family Leisure,Economy Class,Dallas to Philadelphia,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""canceled at last minute""",1,2022-11-05,"My flight from Vegas to charlotte was delayed then canceled at last minute. They rescheduled flight for 3 days later and give no refund. No apology, just very rude and no viable reason the flight to be canceled. Absolutely under no circumstance will I ever fly on this airline. Do not fall into their low price trap.",True,,Family Leisure,Economy Class,Las Vegas to Charlotte,November 2022,1,1,,1,1,,1,False
"""never fly with this airline again""",1,2022-11-05,"Spirit is by far the worse airline I’ve encountered. From charging you for every single bag including carry one for an international flight. In addition, they charge you for any additional weight over 39 lbs while all the other airlines allow 50 Lbs. They literally told me I was over by grams and wanted to charge me an arm and a leg. Second my connection flight in Florida was missed because of there delay, I had to sleep in the airport and blamed immigration for missing my flight. They didn’t offer me a hotel stay or other options. Overall, I spent in addition $700 in fees, missed work the following day and had to sleep in the airport. I will never fly with this airline again, first and last time. That is a promise !",True,,Family Leisure,Economy Class,Medellín to New York via Fort Lauderdale,November 2022,2,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""airline doesn't inspire confidence""",2,2022-11-04,"This airline doesn't inspire confidence. There is tape covering the back of the arm rest of the big front seats. Rather than fixing or replacing whatever piece is broken, they used polyken tape and put the life vest sign on top of the tape. See the attached picture. Makes you nervous.",True,,Couple Leisure,Economy Class,Houston to Cancun,November 2022,1,2,,2,2,,,False
"""Never will I fly With them again""",1,2022-11-04,My last flight was delayed twice in the same day by 5 hours. Missed my cruise. They gave me a vouchers to use for next flight which had to be used within 60 days. Most people don’t fly that often. I have a flight scheduled in the next week and they wouldn’t let me apply the vouchers towards that flight. Just hate everything about Flying with Spirit. You get what you pay for. Never will I fly With them again.,True,,Couple Leisure,Economy Class,Cleveland to Ft Lauderdale,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""complete abuse for your passengers""",5,2022-11-03,"This is a complete abuse for your passengers. I am a frequent flyer and I have flown 5-8 times this year alone. My carry on bag has been fine every single time. Then an employee on November 2 states that it does not comply and then has the nerve to laugh in my face. It is unacceptable for a company has big and as recognized as this to have such a poor customer service representative being in the front line, being the face of your company.",True,,Solo Leisure,Economy Class,Medellin to Orlando,November 2022,3,4,,1,3,,,False
"""I will never fly that airline again""",1,2022-11-03,"I know what Spirit is and I've flown them before only to get the best deal. Cheaper flights, and you pay ridiculous amounts if you want to check bags and do anything else. We tend to fly quick flights where we can just take a backpack and not deal with any of the other charges. I made a mistake booking a flight. I booked my flight to LAX fine, but the return I booked one leaving at 11:59 arriving at 5:00. Problem is I didn't notice it was 1159pm to 5am. My mistake. When I finally noticed this a week before my flight, I called and they wanted to charge more to change the flight than I paid for the entire round trip. They wanted to charge more than if I just bought another 1 way flight for earlier in the day. I am in the service industry, and I know that this is a pain for them to switch flights for people. I should be charged something. But when the other flight I'm trying to switch to is actually cheaper at that point in time of trying to change the flight..how about just charging me $25 a ticket or something? Why rake me over the coals and guarantee that I hate you now? Why tick me off and ensure I will never fly that airline again? Maybe other airlines would do the same thing, but Spirit for sure did it to me and I won't forget it.",True,,Family Leisure,Economy Class,Dallas Ft Worth to Los Angeles,November 2022,1,1,,1,1,,,False
"""Friendly staff and quick flight""",8,2022-11-03,"Our flight out was great for a budget airline, yes the seats are close but I don’t need premium seating and that’s what I paid for. Friendly staff and quick flight, on time. On the way back we missed our flight and it was mostly our fault. Spirit rebooked our flights for free. We decided to take a Lyft down to Miami for a morning flight instead of waiting for the same flight the next night but the customer service agent was very helpful and we were very happy we didn’t have to pay to rebook. No complaints",True,,Couple Leisure,Economy Class,Ft Lauderdale to Denver,November 2022,3,4,,5,5,,,True
"""the worst experience I have had in my entire life""",1,2022-11-02,"I travel by plane since I can remember since I was a child. It is the worst experience I have had in my entire life in terms of the value of the ticket, luggage and treatment of the airline staff. I will never fly with this airline again in my life. I went directly to the main offices of the airline, asking if the backpack I had was the right one to not have to pay for luggage and one of the people who attended me told me yes and that they were not going to charge me for the luggage. When I arrived at the airport, I had to pay $85 for a backpack that was supposedly authorized not to be checked as baggage.",True,,Solo Leisure,Economy Class,Miami to Bogotá via Santa Marta,October 2022,1,1,,1,1,,,False
"""so frustrated and angry with their customer service and policies""",1,2022-11-02,"Not Verified |  We have not yet flown Spirit, but so frustrated and angry with their customer service and policies. We are scheduled in Feb 2023. I made a mistake paying for carry-on bags that were included with ticket. Within 30 minutes I contacted Spirit to cancel the carry-on charge. The total charge for checked bags and carry-on was $206 (!) Spirit said no refunds, just travel credit. I said just want to cancel a mistake that has not posted yet. They were unwilling and kept repeating their “no refunds” policy. Customer service was insensitive, poor, not listening, and I waited in chat queue for over 90 minutes. Terrible.",False,,Family Leisure,Economy Class,Chicago to Tampa,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""so disappointed and upset""",1,2022-11-01,"I asked for one of the agents to notify my partner that boarded the plane zone 1 and I was last to board zone 4 and there was a discrepancy with the carryon. The agent refused to notify my partner who had all of our credentials with the exception of my boarding pass. I was told to step aside and that I could not board the flight even while presenting all three receipts from the initial flight that covered all of our carryon bags. This carry on bag issue happened after a 2 hour layover from Los Cabos and just wanted to get home. After I didn’t board for a long period of time my fiancé came off the plane to ask what can we do to get things resolved and he was told that we were both being put off the flight and put on a no fly list and once our bags get to BWI that they would have them sent back to LAX. The supervisor was nasty towards us. The police came and also didn’t understand why they were being so extreme and told us that they have a lot of problems from Spirit Airline. The female agents have horrible attitudes and poor customer service skills. We were inconvenienced $800.00 that same day to flight United simply to get home to our eleven year old son after a seven day vacation. Spirit has basically lost two hardworking customers due to the agents at Spirit flight NK128 to board at 4:07 pm. I will never flight Spirit Airlines again and telling everyone of my family, coworkers, and friends who all travel not to use this airline. I am so disappointed and upset.",True,,Couple Leisure,Economy Class,Los Angeles to Baltimore,October 2022,1,1,,1,1,,,False
"""not trying to offer any assistance""",1,2022-10-31,"Not Verified |  On Friday Oct 29th there was a problem with Spirit's plane, causing a 13 hour delay in Atlanta GA. I’m currently on my return flight home on Monday Nov 1 and they have another plane malfunctioning causing a major delay. Spirit is not trying to offer any assistance or help, to those of us stuck.",False,,Solo Leisure,Economy Class,Atlanta to Baltimore,October 2022,1,1,,1,1,,,False
"""have not received the refund""",1,2022-10-31,"Not Verified |  We flew to Las Vegas on 9/29/2022. We were supposed to fly back to Dallas at 1:00 am on 10/2/2022. We decided to check to see if they flight was still on schedule at about noon on 10/1/2022. That is how we found out our flight had been delayed 19 hours, and was not scheduled to leave until 8:00 pm on 10/2/2022. We never received a notification that the flight had been delayed. We had to be back for work on 10/3/2022. We called ""customer service"", and spent an hour on the phone with no resolution. We went to the airport to see if we could get resolution there. They were absolutely no help. First we were told there were no other flights. Then they told us that they could send us to LAX and the we would have a connecting flight to Dallas. After discussing this for a couple of minutes we found out the lady at the counter was planning on stranding us at LAX for a full day, and that flight wouldn't be leaving until 7:30 pm on 10/2/2022 and landing in Dallas at 11:30 am 10/3/2022. We had told her we needed to be home early on 10/2/2022. I'm still not sure how 10/3/2022 is before 10/2/2022. We then asked for a refund so we could find another airline. The lady at the desk said we would receive a refund. Her supervisor said we would receive a refund. We still have not received the refund. The first email we received from them 3 weeks after the incident said we were only entitled to a credit since we had confirmed the change. We explained once again that we did not confirm it. Then they sent us an email stating that we were only entitled to a credit since we didn't show up for the flight. These people will do anything to charge you extra for every little thing, and then refuse to refund anything even after two of their employees said they would. You cannot believe a thing they say. They have lied to us every step of the way. I would rather walk to my destination than ever fly Spirit again.",False,,Couple Leisure,Economy Class,Dallas to Las Vegas,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""cheap flights are never worth it""",1,2022-10-31,"Literally just spend the extra money and fly Allegiant or United or any other airline. I woke up at 3am to fly home. They served me one single shot and then proceeded to kick me off of the next flight after the layover because of the fact that I’m trying to sleep before the plane took off. Accusing me of being on pills and then realizing they messed up and giving me and my friend free tickets on the next flight which was 7 hours later. Worst airline ever,  my ears were popping so bad that I pressed the flight attendant button from being in physical pain and asked if I could get a water when I had cash but my debit card was elsewhere, and they refused to let me have any. Again so so so bad. The cheap flights are never worth it. Spend more money so you never have to experience the circumstances I went through today.",True,,Couple Leisure,Economy Class,Orlando to Kansas City,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""the worst customer service""",1,2022-10-31,"The entrance team has the worst customer service. They had me consolidate my plastic bag with two small 8inch boxes into my packed backpack along with 6 or 7 other passengers prior to boarding because ""only one carryon"". They even considered purses to be their own items. I asked them if they got paid more and they did not. They just choose to harass to give themselves enjoyment for their poor jobs.",True,,Solo Leisure,Economy Class,Ft Lauderdale to Newark,October 2022,1,2,"<span class=""star fill"">1</span>",1,1,,1,False
"""staff on the ground were wonderful""",8,2022-10-30,"Not Verified |  Your staff on the ground were wonderful. Latonya Thomas and 2 others saved our trip with their friendly service out of Chicago O’Hare. At the gate out of Orlando, after a 2 hour delay on Oct. 28, the woman checking tickets was both efficient and graceful.",False,,Family Leisure,Economy Class,Chicago to Santo Domingo,October 2022,3,5,,5,4,,,True
"""the worst that I have experienced""",1,2022-10-30,"Not Verified |  The airline in general is terrible the worst the service at the Miami airport of death by spirit the seats the worst did not have Wi-Fi neither going nor returning the service on the plane bad the luggage super expensive and on top of that you have to pay the carry on. On the plane they do not have a variety of food, it is fatal and on top of that it is also expensive, conclusions Spirit is the worst of the worst that I have experienced.  La aerolínea en general es pésima lo peor el servicio en el aeropuerto de Miami de muerte por parte de spirit los asientos lo peor no tenía wifi ni ida ni regreso el servicio en el avión malo el equipaje súper caro y encima hay que pagar el carry on ,en el avión no tienen variedad de alimentos es fatal y encima caros también conclusiones Spirit es lo peor de lo más malo que he experimentado",False,,Family Leisure,Economy Class,Miami to Bogota,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""rip you off one way or another""",1,2022-10-30,"They charged me triple for a luggage both ways, every time you call them you get a different information regarding a amount of bag paid and amount.  I had 5 tickets i paid for, 2 people decide not to fly, so I told that to a flight attendant and that we will be using those seats for my kid to sleep in it, since I paid for them, And I was told that its not going to happen since they have extra people waiting to be seated. To which I replied that I it is not happening. They took us off the flight with a 6 y old and canceled our tickets. The worst experience I have ever had in my life flying. Trust me, and don't waste your money, they will rip you off one way or another and you will end up paying a price of business class and flying in a horrible plane.",True,,Family Leisure,Economy Class,Philadelphia to Fort Lauderdale ,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Worst experience ever""",1,2022-10-30,"Worst experience ever with an airline. I'd give a minus for review if I could. Our flight was due to depart at 3:00. It was postponed, time after time, until it was canceled in the end, and the passengers were shuffled to the 20:30 flight. No explanation, no apology through out. We were stuck at the airport for 5.5 extra hours, kept in stressful suspense most of the time. P.S. On the window display for arrival schedule (during our anxious waiting time): out of the 13 flights on the list, 5 were from Spirit Airlines, of which 3 were late - and they were the only late flights on the list! Nobody deserves such hassles, and at such high risk!",True,,Family Leisure,Economy Class,Myrtle Beach to Hartford,October 2022,3,3,,1,1,,,False
"""never been treated so poorly""",1,2022-10-30,"Not Verified |  So my wife is currently in Mrytle Beach with no luggage, no id and no wallet. The answer is simple, Spirit Airlines is a joke and has zero feel for customer service. Explain to me how you can ask a customer to exchange contents from one bag to another and then chastise them for wanting to retrieve their phone and personal items before reboarding the plane they are supposed to be on. Our 20 year old son was on the plane and no traveling with her bags and id by himself while she is stuck in South Carolina? Spirit Airlines, you are a joke in all areas of customer service! My wife is in tears and has no clue what tomorrow is going to bring and it is 100% your fault. Be better Spirit and make this absolute gong show of a trip right. We’ve never been treated so poorly in our lives and we travel multiple times a year!",False,,Family Leisure,Economy Class,Myrtle Beach  to Orlando,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Horrible service""",1,2022-10-29,"Not Verified |  Horrible service, 5 hour flight delay. Huge line of people waiting while only 2 attendants. I would rather pay more money than ever fly on Spirit again, no notification ever sent about delay.",False,,Business,Economy Class,Chicago to Fort Lauderdale,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Ruined our trip to Disney World!""",1,2022-10-29,"Ruined our trip to Disney World! Me and my 8 year old daughter waited at the airport for 7 hours, delay after delay! I just couldn't take it anymore going to be delayed till after midnight? We were supposed to leave at 6pm. Pathetic Airline! I had to cancel everything over their stupid, incompetent employees and planes! I'm furious! Flight 1879, Departure from Austin to Orlando. Oct. 28th, 2022. Never even left Texas! I hate you Spirit Airlines!",True,,Family Leisure,Economy Class,Austin to Orlando ,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Never again will I fly with them""",1,2022-10-28,"Spirit is the worst airline ever. They canceled for ‘weather’ reasons, yet I got a flight home at the same exact time. It was all a lie so they don’t have to take responsibility. Never again will I fly with them.",True,,Couple Leisure,Economy Class,Chicago to New Orleans,September 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""stuck paying $79 for one checked bag""",6,2022-10-28,"Not Verified |  I stood in line for over 30 minutes before finally getting to the check in counter, where an agent informed me I was in the wrong line and was for international departures only. (There were no signs stating so). I then stood in line for another 20 minutes at the right check in counter, and the agent informed me that I had to check in my bag because it was too big to carry on. Mind you, I had measured it beforehand by their length and weight requirements and I was in the clear. So I was stuck paying $79 for one checked bag. I don’t usually like aisle seats but I was placed in one, in the front row. I had a lot more legroom. Only downfall is that there were people waiting in line for the bathroom in the aisle, so I felt as though I had people standing over my shoulder at all times. There was an unruly passenger in the back who caused multiple scenes on the ground as the plane was taxiing. The flight attendant did an amazing job at handling the situation. She was very patient and sweet the whole flight. There was a certain flight attendant who had a bad attitude, but I never interacted with him so I can’t say that directly affected me.",False,A319,Solo Leisure,Economy Class,Fort Lauderdale to Boston,October 2022,3,5,,1,5,,,True
"""the seats are uncomfortable""",2,2022-10-26,Not Verified |  This was my first time and will be my last time to ever fly on this airline because the seats are uncomfortable and my butt was feeling sore when I was sitting on the seat. The only positive thing about that is that there was a flight attendant that told me that she liked my shirt that I was wearing; that was nice.,False,A319,Family Leisure,Economy Class,Orlando (MCO) to Columbus (CMH),October 2022,1,3,,2,1,,,False
