header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""efficient and kindest inflight staff""",10,2022-11-04,"Excellent flight, very happy with the service we received right check in till disembarkation including the transit transportation in Doha. We had the shortest transit of 20 minutes. Special mention and thanks to Mr Tushar, Steward on QR028. He is the most efficient and kindest inflight staff we have ever met",True,Boeing 777,Couple Leisure,Economy Class,Manchester to Hyderabad via Doha,November 2022,5,5,,5,5,,,True
"""ensuring I had a wonderful flight""",9,2022-11-01,"Wonderful flight staff, so helpful and caring, looked after all my need during the flight to Doha and Bangkok from Edinburgh, very clean and comfortable plane. Food amazing, high quality service, excellent entertainment on board and spoiled for choice. Lounge areas at all stops again excellent, staff amazing, food menu very high standard. Qatar Airways basically organise everything I could need and ensuring I had a wonderful flight.",True,A380,Solo Leisure,Business Class,Edinburgh to Bangkok via Doha,October 2022,5,5,"<span class=""star fill"">5</span>",5,4,,4,True
"""Enjoyed flying with Qatar Airways""",8,2022-11-01,"Enjoyed flying with Qatar Airways. Most of the time the staff was excellent. Special mention for Miguel, he took care of us on QR274 on 22 October. This guy goes above and beyond. If you're lucky to have him taking care of your row, you're guaranteed a good flight. Also, Hyeon Jin on QR 273 on 28 October was very very hospitable. So much potential in this girl. Seats on the QSuite were very comfortable. Staff are lovely. All in all, a pretty good way to get from point A to point B. I do have 2 small issues with Qatar Airways, they seem to have a tendency for last minute equipment change (meaning you might have booked a QSuite flight only to be told later you're getting an older aircraft). But this could be deal breaker for us, they seem to have an inclination to 'take you out' of your chosen seat and place you in a less desirable seat (at least less desirable for you). This even happened after the boarding pass was issued. This has happened to us twice in 3 months, really hope it doesn't happen again.",True,Boeing 777,Family Leisure,Business Class,Amsterdam to Dubai via Doha,October 2022,5,5,"<span class=""star fill"">4</span>",3,4,,,True
"""very pleasant flying experience""",10,2022-11-01,"Dallas Ft Worth to Colombo return via Doha Another very pleasant flying experience with my favorite airline. Basic economy ticket. Great cabin crew, food was great well presented and most importantly something you can eat. Cabin crew attention to safety was fantastic. Rest rooms were well maintained. When I visited the galley to get a drink it was well maintained.",True,A350-100 / A330 / Boeing 777-200,Solo Leisure,Economy Class,Dallas Ft Worth to Colombo via Doha,August 2022,5,5,"<span class=""star fill"">5</span>",4,5,,5,True
"""used such an old aircraft!",5,2022-10-30,There was an aircraft change and they separated three in our family into three different sections. The seating was a 2-2-2 configuration instead of a 1-2-1. The USB ports were out of order and The TVs in the middle from rows 5 to 7 did not work. My seat adjustment keys were worn out and erratic and the TV screen was non-touch screens or did not work.  I do not know why they used such an old aircraft with many controls not working for a day flight of 13 hours. The lounge in Doha was exceptional both during outward and inward journeys. The staff was extremely helpful and friendly. They have shown excellent professionalism. One silver lining is the crew aboard the aircraft was par excellence. They did a fantastic job as usual.,True,Boeing 777-300 ER,Family Leisure,Business Class,Doha to Philadelphia,October 2022,3,5,"<span class=""star fill"">3</span>",5,4,,1,True
"""attend to every need""",10,2022-10-29,"Superb airline with superb air hostesses, Can’t do enough and attend to every need, with quality service. On board meals and entertainment were great also. Just need to sort security times at Doha",True,A380 / A350-900,Family Leisure,Economy Class,Bangkok to Edinburgh via Doha,October 2022,5,5,"<span class=""star fill"">5</span>",4,4,,4,True
"""my food was horrible""",5,2022-10-29,"Staff could not board me on at Montreal due to an issue with my passport and it took forever to clear that. Boeing 777 was not in great shape and was quite old. Washrooms were not in order from the get go and my food was horrible and was not sufficient.  The infotainment system on this 777 was not great.  The only positive thing was the Customer Service, which was pretty good and also the Doha airport is really nice. I am heading back to Vancouver soon and lets see how that flight goes.",True,Boeing 777,Family Leisure,Economy Class,Montreal to  Doha,October 2022,3,5,"<span class=""star fill"">3</span>",3,2,,3,False
"""people were left alone""",3,2022-10-27,"On 26 OCT flight Kuala Lumpur to Doha in codeshare and operated by Malaysia Airlines was delayed 1,5 hrs due to technical problems. Today's experience at Doha is the complete absence of professionalism. There should be people waiting for the passengers at the arrival gate, separating the ones with short or missed connection in groups divided by final destination and guiding them to the proper channel to rebook their flight. In today’s experience people were left alone in desperate search of the (now closed) connection gate and they were finally reaching the transfer desk. Here I spent Hours waiting in line in front of the eyes of staff who were bouncing people from 1 operator to the other, never taking any action. The decisions on who to serve and attend were based on who is angrier and shouting the loudest. Some people have been rebooked on the next day flight when there was another one after only 6 hours. At their further inquiring why they couldn’t board on the earlier flight they have been answered with a sorry and invited to line up again to get a 3rd boarding pass printed.",True,A330-300,Business,Economy Class,Kuala Lumpur to Milan via Doha,October 2022,5,5,"<span class=""star fill"">5</span>",3,2,,,False
"""worse seat than the non exit row""",3,2022-10-27,"The food they provide for a long haul flight is insufficient and the quality of my food was appalling. The scrambled egg was a solid chewy rock with no flavour. The second meal was a cold sausage roll stuffed with chicken which was not appetising. Wifi on outbound didn’t work at all. The super fast Wi-Fi which I paid for in the return did not work for more then half the journey. I paid £150 for exit row seats I got a worse seat than the non exit row. Nowhere to put your belongings, you have to hold the blanket and pillow on your lap for take off and landing. Seat 23a has the door blocking your legroom so you need to sit at an angle to get any leg room. Our outbound flight was an hour delayed and we weren’t communicated with much. There were very few toilets available and there was a queue which was in our exit row legroom.",True,Boeing 777-300ER,Business,Economy Class,Doha to London,October 2022,1,4,"<span class=""star fill"">4</span>",4,2,,1,False
"""I got upgraded to Business""",10,2022-10-27,"No words to appreciate e-Customer support, cabin comfort, meals served, cabin crew positive attitude. Latest aircraft and On-time performance. I got upgraded to Business from Doha without any request which was a surprise for me so I remain happy and grateful to Qatar.",True,,Family Leisure,Economy Class,London to Islamabad via Doha,September 2022,5,5,"<span class=""star fill"">4</span>",5,5,,5,True
"""Amazing airline overall""",9,2022-10-24,Amazing airline overall. Inflight service and very friendly staff is all you need during your flight. Arriving experience to the very well organised airport not waiting for your luggage was the brilliant way to end my journey. Thank you Qatar Airways.,True,,Solo Leisure,Economy Class,Kuwait to Doha,October 2022,4,5,"<span class=""star fill"">4</span>",5,5,,,True
"""The food has improved""",7,2022-10-24,We flew in Business Class from Zurich via Doha to Cebu on October 18. On both flights the service was excellent and the crew were very friendly and professional. The food has improved from previous flights. The flight from Zurich to Doha used an outdated aircraft from CX that did not meet QR standards. The light above the seat did not work and the information system was outdated. Boarding in Doha was once again chaotic. Business class passengers were not well informed and called while economy passengers were boarding. The bottle neck at the gate prevented this and no one of the gate staff took action. We were crammed into a bus with the rest of the passengers.,True,Boeing 777-300ER,Couple Leisure,Business Class,Zurich to Mactan via Doha,October 2022,2,5,"<span class=""star fill"">2</span>",1,4,,,True
"""a truly wonderful experience""",10,2022-10-23,"This is our second time flying with Qatar Airways. We flew LAX to DOH, stayed a few days and then onto CAI and back. From check in to in flight Qatar Airways makes it a truly wonderful experience. The check in at LAX was quick and friendly and don't even get me started on the experience of checking in at DOH; offered beverages, sit down and very attentive and friendly. The lounges are so relaxing, good food, drinks, the lounge at DOH has ""hotel"" rooms in it you can sleep in for a few hours. Service is top notch. Now for the flight. Warm greeting and welcome, Q Suites there are no words just comfortable, easy to sleep well in (I slept 10 hours). The amenity kit bags were colored for Breast Cancer awareness and the PJs for World Cup, awesome. The food was delicious as usual, flavorful, many choices, served at a good temperature and displayed nicely. They do have a new added light meal menu for world cup and it's like tailgate food; chips and guaq, potato ball, fish and chips, hamburger. I loved the idea, so fun and the execution was great. I hope they keep some of the items even after WC. World class experience that makes you look forward to flying for 16 hours!",True,,Couple Leisure,Business Class,Los Angeles to Cairo via Doha,October 2022,5,5,"<span class=""star fill"">5</span>",5,5,,5,True
"""crew were very friendly, helpful""",8,2022-10-22,"The crew on both routes ZRH to DOH and DOH to Cebu were very friendly, helpful and fulfilled every wish. Thank you. Qatar Airways used leased aircraft from Cathay Pacific on the flight from Zurich to Doha that was not up to the usual Qatar Airways standard. It was rather an old aircraft. The seat light did not work and the flight itinerary on the information system was outdated and showed little info.",True,Boeing 777-300ER,Couple Leisure,Business Class,Zurich to Cebu via Doha,October 2022,2,5,"<span class=""star fill"">2</span>",5,4,,,True
"""QSuite was not supplied""",5,2022-10-21,"Boarding in Doha was chaotic, the messages by the gate staff were unintelligible.  Business Class passengers were invited to board first but the bottle neck at the gate prevented this and no one of the gate staff took action to allow priority passengers to board first. There had been an  equipment change and the booked QSuite was not supplied. Instead we were seated in their old 2-2-2 configuration with dated an uncomfortable seats. I don't really understand why QR still have this outdated product in service. Cabin Crew was excellent but my food was not very good at all. The Chicken Burger was tasteless and the fries that came with it were soggy. WiFi was not available. I expect a lot more froma 5 star airline.",True,Boeing 777,Solo Leisure,Business Class,Doha to Cape Town,October 2022,2,5,"<span class=""star fill"">5</span>",1,3,,1,False
"""experience fell short of my expectations""",5,2022-10-21,Mumbai to Budapest via Doha. Seeing Qatar Airways consistently wins awards I was eager to experience it after a 4 year absence. Unfortunately the experience fell short of my expectations. The in-flight entertainment was not available on the Doha to Budapest flight. The captain apologised for it and explained it was a technical problem. The vegetarian option was a frittata from Mumbai to Doha and it was OK (I award the meal 6 out of 10) but the white wine served was warm hence ruining it!! On the Doha to Budapest the food was very bland (4 out of 10). It was carrots and cauliflower in a milky sauce and what was surely a negligible amount of cheese of it was in fact present in the dish at all. It tasted exactly like boiled carrots and cauliflower. There were three trolleys in the back side of the plane hence going in and out if the lavatories was a challenge. Upon arrival at Doha Airport it took a full 20 minutes to open the plane doors. This is probably because we arrived in the morning but an airport that claims to be the world's best airport should get its act together on this front. The business class passengers who were only 5 or 6 passengers disembarked first hence prolonging the wait for those in economy by another 5 to 6 minutes. Despite that the flight was full disembarkation was via one door only (the front door). The bus taking us to the terminal was EXTREMELY cold. It was only 16 Degrees Celsius in Doha on that morning and the air conditioners were on full blast reducing the temperature inside the bus to 8 or 9 degrees Celsius. Because the size of busses for economy and business passengers are the same there was a traffic jam and the relatively short journey from the plane to the terminals in the freezing bus took 10 - 12 minutes. It feels like Qatar Airways treats its economy passengers as numbers on the accounting sheets else one would expect someone at Qatar Airways to at least instruct the bus drivers to switch off these dreadful air conditioners when it is cold outside.,True,,Solo Leisure,Economy Class,Mumbai to Budapest via Doha,October 2022,3,4,"<span class=""star fill"">1</span>",5,3,,,False
"""very pleasant and willing to help""",7,2022-10-21,"I opted to have food at the Al Mourjan lounge before boarding, and to avoid it on the flight. This allowed me to enjoy the benefit of a good sleep, in the relative comfort of a business class flat bed. I opted for the last minute ""on the go breakfast"" before landing in Bangkok, proving the same inadequate level of F&B which I now associate with Qatar Airways: 3 or 4 pieces of fruit, a compote of yoghurt with some sugared jam, and a croissant. Harmless enough. Staff as always, very pleasant and willing to help at every opportunity, when required.",True,A380-800,Couple Leisure,Business Class,Doha to Bangkok,October 2022,4,5,"<span class=""star fill"">4</span>",5,3,,,True
"""staff seemed better organised""",7,2022-10-21,"This was the return journey first leg. Inflight staff seemed better organised, but rather than risk a re-run of the chaotic F&B service on the inbound journey, I opted to sleep as soon as we had taken off, and not be disturbed for any F&B until or unless I decided I wanted it. This proved to be the correct strategy. I slept for the first 2 hours and then after waking, ordered the ""pulled beef"" burger, which was tolerable. Staff as always were friendly, and extremely eager to please. They expressed the desired level of concern at the abysmal check-in at Madrid operated by Iberia. Having checked-in online, but gone to the Business Class check-in desk the check in clerk questioned Thailand residency (my final destination) proof, (not required, but which I had in my passport, which he then disputed, until I explained it line by line). He then added luggage tags to 2 bags under my companion's name only, and omitted to put on priority tags. Qatar need to seriously monitor the service they are contracting to Iberia.",True,Boeing 787-9,Couple Leisure,Business Class,Madrid to Doha,October 2022,4,5,"<span class=""star fill"">4</span>",1,4,,,True
"""friendly service minded cabin crew""",8,2022-10-20,"Excellent service by a friendly service minded cabin crew. Old plane upgraded with Qsuites. Still hard uncomfortable seats but nice with the privacy. Light meal after take-off but when ordering the burgers were already ""sold out"". Left with soggy fish and chips that went back to the galley.",True,Boeing 777-300ER,Solo Leisure,Business Class,Doha to Denpasar,October 2022,2,5,"<span class=""star fill"">5</span>",5,4,,3,True
"""Nice friendly service""",8,2022-10-20,"Excellent once onboard. Nice friendly service, on the mark. The salmon was very overdone and dry.  Lounge review separately, Menzies Executive Lounge that is awful.",True,Boeing 787-8,Solo Leisure,Business Class,Stockholm to Doha,October 2022,5,5,"<span class=""star fill"">5</span>",5,5,,3,True
"""struggling with is consistency""",5,2022-10-18,"The first leg was in First on a gorgeous A380, with impeccable service and great food and drinks. Stay at the Al Safah lounge In Doha was great as always. My connecting flight to FRA was at 1 pm, a very quiet time at Doha airport. Despite almost all gates unoccupied, the flight departed from a remote location by bus. It was the usual long wait and chaos at the bus gates, with a hot bus, and overheated plane with cannot cope with open doors on the tarmac. Service and food was ok, but there is no more sandwich service in business class before arrival on this 6h flight. I was offered potato chips or muesli bars, which I declined. I had a seat in row one, and was unable to sleep due to the loud chit chatting of the staff in the galley. Overall, what Qatar is struggling with is consistency on the ground and in the air.",True,A380/B788,Solo Leisure,Business Class,Bangkok to Frankfurt via Doha,October 2022,4,4,"<span class=""star fill"">4</span>",2,1,,1,True
"""recommend flying Qatar Airways""",9,2022-10-17,Not Verified |  Rome was less than expected in terms of customer service. This made our trip quite frustrating. Qatar airways staff and the airport in Hamad made up for this. I recommend flying Qatar Airways. The hostesses were professional and friendly. They treated us like royalty and made sure we were comfortable. Highly recommended.,False,,Couple Leisure,Economy Class,Johannesburg to Rome via Doha,September 2022,4,5,"<span class=""star fill"">5</span>",4,5,,5,True
"""wonderful travelling experience""",10,2022-10-17,"This was my first flight with Qatar and it was the trip of a lifetime. I upgraded from Economy for a leg of the journey and from the very first minute the red carpet rolled out, the whole check-in and boarding process was done quickly, with ease and the attendants were all super friendly and very helpful. The seats were luxurious, supremely comfortable and made for a totally relaxed flight. The meals provided were the best I have ever had on any airline, truly 5 star cuisine, plenty of options and beautifully presented. I was delighted with the quality, service and price. Having travelled the globe on many different airlines, I cannot recommend Qatar highly enough, they truly are the World's Best Airline and will be my airline of choice from now on. Thankyou Qatar Airways for such a wonderful travelling experience.",True,,Solo Leisure,Business Class,Sydney to Edinburgh via Doha,October 2022,5,5,"<span class=""star fill"">5</span>",5,5,,5,True
"""a pleasure to fly this airline""",10,2022-10-16,"Both sectors of this flight had Qsuites. Which added to the attentive service by the staff (nothing is too much trouble) plus the quality & availability of the food + drinks are the reason why Qatar Airways business class is the best in the sky. Check-in and boarding is supper efficient for business class passengers, offers of welcome drinks / food options / pyjamas etc from pleasant staff make it a pleasure to fly this airline. There is a reason why Qatar Airways is consistently voted the best in the world and I wish I could afford to fly premium class all the time as it really is worth the extra cost.",True,Boeing 777-300ER,Solo Leisure,Business Class,Manila to Manchester via Doha,October 2022,5,5,"<span class=""star fill"">5</span>",5,5,,4,True
"""failed to make the refund""",1,2022-10-16,Qatar Airways have promised me a refund but have failed to make the refund. They refuse to answer emails and hang up when I phone them,True,,Couple Leisure,Business Class,Dublin to Bangkok via Doha,November 2021,,,,,1,,,False
"""quality of the food has disappeared """,5,2022-10-15,"First time travelling on Qatar in nearly 4 years because of the pandemic. Check-in in BKK a breeze, and certainly not the 3 hours suggested by the airline, especially after online check-in. But onboard service a major disappointment. Meal service was haphazard and chaotic. Was the last to be asked for my first course order, despite being in the middle of the cabin, and they had run out. I opted to forgo it. Instead they provided an ad hoc 1 prawn dish with a slice or two of avocado. The next course took nearly 1 hour to arrive, and I took one look at it when it did, and just ordered a cheese plate instead, finished it and went to sleep. No mattress service on this sector, despite it being night time. My travelling companion on the other side received an equally strange service level. I received my drink order of a glass of champagne, and he received his 40 minutes later. Dinner, such as it was, was completely uncoordinated. However good on paper, the a la carte dining concept does not work, and my suggestion is it should be abolished. The staff were very apologetic and, but seemed very inexperienced. That, and the quality of the food has disappeared since I last travelled and fell in love with Qatar Airways. Overall the staff were trying to solve the problems, but they seemed unable to manage what should be their normal operation.",True,A380-800,Couple Leisure,Business Class,Bangkok to Doha,October 2022,4,4,,5,3,,,True
"""they are cutting services""",7,2022-10-15,"Immediately changed into provided ""PJs"", and after take off, had the mattress applied to the seat, and went to sleep. Had pre-ordered breakfast prior to arrival, which I was advised would be about 2 hours before decent. Slept well, and awoke about 4 hours later. Was immediately offered breakfast, and assumed it was at the agreed time. A fruit platter with yoghurt and juice was produced. Having taken that, I realised it was 2 hours too early, and I should have slept until the hour before arrival. Cabin staff the usual friendly people, but the quality of food and miserly portion, made me think it would have been best to skip the F&B service, and sleep until descent, for the early (8 am) arrival in Madrid. Like all airlines, Qatar has suffered from the ill-effects of the pandemic, so they are cutting services, but not prices. Hugely disappointed, but hope they can return to the airline I much loved pre-pandemic.",True,Boeing 787-9,Couple Leisure,Business Class,Doha to Madrid,October 2022,4,4,,3,4,,,True
"""Good experience overall""",8,2022-10-15,"Good experience overall. Food is good, service and comfort is good. The aircraft was clean, on time and they have very pretty containers for child meal, which we kept as gifts. I liked the DOHA airport as well. I used the onboard wifi on my way back. It was decent. I The speed was on a lower side but I wasn't trying to stream anything. The options in the movie selection were good. What i would recommend is to have better ""Flight Map"" options. Like some other airlines provide option to change view of what you see in flight map. Also the repeated commercial pages in flight map were annoying. Please leave that experience without ads.",True,,Family Leisure,Economy Class,Mumbai to Atlanta via Doha,October 2022,5,4,"<span class=""star fill"">4</span>",4,4,,4,True
"""Rebook for a lower class of service""",1,2022-10-15,"After a 36 hour journey, I arrived at LAX to find that the flight showing confirmed on the Qatar app had no record of my booking. I spent 30 minutes on the phone with Qatar trying to get on the flight. Qatar told me I'd have to stay in LA for 4 days. While we were talking, the flight closed. I ended up paying cash for a ticket home on United. I have another flight with them in 4 weeks. A similar nightmare is unfolding. Rebook for a lower class of service, give up my premium seat on a 38 hour flight or pay cash for my own ticket from Reno to LAX that I already paid Qatar for. Be prepared to be stranded. Make sure you have enough cash to buy an alternative ticket home!",True,,Solo Leisure,Economy Class,Los Angeles to Cairo via Doha,September 2022,3,3,"<span class=""star fill"">3</span>",1,3,,3,False
"""salad was  not up to the mark"" ",4,2022-10-12,Myself and my wife are Qatar Airways users for the past 10 years. The recent visit the cost was almost 3 times but it was not a big concern for us if not for the food that was served. The food was excellent a few years back but a disappointment this time. My salad was  not up to the mark at all.,True,,Couple Leisure,Economy Class,Colombo to Helsinki via Doha,September 2022,3,4,"<span class=""star fill"">3</span>",4,2,,3,False
"""Exceptional from boarding to disembarking""",10,2022-10-11,Doha to Montreal. Exceptional service provided right from boarding to disembarking. The Q-Suite is a must try experience with delectable cuisine and attentive service from wonderful cabin crew. A special thank you to them on this flight!,True,Boeing 777,Business,Business Class,Doha to Montreal,October 2022,5,5,"<span class=""star fill"">5</span>",4,4,,5,True
"""amazing experience""",10,2022-10-09,It’s always amazing experience flying with Qatar Airways especially a long haul flight. Very comfortable and one of the top notch are the cabin cres services and very attentive. Seat are very comfortable Q-suites. Lots of privacy.,True,Boeing 777-300ER,Business,Business Class,Doha to Miami,October 2022,5,5,"<span class=""star fill"">5</span>",5,5,,5,True
"""seats were given to someone else""",3,2022-10-09,"I have done the web-check in well before the travel and seats were also booked. While transiting through Doha, last minute ground staff said my seats were given to someone else and given me the last seat. I am very disappointed with this service and never expected Qatar airways to break their promise by providing this service.",True,QR-1303,Family Leisure,Economy Class,Doha to Melbourne,October 2022,4,4,"<span class=""star fill"">4</span>",1,3,,4,False
"""excellent hospitality""",10,2022-10-08,"I flew a service from Islamabad to Gatwick (London) via Doha. It was a night departure from Islamabad. The Ground staff were very nice and helpful. Check-in was a smooth process, I had exceeded the baggage allowance by a small margin. No fuss created. Flight lifted off on time. The A330 is a bit outdated but good enough for the 3 hr flight to Doha. Arrival was on-time and we were off into HIA’s Main Concourse. Transit was smooth. I did some shopping from QDF and had dinner from Burgerie (Food Court - South) HIA is normally busy in the early mornings due to most long-haul flights being scheduled around the same time (US/UK/EU/China/South Korea/AUS/NZ) But it didn’t cause any problems apart from extra waiting times at the Food court. As soon as I was done I came to see the “Final Call” 40 mins before departure for QR329 to London. Which meant I had to hurry up. As soon as I got to the Gate they called Zone 1 and I was first to board. I got comfortable in my seat. Pushback for this flight was on time. However the passenger next to me was quite disturbing in the flight. She persistently kept a sleeping angle which directly meant less space for me which was very uncomfortable on the night flight. I did not take any meals on this flight as I was full. Although I did hydrate myself regularly. After a couple of shows and a few hours of sleep we started descent into Gatwick and we landed at around 0630AM. De boarding was efficient and we were clear of all arrival procedures within 15 min and I was on my way on the 166 mile drive home. I won’t be using Gatwick again because of its location. And the disturbing passenger had no effect on the excellent hospitality of Qatar Airways. I hope to fly them soon again.",True,A330-300 / B787-8,Solo Leisure,Economy Class,Islamabad to London Gatwick via Doha,October 2022,5,5,"<span class=""star fill"">5</span>",5,5,,5,True
"""entertainment system is limited""",6,2022-10-07,"The online wi-fi and entertainment system is limited and old (many airlines offer a wifi service which includes free wifi, live TV, numerous movies and series allowing you to watch them on your own device instead of outdated seat screens). The choice of food is very limited and the menu revolves around south asian food. I believe the menu should be more diversified and neutral. passengers should not waste 10 mins of their time watching  advertisement after take-off and before each movie/series. The cabin was clean. The cabin crew was professional. The overall experience is not bad but far from the best in the World.",True,Boeing 777,Solo Leisure,Economy Class,Doha to Beirut,September 2022,3,3,"<span class=""star fill"">2</span>",3,3,,2,False
