header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
Surinam Airways customer review,9,2014-09-19,Flew SLM in July. We had a 15 minutes departure delay (Suriname - Aruba) but arrived surprisingly 20 minutes ahead of scheduled arrival time in Aruba. Service was excellent! Benefits: one-way ticket was much cheaper than Insel Air and there was no stop over in Curacao it was one straight smooth flight.,False,,,Economy Class,,,,,,,4,,True,
Surinam Airways customer review,7,2014-04-06,GEO-PBM on 3/29/2014 - 737-300 flight was only 45 minutes but was fine. Seats a bit hard but had 3 seats to myself so was fine to stretch out. Flight attendants very nice - flight had originated in Miami and there were many people already on board when I boarded. Drink service was quick and flight smooth. A nice little airline - only thing that is a pain is that you still have to reconfirm your flight 72 hours in advance. And you have to call the airline office in the city you are departing from - not just any city office. When you were able to get the right phone number the person was very friendly and helpful I will say. Enjoyed my trip.,False,,,Economy Class,,,,,,,4,,True,
Surinam Airways customer review,7,2013-06-21,MIA-PBM-BEL. This was my first time flying Surinam Airways and I can tell I was very surprised with the service! service on time ageing but well kept 737's crew friendly they hire a FA fluent in Portuguese to help Brazilian passengers on the flight to BEL the food and drink rounds frequent seats are comfy and there is good recline. My sole complaint will be about ground staff they can be grumpy and surly at times. Would fly them again.,False,,,Economy Class,,,,,,,4,,True,
Surinam Airways customer review,3,2012-10-24,I have traveled Surinam Airways 3 times and none of those times we departed on time. The service on board is good though and they serve a hot meal at least. I fly most of the time from Aruba to Miami but instead of leaving at 11 am we departed 8pm! The other day supposed to leave Miami around 3.30 pm instead we left around 1 am. We spent 13 hours at Miami international they provided us with a 10$ voucher for food. Unacceptable.,False,,,Economy Class,,,,,,,4,,False,
Surinam Airways customer review,9,2012-01-27,Jan 2012: AMS-PBM return on Airbus 340-300. Excellent flights; on time. Food and beverages: top quality. Personal entertainment system: average and not completely in working order but still acceptable.,False,,,Economy Class,,,,,,,4,,True,
Surinam Airways customer review,9,2011-08-23,Aruba Curacao and Port of Spain to Paramaribo return. Inflight service is professional and courteous warm meals and beverages served on all flights. Check-in to Paramaribo is quick however check-in leaving Paramaribo is sometimes slow. The planes are kept clean and in shape despite their age.,False,,,Economy Class,,,,,,,4,,True,
Surinam Airways customer review,10,2011-07-22,Flew Miami to Aruba. Check in was very quick with no queuing despite the flight being full. Aircraft was a 737-300. Crew friendly and efficient. A hot light meal was served in Economy Class along with two drinks services. No charge for meals or drinks. Surinam newspapers handed out during the flight. The flight left on time and arrived early. Bags were on the reclaim belt within 10 minutes of flight arrival. Will definitely fly Surinam Airways again.,False,,,Economy Class,,,,,,,4,,True,
Surinam Airways customer review,10,2011-04-25,Have been flying with Surinam Airways for years and found cabin personnel professional. Have had very few delays over the years.,False,,,Economy Class,,,,,,,4,,True,
Surinam Airways customer review,4,2010-12-14,Miami to Aruba for a weekend getaway. Fare was much cheaper than American Airlines. B737-300 was in good shape. The crew was friendly and professional. Contrary to AA Surinam Airways serves a light hot meal each-way with free surinamese beer. Both segments on-time. The only draw-back is that they only operate on Mondays Wednesdays and Fridays. However if you can get past that you're in for a good-quality product.,False,,,,,,,,,,,,False,
Surinam Airways customer review,,2008-03-28,Paramaribo to Port of Spain. check in slow but okay - left just 15 mins late. Breakfast - orange juice and slice of cake. FA's helpful and friendly - overall better than expected.,False,,,,,,,,,,,,False,
Surinam Airways customer review,,2005-10-01,Just like Rogier's experience only in January 2003 - broken-down plane on flight from Cayenne to Paramaribo meant that my partner and I experienced a significant delay (ended up catching a flight on Rutaca Airlines a Venezuelan carrier at 4am the next morning). Communication between airline and passengers extremely poor led to almost hysteria at Cayenne airport. However Suriname Airways provided us with transport back to Cayenne where they put me and my partner up in the Best Western before transporting us back to the airport. So no complaints on that score; they did what they could to alleviate a bad situation.,False,,,,,,,,,,,,False,
Surinam Airways customer review,,2005-08-09,SLM flies 3 times a week from Amsterdam to Paramaribo and vice versa with their own Boeing 747-300. SLM has an excellent service on all levels and they are still trying to improve services to passengers to expand their routes to other South American countries.,False,,,,,,,,,,,,False,
Surinam Airways customer review,,2005-01-06,Cayenne-Paramaribo old MD-82 short trip (45 min.) arrived on time. Paramaribo-Cayenne old plane was broken and repairs would take days. It was their only plane. They had to rent an even older plane (with defunct lav) from Curaçao. An 8 h delay on a 45 min trip. As a result I missed my flight from Cayenne to Paris. Taking an earlier flight was not an option as they fly PBM-CAY only 3 times a week. Taxi rides from and to the airport + hotel bill: Surinam Airways wouldn't pay a penny. When I complained they replied that the 'change of schedule' was announced on the radio so I should have known and they are not responsible for anything. No chance of flying another airline. State-owned Surinam Airways has a monopoly on most routes in and out of Surinam.,False,,,,,,,,,,,,False,
