header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""waste of time and money""",2,2020-08-12,"Not Verified | Horrible customer service. Rwandair cancelled my return flight from Harare to Kigali due to the Covid-19 pandemic. When I contacted them to figure out next steps the only option they gave me was that they would reroute my ticket to a departure point that they are still flying from so I can connect to my final destination. Essentially, I have to buy another ticket on another airline to fly from Harare (to Nairobi for example), and then use the Rwandair ticket to fly from Nairobi to Kigali. Absolutely ridiculous! When I asked for a voucher or a refund they told me that their system is frozen. I try sending following up emails and they were ignored. Don't fly this airline if you can avoid it. Absolute waste of time and money.",False,,Solo Leisure,Economy Class,Kigali to Harare,March 2020,,,,,2,,False,
"""I was the loser""",2,2020-05-15,"Rwandair Business CAN-MUM-KGL-LUN-JNB return in February 2020. Flight cancelled due to Rwandan Government’s Decision to suspend flights from China. They corresponded slowly and offered rebooking with ET which was risky and was 2 days later leaving me in China. I suggested much better alternative with Thai and Kenya Airways which would fit me perfectly. After some days of discussion they agreed and I rearranged positioning flights. Less than 24 hours before departure they declined to pursue their own, new rebooking due to “ticket stock issues” (= no interline agreement with KQ). I then had to purchase a last Minute ticket myself on the suggested routing (confirmed by Rwandair-China in-country manager). They now refuse to refund that ticket which costed me 1750 USD. Small airlines cannot cope well with serious issues. They suggest to refund the original ticket which I cannot accept as it would leave me stranded in Africa. Original ticket bought 5 months earlier as [promotional business] and I intended not to forsake it. We were still negotiating in Kigali and I filed a case to pursue refund relentlessly. It was a tug of war. Eventually they just refunded the ticket but I was the loser as I had to buy new tickets in last moment for thrice the price of the ticket they suspended.",True,A330,Business,Business Class,Guangzhou to Johannesburg via Kigali / Lusaka,March 2020,,,,,1,,False,
"""kind, attentive and friendly""",7,2020-03-03,"Not Verified |  Kigali to London. Comfortable, quiet cabin with loads of room and a long lie-flat bed. Crew were kind, attentive and friendly throughout flight. Easily the best way to get to Rwanda from UK. What a refreshing change to see smiles and laughter in the galley! I recommend for a genuine and lovely Rwandan welcome.",False,A330,Business,Business Class,Kigali to London,February 2020,5,5,"<span class=""star fill"">2</span>",5,5,,True,4
"""never fly with Rwandair""",3,2020-01-27,"Not Verified |  This was our first time flying Rwandair and had chosen the airline due to a combination of directness of flight and price for the Lusaka - Tel Aviv route. Booking went well. Then on Thursday 8 January, the day of the flight, we received word 4 hours before our flight when our bags were packed and we were preparing to be at the airport 3 hours early that the second leg of our flight was canceled. The customer service rep explained they could put us on another flight on Friday 9 January arriving later Saturday 10 January. I explained that this was not possible as we had to be in Tel Aviv by 9 January as we were booked into a hotel with our tour starting early 10 January. Obviously this next hour was stressful but the Rep was able to find a flight using Turkish Airlines flights TK606 Kigali to Istanbul and TK786 Istanbul to Tel Aviv that would get us to Tel Aviv later on Friday 9 January. We were relieved and thankful for the kindness and hard work shown by Rwandair's Rep  in making our tour possible. Upon arriving at Kenneth Kaunda Airport everything seemed to be going well until we entered the boarding area, only to find out the flight, WB107, was delayed. We were told the flight was delayed by 1 hour, then the 1 hour delay became 2 hours and then 2 became over 3 hours. Frustrated and tired we finally left Lusaka. This delay put pressure on us to make our connecting flight out of Kigali. Fortunately Kigali airport staff were able to rush us through security and we made our connecting flight after running through security. We were exhausted and stressed by all the problems but thankful to arrive in Tel Aviv in time to enjoy our tour. But things were to be even worse on our return flight. We were to leave Ben Gurion airport on Rwandair WB503 at 00:01 Friday 24 January. Again this flight was delayed by 1 hour. But given what had happened when flying with Rwandair to Tel Aviv on 8 January we were not surprised. We also knew that we had a 4 hour window between flights. We arrived in Kigali and were prepared to leave on flight WB106 at 10:10. As we waited in the boarding area it became apparent that we would be delayed again! This meant that except for our connection through Turkish Airlines every Rwandair flight going to Tel Aviv and coming home was delayed. Communication in Kigali was not good. Initially we were told not to worry as the delay would be 1 hour. But after much miscommunications and frustration our flight was canceled. Some passengers were angry and others crying. Finally we were told the aircraft was grounded due to technical difficulties and we were rescheduled to fly out on WB112 at 23:10. We were thankful that Rwandair decided to calm things by sending us to a hotel so we could rest, freshen up and have supper. But we couldn't believe that even after all this our last flight was delayed by about 1 hour. We fly Toronto to Lusaka four times each year. We have done this for the last 8 years. We have flown many different airlines with only 1 incidence of a delay. But our experience with Rwandair has taught us a this lesson - never fly with Rwandair as you will never know if they will be able to keep their commitment to get you to your destination in a timely manner. I want to be clear - We had no issues with the on flight service and would recommend Rwandair in this regard. But being able to keep time and deliver passengers to their intended destinations on time is of first importance.",False,,Couple Leisure,Economy Class,Lusaka to Tel Aviv via Kigali,January 2020,4,5,"<span class=""star fill"">2</span>",1,1,,False,
"""first and last experience""",2,2020-01-15,Nairobi to Kinshasa via Kigali. This was my first and last experience. The plane seems consistently late for boarding. 30% of passengers had to file a baggage claim and over 50 bags sent on our flight were left unclaimed. They were for previous passengers. T Still awaiting my bag 3 days later!,True,A340,Family Leisure,Economy Class,Nairobi to Kinshasa via Kigali,January 2020,3,1,,1,2,,False,
"""Very disappointing experience""",3,2019-12-30,"Johannesburg to Lagos via Kigali. My first time flying with Rwandair  was a worst experience ever that l received from any airline. On the 21 December 2019 the aircraft had to leave at 3am we ended up leaving OR Tambo airport in JHB at 6:30am. Delays do happen but what was so disappointing not even an sms was sent to notify us about the delay. What was worst as you check in nobody tells you about the delay, as soon as they finished checking us in we were told there was a 3 hour delay. Would it has been more professional if we were told before check in.Besides me and my 2 kids l had another 7 family members on board that l convinced that lets try Rwandair for the first time. Finally we left, as we were collecting out luggage in Lagos some of our luggage was left in JHB, l was on my way to Benin City which costed me to come back the following day for my luggage, all they say we are sorry about the delay. We stayed like fools at OR Tambo. We pay for our fares we need to be treated with dignity and respect. When we finally got to Kigali we were rushed with the announcement this is the final call for Lagos passengers,  they could have made arrangements with customs that we go through first because they knew about the delay way early. The immigration slips were not even supplied during flight from OR Tambo we wasted more time completing that upon arrival in Kigali. Very disappointing experience.",True,,Family Leisure,Economy Class,Johannesburg to Lagos via Kigali,December 2019,2,2,"<span class=""star fill"">1</span>",2,2,,False,1
"""Horrible flight experience""",2,2019-12-22,"Not Verified | Kigali to Nairobi. Horrible flight experience. The flight was delayed in JHB and then on arriving at Kigali, we had to wait for another 4hrs. Sad that no one seemed to care about the customers. We had kids and nothing at the airport is kids friendly. On arrival to Nairobi, the flight supervisor was so mean to my wife while trying to help our infant. Really disappointed as flying via Rwandair was my favorite route. Now am dreading my return flight to JHB via Kigali again.",False,,Family Leisure,Economy Class,Kigali to Nairobi,December 2019,3,1,"<span class=""star fill"">1</span>",1,2,,False,1
"""Worst ever flight""",2,2019-12-18,"Cape Town to Tel Aviv via Kigali. Worst ever flight - first and last time with Rwanda air. Delays of 2- 6 hours unexplained. No customer care at that delay time. Broke luggage - thoroughly broken and missing parts. Old plane, broken seat,no entertainment beside a Pakistani movie in a loop. Food is an Insult for airline food. Staff is friendly but need lots of training. Never again.",True,,Business,Economy Class,Cape Town to Tel Aviv via Kigali,December 2019,1,2,"<span class=""star fill"">1</span>",1,1,,False,
"""This airline is sickening""",1,2019-12-05,"Nairobi to Accra via Kigali. True to the word cheap is expensive. First of all they lost a wedding gift and hence causing a great inconvenience to my plans. This is after crew at Kigali insisted that it had to go to the luggage cabin, Kigali to Accra, yet we had carried it perfectly fine as hand luggage from Nairobi. Second, someone broke into my suitcase damaging it and if that is not enough you have the audacity to attach a security check ticket. They broke my designer perfume, begs the question whether the check was based on security purposes or pure malice. This airline is sickening and the last time I’m using it.  Totally disappointed client.",True,,Solo Leisure,Economy Class,Nairobi to Accra via Kigali,December 2019,1,1,,1,1,,False,
"""don't use this airline""",1,2019-11-12,Dubai to Douala via Kigali. I regret ever flying with them. I booked to travel and something came up and I have to cancel my trip. They said they can pay me back but I can open the ticket and use it in future which I did. Now I want to use it they are asking for more money more than the total money I paid before. My advice to people out there is this don't use this airline.,True,,Solo Leisure,Economy Class,Dubai to Douala via Kigali,September 2019,1,1,,1,1,,False,
"""Horrible experience""",2,2019-10-22,London to Kinshasa via Kigali. More than 2 hours late with hard to explain poor customer service. We have been lied to multiple times about our departure. Our bags were intentionally left in Kigali and the number provided for lost property is not answering. We found other people’s bags on the floor at the airport in Kinshasa. I have to admit that RwandAir is a company that I won’t ever fly unless it is the only company. Horrible experience,True,,Solo Leisure,Economy Class,London to Kinshasa via Kigali,October 2019,1,3,"<span class=""star fill"">1</span>",1,1,,False,
"""awful and disappointing""",3,2019-07-25,Dubai to Nairobi via Kigali. What an awful and disappointing thing it was my first time to travel with Rwandair from Dubai to Kenya I arrived and I was looking and waiting my luggage for more than 3 hours and even after waiting it was all in vain. I called the main office and the gentleman who picked my calls had the guts to say there is no way he can help me I called several times and different people all they could do its to refer me to others and those that were also referred to me dint help it's so annoying I used a lot of my phone balance and dint receive any updates I also wrote an email and it ended up unreplied I have been trying to call the office even today morning but it seems something happened in between my flight and I would really have appreciated if someone could have told me am not allowed to carry any baggage rather than buying my things and they checked them in and they dint send them with me questions are what kind of services do you offer if the company cannot take the issues of their clients seriously right now I have missed a lot of things I was supposed to be doin . Before I forget thanks to cabin crews all the way from Dubai they were so nice and kind so all the good things I had seen was spoiled at the last minute. I wish I knew I shouldn't have spent my money buying items which was not delivered due to carelessness of the company. I would really have appreciated if you could have informed everyone on board that they wont get there luggage,True,,Business,Economy Class,Dubai to Nairobi via Kigali,July 2019,3,5,"<span class=""star fill"">1</span>",4,3,,False,1
"""my ticket was changed multiple time""",3,2019-07-09,"Dubai to Johannesburg with Rwandair. I had the longest flight ever, my ticket was changed multiple times, the ticket itself did not say we stopped in Lushaka as well. My luggage was lost with presents in for my family and have not heard anything about retrieval.",True,,Solo Leisure,Economy Class,Dubai to Johannesburg,July 2019,2,2,,2,2,,False,
"""suitcases had been broken""",1,2019-06-25,"Hubby and I travelled via Rwandair for the first time from Johannesburg to Lagos via Kigali, upon arriving at Lagos, discovered our suitcases had been broken with all our valuables stolen.  Made complains but no positive response yet.",True,,Couple Leisure,Economy Class,Johannesburg to Kigali,June 2019,1,1,,1,1,,False,
"""did not have vegetarian meals for us""",2,2019-06-20,"Three of us booked with RwandAir from Johannesburg to Brussels via Kigali. We pre-booked vegetarian meals and received confirmation from the airline that our meals were booked, but they did not have vegetarian meals for us on either flight. When we arrived in Brussels, four out of our five checked bags were missing, and there was delay and confusion with getting our fragile/oversized item. We were also informed that RwandAir does not deliver our bags to us, which is absolutely unacceptable as the negligence was on their part, yet we are expected to travel back from Leuven to Brussels to collect our bags. As an international student relocating to Belgium for studies, the contents of our luggage are all vital for relocation and relocating without them (even temporary while waiting for the bags to be found) is extremely difficult and expensive.",True,,Couple Leisure,Economy Class,Johannesburg to Brussels via Kigali,June 2019,4,4,"<span class=""star fill"">2</span>",3,1,,False,
"""Airline appears to be fairly professional""",7,2019-06-16,"Flew KGL-NBO on 14/6-19 on a well maintained B737-700. The ticket was reissued by Kenya Airways several weeks in advance due to a cancelled flight further ahead in my itinerary. They changed the flight to WB for smoother connection. Unfortunately, this night-flight (departing 1 min. after midnight) had an annoying stop-over in BJM at 1:30 a.m. where one has remain on the plane. The stop was suddenly changed to be in in EBB instead of BJM at the time of check-in. This happened without any reasoning or clear information. It extends the duration by 2-3 hours and deprived me of any decent sleep. This is not professional and can have implications for a number of passengers. Check-In online worked out. Thus, I entered airport and accessed the transit easily. Onboard, drinks offered inc. acceptable wines. Fabricated, useless snack provided on 1st leg while on 2nd leg a cold sandwich was given. Seafood meal (sandwich) requested and given. Flight on time. FAs were plenty and kind and caring. Airline appears to be fairly professional but could need more internationally exposed FAs. No IFE. Granted mileage for their FFP program, Dream Miles. Codeshare with KQ for onward travel.",True,Boeing 737-700,Business,Economy Class,Kigali to Nairobi via Entebbe ,June 2019,4,4,,4,4,,True,
"""my luggage was misplaced""",1,2019-06-03,"Not Verified |  The food quality is not good enough. Seat inside aircraft  with no comfort. I arrived with no luggage, my luggage was misplaced by the crew and they told me that we will deliver it after 2-3 days - if i need it urgent then I need to collect with no compensation by company, which lead to very disappointing situation. This will be my last travel with Rwandair.",False,,Solo Leisure,Economy Class,Mumbai to Kigali via Entebbe,June 2019,1,1,,1,1,,False,
"""Simply a horrific experience""",1,2019-05-18,"Rwandair cancelled and rescheduled our flights multiple times and did not reissue our tickets - which made it difficult for operating carrier (ET) to find us in the system and check us in. After RW assured us that they have fixed our tickets, they again made changes to our returning flight from Kigali to Addis without informing us. We purchased a direct flight from Kigali to Addis departing at 16:20 and without informing us prior, they changed the flight to 15:15 (one hour earlier) with a stop in Bujumbura. When we arrived at the Kigali airport, Rwanda airline representatives were not transparent with us about the stop in Bujumbura and the change of the flight times. When we wanted to receive some answers about the flight time changes and the sudden stop in Bujumbura the airport staff became rude and tried blaming us for this situation (this discussion took place at 15:09 - and they seriously wanted us to proceed through security and immigration) when the departure time was 15:15. When I asked them if the aircraft is still there and if it will wait for us, they did not give me an answer. Hence we were not able to board the flight because of their failure to inform us about the flight cancellation and rescheduling - incredibly enough they did not want to take responsibility and in all seriousness told us that we had to purchase a new ticket for $900 per person! After holding us at the airport for 9 hours without eating and drinking we spoke with airport security who finally decided that the airline was in the wrong and pressured the Rwandair staff to put us on a new flight (which was their responsibility all along). Rwanda Air is incredibly incompetent and unprofessional in providing customer support and service and have absolutely no training in how to treat their customers. Throughout our nine horrific hours at the airport, we were harassed by Rwandair staff - and called ""liars who wanted to miss our flight"" by the head of Customer Relations himself. They put us into an incredibly bad situation and took no responsibility until they were forced to by airport security. In addition they lost our luggage (it never left Mumbai and it is nowhere to be found), which still has not arrived in Addis. Do not take this airline, because you do not want to be stuck in their hands when they make mistakes and are unwilling to correct them. Simply a horrific experience.",True,,Couple Leisure,Economy Class,Addis Ababa to Kigalii,May 2019,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""good seat sizes and leg room""",7,2019-05-13,"Gatwick to Dar es salaam via Kigali. Plane has a good cabin configuration with good seat sizes and leg room in economy. Configuration at the rear of aircraft allows a large number of 2 seat, allowing easy/more access. Boarding at LGW was quick and easy. Cabin staff are efficient and happilyarrange passengers with infants and mobility to be in better seats/near bathrooms. Meals were very good, surprisingly, as the presentation was not great, it was a very bland looking tray when it arrived, but the food was very tasty, basic, in my case Salad, Chick curry and a chocolate sponge.  On arrival at Kigali I was informed of a 6 hour delay to my connecting flight to Dar es Salaam, these are the moments that test airlines, how do they deal with this. In the same breath and informing me of the delay, I was informed we have a shuttle bus waiting downstairs to take you to a local 4* star hotel. Escorted to Immigration, front of que, a 10 second stamp of passport, to be whisked to the Hotel in 25 minutes to have a welcome juice/water, room keys and the wi-fi code. The room was a suite, toiletries and a note of what time lunch will be and pick up time back to the airport. Refreshed and fed, back 6 hours later, to have an uneventful connection to Dar es Salaam. Once again a bland looking lunch served on the plane, but again, it was very tasty, full of flavours. Kigali Airport, small, but works efficiently, the most armed Police I ever seen inside and surrounding an airport, but everything moves at a steady pace despite the numerous rigorous security checks.",True,A330-200,Solo Leisure,Economy Class,Gatwick to Dar es salaam via Kigali,April 2019,4,5,"<span class=""star fill"">3</span>",4,5,,True,4
"""excellent services""",9,2019-05-07,"Not Verified | Entebbe to Dubai via Kigali. With great pleasure, I want to thank Rwandair for their excellent services. While I was on a flight from Kigali to Dubai, I started feeling nauseated and having a stomach upset at the same time feeling weak. A member of staff was called to see what could have been wrong with me. She made me green tea mixed with lemon that helped within a couple of minutes. Putting that aside, the way she handled me and extended great concern seeing the condition I was in, only this was mind-blowing. She kept checking on me from time to time and made sure I was fine. Even when we landed in Dubai she made sure to ask if I was feeling ok.",False,,Solo Leisure,Economy Class,Entebbe to Dubai via Kigali,May 2019,5,5,"<span class=""star fill"">3</span>",5,5,,True,4
"""my first choice of carrier""",9,2019-04-14,Gatwick to Kigali. The best way to get around Africa due to the young fleet of planes that is well maintained. Exceptional staff. Rwandair is always my first choice of carrier. Kigali is my favorite stopover city as well. I am glad they will be expanding with flights to New York soon.,True,,Business,Business Class,Gatwick to Kigali,August 2018,5,5,"<span class=""star fill"">5</span>",5,5,,True,
"""our baggage has not arrived""",1,2019-03-17,"Mumbai to Kigali via Dar es Salaam. The staff service was good and the flight in good condition, that's the only good part. When we landed in Dar es salaam we came to know that our baggage has not arrived and we would have to wait longer. Not only that non of the passengers who were traveling with us from Mumbai received theirs. On further enquiry came to know that they have failed to board the luggage of all the passengers traveling from Mumbai. Really disappointed. It's been a day and since not got any information regarding the same. Will never travel with Rwandair nor would I recommend this flight to anyone. Customer service and communication pathetic.",True,,Couple Leisure,Economy Class,Mumbai to Kigali via Dar es Salaam,March 2019,1,5,"<span class=""star fill"">1</span>",2,3,,False,1
"""disaster for night flights""",4,2019-03-04,"Flew on a narrowbody B737-800 at midnight on 2 March 2019 from Kigali to Dubai. Direct flight (in contrast to fly opposite direction). This aircraft has no lie flat seats which is a disaster for night flights. I purchased the ticket in faith of their refurbished A330, but they made an equipment change obviously due to low load. Check-in online is a joke and waste of time: after filling some 7 pages with info online they eventually laconically inform that “check-in must be done in Airport”. Worst: landed in T2 in Dubai, which is a messy LCC terminal and fought my way to T1 for onward flights. Homepage misleading and systematically hide info on booking class. Even their most expensive bis-ticket give only few miles which furthermore only can be used on Rwandair. Lounge in Kigali is fine but they have blindfolded all windows with tape to deprive passengers any view of tarmac which is painful, embarasing, and a misunderstood security issue. Luggage checked in to next destination only, thus had to fight again in Dubai for further luggage transfers. These 6 issues deprives rating 6 points of 10, leaving us with a poor score of 4. On the brighter side is the nice atmosphere onboard, great traditional Rwandan decorated interior in business cabin: FA’s were great and well caring. Champagne and welcome drinks provided. Menu cards and drink lists provided. Sparse supply, e.g. only one kind of beer and only two dishes offered for supper (only 2 options). The food was only passable but plenty. Breakfast of poor quality. Punctual airline with stunning, tall statured FAs. However, their flight equipment is limited and they are not attached to any airline alliance, thus miles earning is only for their Dream Miles Program, which is very stingy with miles even for full fare business tickets. Will chose Kenya Airways and Ethiopian in future despite detours (over NBO or ADD) as they are considerably cheaper and mostly have a better product.",True,B737-800,Business,Business Class,Kigali to Dubai,March 2019,2,2,"<span class=""star fill"">1</span>",2,2,,False,
"""Amazing cabin crew""",7,2019-02-08,"Amazing cabin crew, let me just say. Very attentive, funny and helpful. Very rarely do I see the cabin crew, literally, helping every single person to put their baggage in the overhead compartments. Very friendly wake up calls for food or landing! Very efficient with handing out meals and drinks, and didn't run out of anything, that I know of, on the flights. Seats were spacious and comfy (easily comparable to other big-name airlines). The Rwanda airport isn't impressive, but does offer free wifi and it seems like all connecting flights are only there for a very short layover (mine were 1 hour 19 minutes and the other 2 hours). Prompt boarding times! And every flight we landed roughly 10-30 minutes earlier then we were supposed to. I don't love the flight route, due to there being so many stops along the way, but definitely budget friendly, so can't complain over all.",True,Boeing 737 and A330,Solo Leisure,Economy Class,"Cape Town to Dubai via Harare, Kigali, Mombosa",February 2019,4,5,"<span class=""star fill"">3</span>",4,4,,True,
"""cabin crew were attentive""",9,2019-01-18,Dubai to Libreville via Kigali. Was comfortable with flight as cabin crew were attentive and available. Clean and arranged flights all the way through. Didn't enjoy transfer at Kigali however as Airport was not as organized as flight.,True,,Business,Economy Class,Dubai to Libreville via Kigali,January 2019,5,5,"<span class=""star fill"">5</span>",1,4,,True,1
