header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""level of service is very good""",8,2022-06-09,I flew the route Antalya to Frankfurt and was surprised by the good service by the Cabin crew and attention to details. Their level of service is very good but I hope they improve on their inflight meals and presentation. Other than that competent pilots and clean planes.,True,Boeing 737,Couple Leisure,Economy Class,Antalya to Frankfurt,June 2022,4,4,"<span class=""star fill"">1</span>",4,5,,1,True
"""would use this airline in the future again""",10,2022-06-02,Very nice guys. Much better than my other flights. Staff in the plane were friendly and helpful. Price is reasonable. I would use this airline in the future again.,True,,Solo Leisure,Economy Class,Antalya to Frankfurt,April 2022,5,5,,5,5,,,True
"""I think it's a good airline""",8,2022-05-21,"I flew with Corendon Airlines on February 2022 from Nuremberg to Fuerteventura. I think it's a good airline without major disadvantages. The staff was friendly, I was able to buy good food on the board and everything was more or less good. The flight was on time. The plane is not new, but good. I would only recommend to fix all the fans above the passenger, on the way back it was not possible to close it. But all the rest is good.",True,,Family Leisure,Economy Class,Nuremberg to Fuerteventura,February 2022,4,4,"<span class=""star fill"">4</span>",4,5,,,True
"""it is just better to avoid""",4,2022-02-07,"Corendon Airlines should be avoided. Its services are poor even in the low-cost segment. I got nice deals, so I flew 4 times with them recently. One flight was delayed by 2.5 hrs due to technical failures, the other one was delayed by an hour due to late boarding start. The other two were delayed by 30 mins, which seems to be a standard for Corendon. Nobody really cares about that. They have online check-in for only a handful of airports and you need to be early to check-in personally with all the others. Their website is old, unintuitive and you cannot even access your generated boarding pass after online check-in closes. Onboard you are not allowed to use headphones or mobile phone for takeoff/landing, which is a bit inconvenient. If you get a really good deal, it is manageable to fly with them, in all the other cases, it is just better to avoid.",True,Boeing 737-800,Solo Leisure,Economy Class,Nurnberg to Funchal,January 2022,3,3,,2,4,,,False
"""crew was very nice""",9,2021-11-18,Not Verified |  Got a bargain flight. Paid for all the extras I required. Was told that next time I would not need to pay for an add-on as it was included already in the other one bought. BSL based crew was very nice and found meal choice on first flight of day very good. No sandwich but many warm and snack options. Only drawback-no online check-in Resulting in having to be at the airport very early.,False,Boeing 737-800,Solo Leisure,Economy Class,Basel to Fuerteventura,November 2021,4,5,,4,5,,,True
"""Not recommended""",2,2021-11-01,"Not recommended. Online Check in is mandatory, but did not work on the German website. Only the UK Website worked. Bad service, stressed crew, we felt unsafe.",True,Boeing 737,Couple Leisure,Economy Class,Heraklion to Hannover ,October 2021,2,1,,1,2,,,False
"""flight would have been exactly the same without any stewardesses on board""",1,2021-10-15,"This was the worst service I’ve ever experienced on any flight in my whole life. 4.5 hours over dinner time and there's not even a small beverage included. Not to mention food. We received a menu card at the beginning of the flight with horrendous prices. When I asked to pay by card, there was no opportunity given - cash only, which wasn’t mentioned before and we had no more cash with us. So we arrived starving and dying of thirst. The only positive thing to mention is the safe take-off and landing - thanks to the pilot. But the flight would have been exactly the same without any stewardesses on board, because throughout the flight they were barely visible and not very friendly with questions and problems. I would not recommend this airline to anyone.",True,Boeing 737,Couple Leisure,Economy Class,Hurghada to Nuremberg,October 2021,2,1,"<span class=""star fill"">1</span>",2,2,,1,False
""" first and last flights with this company""",3,2020-03-01,"I have been flown Corendon Airlines twice, Germany/Turkey rt. This trip to Germany was not very different from the trip to Turkey. When arriving at the airport, they had delayed the plane one hour. Of course the delayed doubled before we took off. My opinion is that this company use twice the time on every task, compared to other airlines. When they started boarding, there was a lot of supervisors with their walkie talkies on max volume, trying to divide the passengers into two lines, but no system about their work, like letting the passenger sitting in the back of the plane enter first. The boarding was very slow, never seen such long lines, to get into the plane. The flight itself was like any other flight. After arriving in Dusseldorf, through imigration went very fast, then it was the luggage, so slow delivery. I lost my onward connection. It seems like they are happy with their performance, and that delays are something the passengers must calculate with, when travelling with Corendon air. This was my two first and last flights with this company.",True,Boeing 737-800,Solo Leisure,Economy Class,Antalaya to Dusseldorf,February 2020,3,3,,1,1,,,False
"""not use this airline again""",3,2020-02-29,"Not Verified |  Hamburg to Antalya. A few days before departure, a mail come with a new schedule, 1.h35 min later. That resulted in a longer wait in Hamburg Airport, since i flew into Hamburg earlier that day. Time for the new departure time, and no plane at the gate. Further delay, after 3 hours delay totally, we were on our way. Instead of arriving in Antalya, midnight we landed almost 3 am. The service trolley came , but i think people had bought much on their way to Hamburg, we could choose between noodles and noodles. The plane looked not that old, and it have those new very thin seats. The pitch was ok, the knees were not pressed into the seat in the row in front. But it seems like they are not able to, or the task of getting the planes on time, its not their priority. I will not use this airline again.",False,Boeing 737-800,Solo Leisure,Economy Class,Hamburg to Antalya,February 2020,3,1,,1,3,,,False
"""cheap, but that's it""",1,2020-02-26,"Not Verified |  Las Palmas to Nurnberg. We flew Corendon for the first time and never again! The flight took 4.5 hours and you get nothing at all, so take everything from home or buy at the airport. We changed our departure time during the holiday so we had to pay extra money to park our car. Communication with Corendon, horror and horror! They are cheap, but that's it.",False,Boeing 737,Family Leisure,Economy Class,Las Palmas to Nurnberg,February 2020,1,1,"<span class=""star fill"">1</span>",3,3,,1,False
"""I had a bad experience""",3,2020-01-23,"Hurghada to Hamburg. I had a bad experience with Corendon Airlines. They changed the time of the return flight 2 hours earlier, and they actually sent an email, but it went to the spam inbox! so I missed the flight and I booked with them aslo the other day.. The problem is that the flight cordinator in the airport wasn't helpful and simply said it's my fault and left. The flight itself was ok in comparison with the price.",True,,Solo Leisure,Economy Class,Hurghada to Hamburg,January 2020,3,4,"<span class=""star fill"">1</span>",1,4,,1,False
"""have absolutely no complaints""",10,2019-11-11,Izmir to Munich. I flew 9th November 2019 first time with this airline. I have absolutely no complaints to make. It's a bargain airline and it was 100% worth the cost. Seat was comfortable and plane was clean. Everything was as good as I could have wanted. I will use again.,True,,Couple Leisure,Economy Class,Izmir to Munich,November 2019,5,5,,5,5,,,True
"""never recommend this airline""",1,2019-05-30,"Frankfurt to Banjul, Our flight got cancelled and the airline didn't provide any help and it took two days till we were back home. The airline should seriously think about their service level and how they treat their customers. It was awful. I would never recommend this airline!",True,,Solo Leisure,Economy Class,Frankfurt to Banjul,April 2019,1,1,,1,1,,,False
"""luggage costs me 140 Euro""",1,2019-04-20,"Antalya to Nürnberg. Pure Rip-off. I booked my Ticket on 19.04.19 online, flight on the same day in the evening, wanted to book luggage but did not go online. I called the customer service on the phone I was told it often happens that it does not work with the luggage and he looks. Then I am told that it is not because i fly the same day as I have booked. But it would be no problem I can pay at the Airport my luggage it costs 20kg for 25Euro. I never asked if it would really cost so much. He repeated it again yes is it. So now the surprise. I stand at the switch in Antalya and I am told I should pay per kg 7Euros. Clouds that are eating me up. The luggage costs me 140 Euro. And you can do nothing. A fly it cost 30 Euro per Person and luggage 140Euro?",True,,Family Leisure,Economy Class,Antalya to Nürnberg,April 2019,3,3,"<span class=""star fill"">1</span>",1,1,,1,False
"""awful company""
",1,2018-09-02,"Crete to Stuttgart. Awful company. It was my first and last time! Arrogant and not polite staff, old and dirty airplane. I booked our holiday from TUI, and I didn’t expect that another company will be used for the return flight. We flight from Crete to Stuttgart, 10 min after the flight departed we were informed that there is problem with the airplane and we must land in Athens. It was 30 min on the plane with closed doors and without air conditioning. It was 32’ outside without water, babies and kids were crying. They inform us that an engineer must come the check the problem, so we stayed almost 3 hours in Athens airport. Terrible experience - never again with Corendon Airlines.",True,,Family Leisure,Economy Class,Crete to Stuttgart,August 2018,1,1,,1,1,,,False
"""noisy and old B737-400""",3,2018-06-29,"Alghero to Amsterdam. Flight departed 1.5 hours late. Safety procedures were rushed. Check in had been a chaos because the seatplan of the plane didn't match with the online seat reservation system (for a different type of aircraft). During check in Corendon personel said a different type of aircraft that was going to be used, not telling (when asked by me) that this was going to be a noisy and nearly 30 years old B737-400 (without sufficient leg space). The outward flight was relatively (apart from the toilet where people over 1.60 couldn't stand up straight and a lack of leg space) and that's why i rate 3/10.",True,Boeing 737-400,Couple Leisure,Economy Class,Alghero to Amsterdam,June 2018,1,2,,1,2,,,False
"""help you avoid this airline""",1,2017-09-10,"✅ Verified Review |  Amsterdam to Ohrid. This company was a joke before I even got off the ground. I booked a flight/hotel deal from Amsterdam to Lake Ohrid, Macedonia. I have been there several times before and wanted to go to Albania. I booked a more expensive day (Friday versus a Saturday, and paid single supplement) because frankly there was no possible way to get back to my home from Schiphol at 4 AM. I realize it's a charter and know the game but they kept changing the return departure time, with no notice (I only accidentally noticed when I was booking a seat) and they eventually settled on the same time/date as it would have been if I had booked the Saturday flight. No notice, no refund and really no class. I called them and they said they were really unsure when the return flight would be. I decided to cut my losses at this totally defunct way of doing business and fear of what would happen to me if I actually went to Macedonia with them. Lesson learned at 40% penalty and hope I can help you avoid this airline as well.",False,,Business,Economy Class,Amsterdam to Ohrid,September 2017,,,,1,1,,,False
"""budget tourist carrier""",2,2017-07-02,"✅ Verified Review |  Amsterdam to Heraklion. Corendon is the typical, small budget tourist carrier that you fly because of lack of alternatives. From the moment you board, a friendly but small staff tries to shove everything through your throat for money. From a glass of water to a bargain offer of an unknown jewellery brand. If you feel the urge to buy something from the inflight magazine make sure you have checked Aliexpress or Wish first (unless you are hungry or thirsty). Also, if you are a believer of info that comes from the flightdeck, make sure you doublecheck.  And chances are you will be delayed. Up to about 2 hours and 55 minutes because after 3 hours they have to pay you on certain routes. If you depart on time, congrats -and chances are you will arrive way earlier than scheduled, it's like they have managed to squeeze more minutes into an hour.",False,Boeing 737-800,Business,Economy Class,Amsterdam to Heraklion,June 2017,2,3,,1,3,,,False
"""first time and last time""",6,2015-11-09,"No complaints about the seats. Row 1 with lots of space for a fair price. Inbound flight had a delay of 4 hours. No compensation of any kind because the European compensation rules do not apply to Corendon Airlines Turkey. Comfort and staff are fine. Nevertheless first time and last time, unless I am 100% sure the flight will be operated by Corendon Dutch Airlines.",False,Boeing 737-800,Couple Leisure,Economy Class,Amsterdam to Antalya,August 2015,4,4,"<span class=""star fill"">1</span>",4,3,,,False
"""a good charter airline""",8,2015-10-25,"We flew from Amsterdam-Antalya return with Corendon Airlines, the flight was on time and the service was good.The seats were okay and the leg space could be better but we were sitting on row 32. The crew was very nice. The return was also a pleasant flight, we were sitting on row 15 where the leg space was better there. On this flight the crew spoke Dutch as well. Corendon is a good charter airline.",False,Boeing 737-800,Family Leisure,Economy Class,AMS to AYT,October 2015,4,4,"<span class=""star fill"">3</span>",5,5,,,True
Corendon Airlines customer review,9,2015-10-18,Amsterdam to Faro return with Corendon Airlines.  Both flights were on time and with all the comfort and service paid for. Ample room on my XL seats. Staff friendly and competent.,False,Boeing 737-800,Couple Leisure,Economy Class,Amsterdam to Faro,October 2015,5,5,,5,5,,,True
"""cabin staff really polite and friendly""",8,2015-09-07,"Was flying yesterday from Amsterdam to Athens with Transavia but the flight was operated by Corendon Airlines. I was not happy at all with this because I was not informed for this and also I had never heard of Corendon before - this was not Corendon's fault of course. I have to admit that the flight was very good, I was pleasantly surprised to see that the pilot was a woman (first time to fly with a woman pilot). The best impression was made by the the cabin staff who were really polite and friendly, maybe the best I've ever met. Also the plane was very clean and the seats comfortable with sufficient leg space. Well done Corendon.",False,,Solo Leisure,Economy Class,AMS to ATH,September 2015,4,5,,4,4,,,True
"""I would fly them again""",7,2015-09-04,"Corendon Airlines flight from Münster to Antalya. Clean aircraft, nice staff, punctual. The food was good, seat is okay for the fare paid. I would fly them again.",False,,Family Leisure,Economy Class,Münster to Antalya,August 2015,3,5,,4,4,,,True
Corendon Airlines customer review,2,2015-08-08,"Flight was good, but cabin crew were impolite to passengers. My mother asked several times for a pillow but they did not consider and replied my mom very impolitely in a bad tone. one of the crew pour a glass of orange juice on my clothing while serving the dinner and just gave me some napkins.",False,,Family Leisure,Economy Class,Tehran to Antalya,August 2015,4,1,,2,3,,,False
Corendon Airlines customer review,6,2014-12-31,NUE-AYT charter in November'14  Very nice flight altogether. Charter flight but the last one of the season so plane almost empty. Cabin crew fairly relaxed and joking around a bit. Plane seemed in good condition and clean. Overhead LCD displays every few rows with basic entertainment- enough for the 3 hr flight. The cheese - roll snack was absolutely inedible but I did not mind. Plenty of free drinks which were served multiple times by the crew.,False,,,Economy Class,,,5,5,"<span class=""star fill"">3</span>",,5,,,True
Corendon Airlines customer review,2,2013-09-04,AMS-ERCAN-AMS. Flights to ECN do not fly direct but via Antalya (ATY) due to international flying regulations to N. Cyprus. Old B738. Cabin full of young holiday makers chaotic boarding and dismemberment. No clear instructions to passengers on landing at ATY. Half-hour after landing crew announces passengers to disembark and change to a sister plane. On return at around 1am captain announces problems with wheel during landing at ATY. Passengers ferried to transit lounge waiting for plane to be repaired. Resume journey 90 min later. No announcements made in English except some Dutch and local language not even at ATY airport. FA totally unprofessional and rude especially on the return flight. Aircraft's old cramped soiled seating cabin lights blinking badly maintained aircraft's. No IFE. Food expensive and of low quality. Not recommended will never fly Corendon.,False,,,Economy Class,,,1,1,,,3,,,False
Corendon Airlines customer review,8,2012-02-16,Being disabled check-in was quick and easy with help from staff. I got a whole row A-C for myself. I was allowed to keep my walker to the aircraft entrance. In earlier reviews there were complaints about the cleanliness of toilets. On this flight a stewardess went in to clean after each use of passengers. Good 737-800 and on time both ways Stockholm-Antalaya.,False,,,Economy Class,,,,,,,4,,,True
Corendon Airlines customer review,7,2011-10-05,Amsterdam-Antalya-Amsterdam. Reasonable flight capable and pleasant FA's. Legroom sufficient for me. Refreshments pricey and low quality. Passengers should be aware that this is a non-EU company and that as such the protection of rights in the event of delay cancellations and such is not applicable.,False,,,Economy Class,,,,,,,4,,,True
Corendon Airlines customer review,3,2010-01-26,A'dam-Antalya and return. One negative comment; the very narrow seats specially with a 15 year old child on your lap no knee space at all and I'm just 180 cm. My husband had to put his legs behind his neck in order to sit. We fly regularly but never in such narrow seats. The 4 hour flight time becomes very long because of this. Extra leg space at the emergency exits costs € 15- p.p. extra but not available when you travel with children. Check-in was quick both times. Service is excellent very friendly staff. No snacks/drinks included. The plane wasn't the youngest but except the dirty toilets it was acceptable. If you're not that tall and don't intent to use the toilets or on board services I can recommend this airline.,False,,,,,,,,,,,,,False
Corendon Airlines customer review,4,2009-09-02,Cluj to Antalya return and service was excellent. We were offered free meals drinks crew was very nice. Even though it's a low-cost airline I would recommend them to anyone who would like to go to Turkey.,False,,,,,,,,,,,,,False
