header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""I have to turn off the phone""",1,2020-01-03,Bangkok to Phuket. Worst airline i have traveled with. I am regular size and barely fit into seat. I do not understand the point of printing tickets at home when I then have to stand in the same queue and wait for baggage drop. Stewardess comes to me 5 times to tell me that I have to turn off the phone that flight mode is not enough. Not flying with them again.,True,A320,Couple Leisure,Economy Class,Bangkok to Phuket,January 2020,1,1,,1,1,,,False
"""pay a huge mark up""",1,2020-01-03,"Tokyo to Bangkok. Everything is good except when I went to check my luggage, it cost $200 usd, on the internet check in was priced $75 but they shut down the option to check in within 24 hr. It forced me to go to the check in counter and pay a huge mark up to check one luggage, and the line to check in was so long only 3 girls working and 3 just to collect.",True,,Solo Leisure,Economy Class,Tokyo to Bangkok,January 2020,3,3,,2,2,,,False
"""We had a good experience""",10,2019-12-24,"Chiang Rai to Trang via Bangkok. We had a good experience with Air Asia as we were worried about the bad reviews here. Check-in went great, pre-booked luggage was also no problem. Both planes were a little late (about 30 minutes), but that was no problem. The staff seemed good English speaking as they also answered questions.",True,,Couple Leisure,Economy Class,Chiang Rai to Trang via Bangkok,December 2019,5,4,,5,5,,,True
"""eliminate the recline button""",6,2019-12-13,"Chiang Mai to Hanoi. Over 6 foot tall, book an exit seat.  Although cramped, the interior was fresh and bright, the cabin crew professional and polite, and even the lavatories were clean. If only they would eliminate the recline button on the seats. Unfortunately, there are still travelers that just don’t consider fellow passengers when it comes to leg room.",True,A320-200,Couple Leisure,Economy Class,Chiang Mai to Hanoi,December 2019,2,3,"<span class=""star fill"">1</span>",4,3,,,True
"""tried to add baggage to reservation""",1,2019-12-08,"Shanghai  to Bangkok. I am  appalled with Air Asia’s customer service. I tried to add baggage to my reservation when checking in online 24 hr before my flight. The website would not allow me to do so. I tried maybe 10 times before finally giving up and deciding to pay at the counter for my bags. I explained this to a counter agent and then eventually a supervisor at check in. They told me it was my fault and that the time to add bags at a cheaper price had passed. There was nothing they could do. Instead of paying $42 for my checked bag like I would have online for my 50 pound bag, I ended up paying $430 in order to board the flight! They made me and my mom check our carry ons as well in order to increase the price. We had the standard small roller suitcases as carry ons and also one small personal item to fit under the seat in front of us. They wouldn’t allow us to take our small roller bags as carry ons even though every other passenger was allowed. These baggage policies are outrageous! The total of $430 costs more than what the fare for 4 tickets would normally cost on this airline. This airline has cheap fares but where they get you is in the baggage fees by not allowing you to add checked baggage ahead of time. And then they blame it on their website. Once on the flight, we sat in the plane with everyone boarded for 30 min before departing and then another 20 min on the runway. No announcement given to explain the delay, we just sat there for 50 min without any air conditioning. This was also the loudest flight I have ever been, passengers were yelling in their conversations with each other.  The flight team could have at least asked them to quiet down.  We had to pay for inflight service, even  water. As we deboarded the flight, many passengers unloaded their smaller roller suitcases and also had backpacks. We were clearly singled out in having to pay for our carry on bags at check in.",True,,Family Leisure,Economy Class,Shanghai  to Bangkok,December 2019,1,1,,1,1,,,False
"""charged $40 for 15kg""",1,2019-11-30,Siem Reap to Bangkok. They wait for unassuming customers to come to the counter and hold them hostage with check in baggage fees. Online there is no reference the fee doubling when paid at counter. You can't pay online at counter. Even in the US domestic flights charge $35 for first check in. If you don't pre check online 5 hours before the flight you will be charged $40 for 15kg. Online you pay $22 for up to 20kg. I do not recommend this Thai AirAsia.,True,,Family Leisure,Economy Class,Siem Reap to Bangkok,November 2019,1,1,,1,2,,,False
"""Very good experience""",8,2019-11-28,Hat Yai to Chiang Mai. Good flight. Boarding and take off on time. Good seats. Quite nice flight attendant service. Smooth flight and landing on time. Very good experience with this airline.,True,A320,Couple Leisure,Economy Class,Hat Yai to Chiang Mai,November 2019,3,4,,4,5,,,True
"""so-called prohibited item""",1,2019-11-11,"Not Verified |  Bangkok to Penang. I had an issue with bringing in an so-called prohibited item at Thailand Don Muang airport to board the plane via carry on baggage. Never faced restriction for this item on any other international airports. The item is Baj used by Sikhs for their Turban. The security staff of the airport asked me to get the airline staff to come and discuss with them if they would allow or able to help me in any way to bring on the item either through check-in baggage or any other way. When approached to the Thai Air Asia staff at the departure Gate 5 for help, they rudely responded that if the security said is prohibited then we cannot do anything without even trying to talk with the security staff. Then when asked if any way to bring in the item maybe through check-in baggage then they further rudely responded that all the baggage have been stocked into the plane and told me to direct cancel the flight and there will not be any refund. The Thai Air Asia staff at the departure gate 5 were extremely rude and not helping at all.",False,,Couple Leisure,Economy Class,Bangkok to Penang,November 2019,2,2,,1,1,,,False
"""flight was comfortable""",8,2019-10-30,Bangkok to Chiang Mai. Overall the flight was comfortable. Departed on time. Cabin crew were as usual keeping the standards of Air Asia. Hot seat purchased was an added advantage with better leg room and privacy.,True,A320,Solo Leisure,Economy Class,Bangkok to Chiang Mai,October 2019,4,5,,4,5,,,True
"""hot seat which was comfortable""",7,2019-10-30,Cochin to Bangkok. Departed Cochin airport on time. This time I booked their hot seat which was comfortable comparing to the standard seat. The pre booked meal was ok. Will fly again with Thai AirAsia in this sector.,True,A320,Solo Leisure,Economy Class,Cochin to Bangkok,October 2019,4,5,,5,4,,,True
"""a very normal flight""",4,2019-10-30,Bangkok to Cochin. Flight departed on time. It was a very normal flight. Every thing was in order though there was some nasty co passengers Nothing more or less. I love Air Asia for the very affordable rates by which you can travel plenty. Have one concern that I felt that the cabin was very hot. Might be because the flight was full but need to set little bit lower temperature in such cases.,True,A320,Solo Leisure,Economy Class,Bangkok to Cochin,October 2019,3,4,,4,3,,,True
"""very comfortable flight""",8,2019-10-30,"Chiang Mai to Bangkok in the afternoon, it was a very comfortable flight. Departed on time. Air Asia has the quality of its own though it is a budget airline.",True,A320,Solo Leisure,Economy Class,Chiang Mai to Bangkok,October 2019,4,5,,4,5,,,True
"""deny access to water""",1,2019-10-27,"Seats I paid for were changed by the airline, and I only knew about it because I checked on the reservation. It cost 2 hours on the phone and they couldn't offer me comparable seats so I had it refunded. Then I arrived at the airport on Oct. 1, as it said on my itinerary, with connecting transport and hotels booked after my arrival. At the airport, I found out the flight had been moved to the next day and AirAsia X did not even HAVE an office at BNE for me to go to, nor any number to call to fix the problem. It cost another night's hotel in Brisbane, and all connecting transport, plus the loss of two nights paid at our destination. On the plane to Bangkok, I was told there was no place to refill my empty water bottle. On the way back, they searched bags to confiscate any water, there was no water in the gate area. I could not in good conscience ever take my kids on an AirAsia flight. I don't know how it is legal in any country to deny access to water in a waiting area that's 30 degrees for an hour.",True,,Couple Leisure,Economy Class,Brisbane to Bangkok,October 2019,3,1,,1,1,,,False
"""seat was fairly comfortable""",8,2019-09-28,"Siem Reap to Bangkok Don Muang. Thai Air Asia provided a good standard of service as the best low-cost airline in the world. I choose Thai Air Asia as I am a loyal customer to the airline and the cheapest option to fly within the region. The flight departed on-time and arrived 10 minutes early! The boarding process was fast and very organised. The aircraft is fairly old but the cabin was really clean. The seat was fairly comfortable and the leg room was a good standard for low-cost airlines. The seat pocket contain magazines, safety card and air sickness bag. The crew was very friendly and motivated. I ordered a drink which was good but overpriced. The toilet on the aircraft was small but very clean. Overall, the flight was good as a low-cost airline and I would fly them again.",True,A320-200,Solo Leisure,Economy Class,Siem Reap to Bangkok Don Muang,July 2019,3,5,,5,5,,,True
"""Extra hidden charge""",1,2019-09-16,"Siem Reap to Chiang Mai via Bangkok. Worst experience ever. Extra hidden charge for luggage. Tickets: $182. 2 pieces Luggage @ 20 Kg ea: $560. Seriously. 15 Kg limit at the counter, 20 Kg with online check-in but the system wouldn't let us check-in online. We were told to go to counter. None of these rules can be found on their website. They charged us for each leg on a single trip.",True,,Couple Leisure,Economy Class,Siem Reap to Chiang Mai via Bangkok,September 2019,1,5,,1,1,,,False
"""very rude staff""",7,2019-08-28,"Surat Thani to Bangkok. This flight went smooth, on time, not very narrow seats either. A few years ago, those flight with Air Asia were always delayed, often with several hours, so we stoped using them, but now they have really improved. We have had 4 legs, the last two months no delays. The ground staff at Surat Thani should have taken 'how do you get satisfied customer' lessons. When we checked in we had bought 20 kg of luggage, one bag was 14 kgs, and we thought of sending another bag, but then the total weight became 21 kilos. Instead of taking out something from one of the bags, we brought it onboard, 'plenty of space' for luggage in the cabin, not in the belly of the aircraft. When we were boarding a very rude staff, organizing the queues, by the book, not what was the most efficient way.",True,A320,Couple Leisure,Economy Class,Surat Thani to Bangkok,August 2019,3,4,,1,5,,,True
"""great value for money""",8,2019-08-18,"This trip was a choice between Thai Smile and AirAsia. Ultimately we chose AirAsia as they were significantly cheaper. I arrived at the airport pretty late as driving to the airport before sunrise proved to be a challenge, so many U turns and unlit signs. I prefer Suvarnabhumi Airport over Don Mueang as it's just one easy turn off the intercity motorway. Check in reminded me of Heathrow Terminal 2 where everybody prints out their own boarding pass and checks their own bag. AirAsia assigns a seat for you. If you're not happy with it you have to pay to change it. There was a staff member asking if anybody was leaving within the hour, and directed us to the manned check in counter. Probably the fastest check in experience I have had, after typing our names off our driving licences he handed us our boarding passes and we were off to security. I must note that these boarding passes are essentially just a receipt with a barcode on it. Boarding by bus was complicated but somehow in the confusion we left on time and touched down 10 minutes early. I had preordered a Nasi Lemak on this flight, and it was served piping hot with a complimentary bottle of water. Not very large but decent for 120 baht paid. The seat is quite small but somehow it is better than some legacy carriers, I'm looking at you Singapore Airlines! On the return flight, the kiosk check in did not work, so we went to the actual check in counters to get our boarding pass. What was really odd was that we were assigned seats 7A and 8C, yet 8B was empty which makes me wonder why the system somehow messed up our seat assignments even though we are in the same booking. On this flight, I didn't preorder anything and bought the last hot meal left, rice with chicken teriyaki. Not the most appealing option but I was hungry. They also asked if I wanted to try their Boba milk tea. It was quite unique to get that on a plane but too sweet for my taste. The captain had already started the descent when I was being served, apparently some really strong tailwinds put us 20 minutes ahead of schedule. This was a quick day trip, and we chose AirAsia seeing that we didn't need to check any luggage, both of us had a purse bag and that was it. The crew on all flights were excellent and worked tirelessly to make all passengers feel welcome onboard. The problems that need addressing: I think a mobile boarding pass would be a good idea, I could've just gone through security straight away after parking my car at the airport. The system should also ask if you prefer a window or an aisle seat, that at least saves you some trouble if you prefer the window or have to use the toilet during the flight. The biggest problem I have is the stocks of food onboard. A normal flight normally has only 10 hot meals available for purchase, the guy in the last row would have no chance of getting a hot meal. In the end, they have great value for money and since you get what you pay for, I wouldn't say they're a bad carrier especially given the price point. If you want to fly low cost in Asia, choose between AirAsia and Jetstar. Either one of those two options are very good for their price.",True,A320,Family Leisure,Economy Class,Bangkok to Khon Kaen ,August 2019,4,5,"<span class=""star fill"">4</span>",3,5,,,True
"""wonderful experience""",10,2019-07-28,"Hong Kong to Bangkok. This story is about my wonderful experience on Thai Air Asia flight FD503 on July 27th. I have been on more flights than I can remember and even more planes counting transfers. That also means many different airline companies (including once with Air Asia to Cambodia). I would estimate that I've been in 30 different airplanes. Yet, it's easy for me to say this was the best flight I've ever taken. And not just because of the special treatment I received. I've always heard Thai people are very hospitable. But I can't imagine the attention to detail I witnessed is common. I suspect I will never have another flight where my needs (unvoiced and even unknown to myself) were anticipated and met promptly in such an elegant manner. Just a few minutes after sitting down, the flight attendant Ms. Kristina offerred to change my seat to the last empty row as I struggled with my carry on bag in the cramped space of my middle seat. I accepted and I was even able to lay down and sleep in the empty seats next to me. I had been travelling a long way even before getting on the plane in Hong Kong.  What I want to emphasize is that while almost all flight attendants that I've met are polite, I have never seen such keen attention to detail before. I think most people do their jobs adequately. But the details of Ms. Kristina's actions in particular display a combination of sincerity, acute observation, and dedication to her job.  It was evident after my seat change as well in the way she stooped down low, listened carefully, and answered the many questions I had.",True,,Solo Leisure,Economy Class,Hong Kong to Bangkok,July 2019,5,5,,5,4,,,True
"""good if you stick to the rules""",8,2019-07-23,"Surat Thani to Bangkok. Overall a good experience if you know how to stick to the rules. Print your boarding pass, no mobile boarding pass, pay beforehand for your check in luggage (20K max) and respect the size and weight of carry on luggage. If you stick to these rules, things will be fine, smooth check in, boarding. flight departed and arrived on time. the crew was OK. Not overly friendly, but who cares, it's a low cost carrier!",True,a320,Family Leisure,Economy Class,Surat Thani to Bangkok,July 2019,3,2,,2,5,,,True
"""what you expect from a budget airline""",7,2019-07-21,"Hanoi to Chiang Mai with Thai AirAsia. Easy baggage drop-off. Had a backpack which was small enough not to raise suspicion but if your hand luggage looks heavy it will be checked. Boarding started like 1 hour before the flight and the flight arrived at its destination before schedule. I have not experienced something like this for a while. The price for the flight was a bit high and the website, while very nice, has hidden fees. The rest is more or less what you expect from a budget airline, no surprises there.",True,A320,Couple Leisure,Economy Class,Hanoi to Chiang Mai ,July 2019,3,2,"<span class=""star fill"">1</span>",5,2,,1,True
"""Uneventful flight""",8,2019-07-20,"Bangkok to Udon Thani. Uneventful flight, I like that. Check in was very easy and pleasant at Don Mueang airport, not many passengers on plane, flight left BKK early, and arrived in Udon Thani 25 minutes prior to scheduled arrival, fantastic!",True,,Solo Leisure,Economy Class,Bangkok to Udon Thani,July 2019,3,4,,4,3,,,True
"""received Governmental snack box""",6,2019-06-26,"Bangkok to Phitsanulok on a business trip and allocated on a Hot Seat with breakfast pre-ordered by my host. BTW, when it comes to serving I received only a Governmental snack box but not the pre-ordered chicken curry with rice. Flight attendants seem to recognise the problem but could not answer why this happened. After waiting until other passengers finished their meals (for a very short flight) I was given the pre-ordered tray to eat as rapidly as possible. For the record, rice was still fridge cold and the curry not adequately warm.",True,A320,Business,Economy Class,Bangkok to Phitsanulok,May 2019,3,2,,2,3,,,True
"""didn't even offer me a drink""",1,2019-04-20,"I bought a premium flex seat from Hong Kong to Bangkok. The crew handed out meals, but nothing for me. They didn't even offer me a drink. When I asked, I was told that I wasn't on the list. I showed the lady my ""premium flex"" ticket, still nothing. At the end of the flight they offered me a meal to go. When I complained to the company online, I received an email 10 minutes later stating that the matter was resolved. They did nothing.",True,,Solo Leisure,Economy Class,Hong Kong to Bangkok,April 2019,3,1,,3,1,,,False
"""take Thai AirAsia again""",9,2019-03-13,"Not Verified |  I fly with Thai AirAsia to Chiang Rai from Hat Yai. Check in via online and print out the air ticket. My flight is 7:20am Thailand time and arrived by 9:40am Thailand time. That time I get cheapest rate (around RM130/person). Check in is fast! Check in around 2 hours before we fly through the sky. Upon waiting, there is free WiFi before departure and have food and beverages. No entertainment features on the plane. On the plane, the seat is narrow.  Cabin crew are very friendly. They speak Thai, English, Mandarin and Bahasa Malaysia. There is no free food and beverages.  When arrived, they not allowed everyone to move in the plane once landing until final stop. When leave the plane, they say like ""have a good journey"". I'll take Thai AirAsia again in the future.",False,,Family Leisure,Economy Class,Hat Yai to Chiang Rai,December 2018,1,5,,5,5,,,True
"""No complaints whatsoever!""",7,2019-03-08,"Bangkok to Udon Thani. Fast check-in at Don Mueang airport in BKK, flight on time, enough space for hand luggage, friendly staff, seat ok, short flight. No complaints whatsoever!",True,,Solo Leisure,Economy Class,Bangkok to Udon Thani,March 2019,3,4,,4,3,,,True
"""neither worked for me.""",1,2019-02-18,"Kolkata to Bangkok. We tried to check-in online via both the AirAsia website and the app but neither worked for me. At the airport staff were not willing to accept our explanation and charged us Rp 13,670 for baggage.",True,,Business,Economy Class,Kolkata to Bangkok,February 2019,2,2,,1,1,,,False
"""Excellent experience""",10,2019-01-12,"Bangkok to Siem Reap. Quick, on time and served an excellent curry meal. The flight was barely 50ish minutes, I was in conversation with a fellow passenger and surprised that I got a meal (very tasty, btw!) and that we were actually landing! Excellent experience with checking an extra bag, arrived quickly and in good order, absolutely nothing to complain about and recommended!",True,A320,Couple Leisure,Economy Class,Bangkok to Siem Reap,January 2019,5,5,,5,5,,,True
"""Very poor service""",1,2018-12-22,"At boarding time from Singapore to Bangkok, I requested a wheelchair upon arrival for my 69 year old mother who had a bad knee. When we arrived, nobody said anything about whether they would provide a wheelchair. When we arrived at the airport, we had to walk down the stairs of the plane, take the bus, walk up the stairs again in the airport (lift wasn’t working) and then a long walk to immigration. We didn’t see a wheelchair. I was even told to pay $20 but at least they didn’t ask to pay in advance. Very poor service.",True,,Family Leisure,Economy Class,Singapore to Bangkok,December 2018,2,,,1,2,,,False
"""there is miscommunication""",5,2018-12-21,"Nagoya to Bangkok. Mostly my review is concerned to Ground Operation Service in Nagoya Airport as my flight was cancelled due to flight cancellation. Ground operation of Thai Air Asia in Chubu Centrair Nagoya Int'l Airport could not be handling this incident properly as there is miscommunication between airline and shops at this airport for meal voucher redemption. A meal voucher has been provided for passengers. Once I got and straight away to redeem it as it was 21:30 hrs. I went to SUBWAY, they rejected this airline meal voucher and I went down to Lawson, they also rejected. Finally it was a miscommunication between airline and shops.",True,,Solo Leisure,Economy Class,Nagoya to Bangkok,December 2018,3,3,,1,4,,,True
"""we got more than we paid for""",7,2018-12-13,"Krabi to Chiang Mai. we have flown with AirAsia multiple times recently and have had no issues. It is a budget airline so you can't expect anything crazy. The flight was on time, staff was nice and courteous and our bags arrived as expected Yes leg room is small, yes we had to pay for checked bags and no there was no free snack or beverage but this was all known ahead of time so it shouldn't be a surprise and for a 2 hour flight it shouldn't be an issue. Plus we only paid $250Cdn for 5 tickets. In our case we got more than we paid for.",True,A320,Family Leisure,Economy Class,Krabi to Chiang Mai,December 2018,2,4,,4,4,,,True
"""cabin baggage excess""",3,2018-10-15,"Bangalore to Bangkok. Do not book AirAsia assuming it provides cheap fair It is a trap. They show low fare without check in baggage, and while boarding they will charge you 5k INR if cabin baggage excess by half kg or more. They keep extra people to deal with you and go any extent.",True,,Solo Leisure,Economy Class,Bangalore to Bangkok,October 2018,4,3,"<span class=""star fill"">3</span>",1,2,,3,False
"""ground staff get a minus 5""",2,2018-05-23,"Bangkok to Hong Kong. Upon entering Bangkok Don Mueang Airport, I knew I was in for trouble. The crowd rivaled Times Square on New Year's Eve, but with less security and less discipline. I went to a booth marked Air Asia help, but the lone lady attending confused passengers was working on her computer and completely ignoring people at the counter. After about 10 minutes she looked up and curtly directed me to a herd at check-in area 1. After 10 minutes in that line ( which was marked ""charter flights"" ), a passing Air Asia employee explained that this was the wrong area and directed me to another herd at area 2. 20 minutes later, when I finally reached the counter, the check in agent informed me that my tennis racquets were potential weapons and had to be checked baggage - but first they must be wrapped somewhere ""over there"".That was another line that took 20 minutes and cost 300 bahts- about 10 USD. Keep in mind that I was a premium ""hot seat"" passenger. It was now about 15 minutes before boarding time, and we still had passport control and security to clear. A sign at the passport line estimated a 45 minute wait. My goose was cooked, BUT, after 10 minutes in that line, I discovered that there existed a much shorter courtesy line for invalids, pregnant women, and seniors. ( finally an advantage to my 72 years ). That line still took 12 minutes, and it was now boarding time with security still ahead. That actually went quickly, and I arrived at the bus-remote boarding gate at last call. The flight itself was actually quite pleasant. The attendants were efficient, the pre-ordered food was tasty, and I had all of row 1 to myself. Later, at HKG, to my great relief, my racquets and suitcase arrived apparently undamaged. Thai Air Asia isn't responsible for all the chaos at DMK, but they are understaffed, inefficient, and not customer-oriented. Also, as a Star Alliance gold elite, I am accustomed to quick and competent ground staff. I would give Thai Air Asia onboard service a 7, but the ground staff get a minus 5.",True,A320-200,Solo Leisure,Premium Economy,Bangkok to Hong Kong,May 2018,4,4,,1,3,,,False
"""system separated us""",1,2018-05-20,❌ Not Verified |  Trang to Bangkok. Booked 3 people on the same reservation including a child. Their system separated us even though 3 seats were available together. System said I had to pay I get seats together but wouldn't let me change. Agent at the airport was worthless. Only thing he offered was upgrading to premium and paying 400 baht each. Don't fly thus airline. NOK AIR let's you select seats for free.,False,,Family Leisure,Economy Class,Trang to Bangkok,May 2018,3,3,,1,1,,,False
