header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""totally forgotten about their customers""",2,2022-10-24,"Poor impersonal service in economy class, far from what KLM wants its potential clients to believe with their marketing campaigns, delivering a excellent service and life long loyalty, we fly together, you feel at home with us etc., etc. I had the pleasure of spending 10 hours with KLM. The seat in economy comfort, ample leg room, but horrible comfort after 6 hrs. you do not know how to sit comfortable. Just after the start you get bottle of Spa water with a small package containing a small tissue to clean your hands, it is the only one you get during the flight. Thereafter you have to wait 1-1,5 hrs. to get your 'exquisite' dinner, a choice between vegetarian or chicken, this is served with a large basket which seems to be a salad, all served on a tray with non-slippery top side, which tends to move over your seat table as no anti-slip is installed under tray. so you have risk that your complete meal including beverage ends up in your lap, Regarding the taste of the food served, the chicken meal is neutral/ ok, but not very tasteful, the salad which seems to be a highflyer by KLM, is too awful to further describe, it tastes horrible, KLM should be ashamed to serve this to customers. the piece of bread which comes with dinner is though and hardly eatable, the piece of cheese sticks to its plastic packaging. The 'exquisite' dinner is served with one beverage, no further beverage service during or afterwards. After dinner you wait another 45 mins to get coffee and the famous cake, which KLM is proud to serve. This cake is very very sweet and again without any taste, except the sweet, overall it is just a tasteless piece of cake. After the coffee, you have to wait couple of hours for any further service is provided, This time a hump of bread served which seems to be cheese and some kind of sauce and a bottle of water, no other choice of beverage. The bread again is tasteless! Just short before landing the last service is done, again the famous tray with anti-slip topside, but no anti-slip underneath the tray, so large risk that the content of tray and your beverage will end up in your lap. This serving is a hump of dough with some cheese and sauce, which KLM calls a pizza snack, the dough, sorry pizza, is so tough it is difficult to swallow. Again some kind of salad is served, again tasteless and some kind of dessert, which turns out to be cream with some cookie crunches and caramel sauce. With all the food being served no salt and pepper is provided, also no hygiene tissues are provided. No announcement is being made that in case you require additional beverage and/or snack you can go to one of the galleys Summarizing the food and service on this KLM flight was horrible and it is a full disgrace what they are offering for food. KLM was once solid consistent quality performing airline, but now they are completely lost, no more focus on the customer who pays top dollar to fly KLM, instead they focus on social community aspects. Management or whoever is in charge of cabin / inflight service have totally forgotten about their customers and/or try to force them into sustainable, vegan, vegetarian options which might be high on the agenda of KLM, but not always high on the agenda of their paying customers. Although it is not easy to say, this KLM and its service is far from the KLM it once was. If you have an option to fly with other airline please do so, otherwise bring your own food and beverage,.",True,Boeing 787,Business,Economy Class,Amsterdam to Cartagena,October 2022,1,2,,2,1,,4,False
"""dishonest in their luggage fees""",7,2022-10-22,"KLM charged me $625 for 3 medium-size suitcases and 1 mid-size bag. None of the luggage pieces were over weight. The charge of 625 for normal luggage is outrageous! It was 62.5% of the cost of my ticket. I tried to speak with the airport rep to resolve this charge, but it was unsuccessful. They are dishonest in their luggage fees. The rep charged me quietly without telling me about it.",True,,Solo Leisure,Economy Class,Prague to Portland via Amsterdam,September 2022,4,3,"<span class=""star fill"">3</span>",2,3,,3,True
"""I tried to get the money back""",1,2022-10-21,"I had booked a flight and also booked seats, since this was a long one. The seats were only available at additional costs (50 or 60 euros in total). However, the whole flight was disrupted and the airline informed us that both the outbound and the return flight would be at a different time. This was a hard thing, but I understand that some changes are unavoidable. So I booked new seats again, since flights and aircrafts were not the same as before. It was difficult to have changes with more than 6 hours, but well, this happens. However, what I do not understand is: What happened to my money spent for booking the initial seats? Of course I tried to get the money back (""refunds""), and I invite everyone who is reading this to try and see what happens when you try to get your money back: nothing. You are directed to an online form which is literally impossible to complete - as, for example, you must find out your EMD number, and I can only wish you good luck for this. In short, I assure you, you will never succeed. The information asked from you is so complicated that you will never find out what they want from you. And so you end up having paid your seats twice, period.  Do you think you can take my money for booked seats, then change flights, and simply take the money again for the new seats, and keep all the money?",True,,Business,Economy Class,Berlin to Indianapolis via Amsterdam,October 2022,1,5,"<span class=""star fill"">5</span>",1,1,,5,False
"""Worst service ever""",1,2022-10-21,"Worst service ever. Cancelled my flight, but couldn't be bothered to email us beforehand. Didn't find out until we tried to check in. 2 hours and counting, still on hold with both social media and the telephone. Got hung up on twice by telephone. No answer at all on social media. Not sure how we're going to fix this before our flight tomorrow (theoretically). Might try calling multiple lines, my travel agent (who already couldn't help me), and still trying. Is it really that hard to answer a phone call or maybe (gasp) proactively realize that you just screwed 300 people in their travel plans?",True,,Couple Leisure,Economy Class,Los Angeles to Budapest via Amsterdam,October 2022,,,,,1,,,False
"""really are the worst airline""",1,2022-10-19,"I have made literally hundreds of international flights, KLM really are the worst airline I’ve ever encountered. Their delays made me miss my connection (also KLM) flight. They didn’t ever get me to my final destination of Houston, instead leaving me stranded In Austin. They promised 600 Euro compensation and yet still haven’t paid if 6 Months later despite the claim being filed in April. On top of they, the service was non existent, the food bordering on inedible. So, don’t be tempted to book with them, if you, well you have been warned!",True,,Solo Leisure,Economy Class,Dublin to Houston via Amsterdam,April 2022,3,1,"<span class=""star fill"">3</span>",1,1,,1,False
"""Worst customer service""",3,2022-10-19,"Worst customer service. I had two major concern with the KLM team. My luggage was damaged during the trip. the customer service did not provide any resolution or compensation! My booking was including a bus from Montreal airport to Ottawa; however, no bus was provided and KLM team were not helpful at all",True,,Solo Leisure,Economy Class,Montreal to Amsterdam,August 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Please do not Use KLM""",4,2022-10-17,"Checked luggage in LHR. Holiday of lifetime to Galapagos. My travel firm Exodus changed flights due to unreliability with KLM and connections. LHR to Amsterdam okay, Amsterdam to Panama 2hr flight delay before leaving. Service on plane terrible. Kept missing our row out for meals. Then had no food left for us! At Panama another 1+ hour flight delay. We Arrived Quito later than scheduled My luggage did not arrive. Told by Quito staff it was still in Amsterdam. They informed KLM. Day3 still no luggage. Told KLM not answering calls. Leave for Galapagos today My birthday on 26th cards/gifts are in mu case. No holiday gear either. Please do not Use KLM. I have to fly back with them and I am dreading it",True,Boeing 777,Solo Leisure,Economy Class,London to Panama City via Amsterdam,October 2022,1,2,"<span class=""star fill"">1</span>",1,1,,,False
"""we got random seats""",2,2022-10-16,"The flight to Brazil was ok, but from Brazil it is a real circus. KLM changed aircraft a few hours before departure of course without informing about it. Unfortunately, in the previous plane we had a reserved seat with a cot for a baby. In the plane that was swapped we got random seats, unfortunately with a very busy baby, sitting with two other people, not having a free seat next to it, is a chore. I had to keep the trays with food on my table because the wife was holding the baby and it was impossible to eat both at the same time, when I returned my tray faster so that my wife could eat, I heard a comment from the flight attendant that you all have problems with your children. KLM, if you change seats a few hours before departure, give at least one free seat to the family with a child. Especially since you took a place with a cot that had a lot of space. Giving the reason that the plane was not full and we had to change to a smaller one. Eating also on the return flight is a massacre, free snacks were terrible on the flight to Brazil, although there was free cola beer or sandwiches on the return flight, only very bad cakes and water. Also in the plane there was so little space that as the flight attendant was going with the cart, you had to stand by and wait for it to finish so that you could get enough to the toilet, which created gigantic queues to the toilet.",True,Boeing 777-200 / Embraer 175,Family Leisure,Economy Class,Sao Paulo to Cork via Amsterdam,October 2022,1,2,"<span class=""star fill"">4</span>",4,3,,3,False
"""I will not travel with KLM again""",3,2022-10-15,"Food was mediocre.  Seats were so small that I stood most of the trip to permit the lady next to me to get some rest. Sound system was bad so you couldn't listen watch a movie. Staff were very good but impotent to solve such issues. When I tried to lodge a complaint on their website, the system freezes at the very moment I make the choice in the type of complaints. After several attempts I gave up. I will not travel with KLM again as I expected that the Nederland reputation for quality would also permeate KLM.",True,,Solo Leisure,Economy Class,Amsterdam to Vancouver,October 2022,1,5,"<span class=""star fill"">1</span>",5,1,,1,False
"""Not a good customer service""",3,2022-10-14,"I flew from KLM and my route was (YQR-YYC-PRG-AMS-JED*--*JED-AMS-YYZ-YQR). While coming back from AMS, aeroplane stood idle at AMS airport for more than 1 hour and when i landed Toronto (YYZ) I missed my connecting flight from YYZ-YQR. KLM provided me next day flight for Air Canada (ticked attached) and they took me to the hotel (Marriott Toronto airport) where they charged CAD 50 from each passenger saying that its a hold and you will get your money back. Now next day when I went to the airport for my Air Canada flight they charged me CAD113 dollars saying that KLM has not paid for your luggage. I never get my CAD50 back from the hotel which they said that was just a hold money. Not a good customer service and terrible food",True,A333,Solo Leisure,Economy Class,Amsterdam to Toronto,September 2022,3,2,"<span class=""star fill"">2</span>",1,3,,,False
"""It’s impossible to complain on KLM""",3,2022-10-13,"Had 3 flights cancelled. 1) First they rebooked my flight Madrid-Amsterdam from 12.50pm to 06.00am, KL 1698. This flight was cancelled as well. 2) Then they offered me a flight to Amsterdam with three legs: Madrid-Bilbao UX 7157, Bilbao-Paris AF 1477 and Paris-Amsterdam KL1244. 3) In Bilbao, I received a message from KLM the flight KL1244 was cancelled and rebooked to the same flight but next day, on Sunday. 4) When I arrived in Paris, my luggage was lost. After some arguments at the counter, they rebooked again: flight KL 1246 on Saturday. 5) The flight delayed. I arrived in Amsterdam near midnight without my luggage. 6) I'm 68 years old. I was tired, I spent the last two days (Sunday and Monday) in Amsterdam going shopping because I didn't have clothes, underwear, toothpaste, etc. I bought a hand luggage and came back to Brazil on Tuesday (20 of September). The last days of my trip, from 15 to 20 of September, were ruined. 7) They sent me back my lost luggage on 26 of September. Thank you. Other details of the flight - 1) The first time they rebooked my flight KL 1702 to KL 1698, I am sure they could offer me other options. 2) At the airport of Madrid when they rebooked of the second time my flight. KL 1698 to a three leg flight to Amsterdam they offered me the worst option, because they knew that in Paris there was a pilots' strike. 3) Yet, at the airport of Madrid, I was the last person or one of the last person to be assisted by the staff of KLM. I am 68 years old. 4) At the counter of Air France in CDG Paris, the employee told me that I was to blame for my suitcase being lost, she didn't want to find me a hotel, and it was with much discussion that I managed to get her to give me another flight. 5) It’s impossible to complain on KLM. You are always chatting with a robot. 6) Because my luggage was lost, I spent more than 300 euros in less expensive items, and they refund me less than 200 euros. Five days of my trip were ruined.",True,,Solo Leisure,Economy Class,São Paulo to Madrid via Amsterdam,September 2022,4,4,"<span class=""star fill"">2</span>",2,2,,1,False
"""Pretty bad customer service""",2,2022-10-10,Pretty bad customer service by KLM Customer Service at New Delhi Airport. Would not take KLM again if possible. I used Turkish and Qatar Airways in recent past and experience with them was amazing - not so with KLM staff. They should be fired. Customer supervisors are not better either. They do not know customer service.,True,Boeing 777-300ER,Family Leisure,Economy Class,Delhi to Atlanta via Amsterdam,October 2022,4,2,"<span class=""star fill"">1</span>",2,2,,1,False
"""poor comfort""",8,2022-10-09,"Smooth boarding, poor comfort (3 seats in the row like in Economy, with the one in the middle left empty). Catering was ok, according to the short-haul flight. Staff was nice and helpful with information about connecting flight.",True,,Couple Leisure,Business Class,Vienna to Amsterdam,September 2022,3,5,,5,4,,,True
"""Excellent service""",10,2022-10-09,"Excellent service, nice staff, Good meal and reasonable choice of wines and other alcoholic beverages. The flight was delayed but recovered en-route and arrived on-time. The seat was comfortable, 180 degrees reclining, could sleep well. Entertainment screen with recently released movies. Very happy with KLM!",True,Boeing 777-300,Couple Leisure,Business Class,Amsterdam to Lima,September 2022,5,5,"<span class=""star fill"">5</span>",5,5,,3,True
"""disgrace for an airline""",1,2022-10-08,"Not Verified | I was booked to fly from Glasgow to Zurich via Amsterdam on 17th November. The other day, they changed my flight times for both flights. Tonight they have emailed me saying my Amsterdam to Zurich is cancelled and no alternative offered yet. A disgrace for an airline",False,,Solo Leisure,Economy Class,Glasgow to Zurich via Amsterdam,October 2022,1,1,,1,1,,,False
"""I was quite positively surprised""",9,2022-10-08,"I flew with KLM for the first time and I admit that I was quite positively surprised. Everything was fine, the planes were great, the crews were wonderful. I didn't mind the delay in leaving Brussels as I had plenty of time in Amsterdam for the next flight to my final destination. However, on the flight from Brussels to Amsterdam, I experienced a very unpleasant situation from one of the flight attendants. The passenger sitting behind me was listening to a program very loudly on her phone. The gentleman next to me reminded her to stop as it was annoying. This passenger then told the flight attendant that we had both said something to her, false accusations. The flight attendant immediately took her side and literally accused us. The passenger was rewarded by moving to better seats. I will never forget that look from the flight attendant. She did not allow me to explain to her personally what had happened, but rather let it be known that I should be quiet. She did not say this with words, but with a look. Regarding the second part of the journey from Amsterdam to Belgrade, only praise. The crew is wonderful and I was most pleased that they served food and various drinks. You don't get to experience that almost anywhere anymore. KLM has nice planes, clean and their purchase and check-in system is passenger friendly.",True,Embraer,Solo Leisure,Economy Class,Brussels to Belgrade via Amsterdam,September 2022,5,4,,5,5,,,True
"""made the flight so comfortable""",10,2022-10-08,"Not Verified |  The crew on our flight on the 7th October, can only be described as superb, nothing was to much trouble. They made the flight so comfortable for all our family.",False,,Family Leisure,Economy Class,Amsterdam to Chicago,October 2022,5,5,"<span class=""star fill"">5</span>",4,5,,2,True
"""canceled my flight 2 times for 3 days""",1,2022-10-03,"Very bad service and they canceled my flight 2 times for 3 days, the next day at the destination I was going I had to take another flight so I had to pay another flight to get there and they only returned 100 euros. They did not pay me a hotel, no food or anything. I will never fly with KLM again.",True,,Solo Leisure,Economy Class,Amsterdam to Madrid,September 2022,3,3,,1,1,,,False
"""worst I've ever experienced""",1,2022-09-30,"The customer service at this airline is the worst I've ever experienced. First, they lost my luggage in June in Amsterdam and I didn't get it back for a month (and I was very patient because I knew they had major problems going on with luggage at that time), and had no clothes etc for my entire vacation except the very few things I bought (one outfit - thank God I was in an apartment and could wash clothes). No thanks to them because they wouldn't respond to anything - no emails, no calls, nothing. And now it's 2 days before October and I haven't seen any compensation whatsoever. A customer service rep contacted me finally in early September and ended up only approving $100 euros for my month of misery, even though my suitcase was totally destroyed by the time it got back .. but they say it is still functional. I wouldn't even give it away - it is trash. I have yet to see the 100 euros and she won't even answer my emails. I also did not get my baggage fee reimbursed and the rep won't even answer my questions about it! I've been flying for 50+ years and never had a nightmare like this. Then I went again to Edinburgh ... had to take KLM to Amsterdam on the way back and KLM LOST MY LUGGAGE AGAIN (with the new suitcase I had to purchase since my other one had a hole in it and it looked like someone had taken a meat cleaver to it)!! The ticket agent failed to direct our luggage past Amsterdam even though she knew I was going all the way to New Mexico.",True,,Couple Leisure,Economy Class,Edinburgh to Amsterdam,September 2022,2,4,"<span class=""star fill"">1</span>",1,2,,,False
"""service and charm of a budget airline""",2,2022-09-28,"Absolutely disgrace! Avoid this airline. Spent the first part of the flight in a damp seat and the staff couldn't offer anything except some plastic sheeting to put over it. No complementary drinks or food offered in compensation. Flight then delayed by over an hour so we missed our connection and told we'd have to wait 8 hours in Amsterdam for the alternative connecting flight. Despite the fact that there was another flight an hour later. We were told catching this wasn't possible as it wouldn't 'allow enough time for our bags to be transferred' - even though this was longer than our original transfer time. Once again, no compensation offered, no real apology and no sense that the airline or the staff were going to go out of their way to correct the mistake. All the service and charm of a budget airline but without the compensatory price tag.",True,,Couple Leisure,Economy Class,Accra to London City via Amsterdam,September 2022,1,2,"<span class=""star fill"">3</span>",1,2,,2,False
"""worst airline that I have experienced""",2,2022-09-28,"Warning! With the experience I had recently, stay away from KLM airline, they were nightmare, having sleepless night over my loss baggage since Juliy 22. They still not contact me yet to let me know what happened to my missing baggage. They are the worst airline that I have experienced.",True,,Family Leisure,Economy Class,London to Lagos via Amsterdam,August 2022,1,1,,1,1,,,False
"""Bravo to the staff""",10,2022-09-27,"Not Verified | Manchester to Las Vegas via Amsterdam. I arrived at Manchester check-in on 18th September and it turns out I had filled out my ESTA form incorrectly and as it stood would not be gained access to the US. The lady at the desk was really fantastic. She helped me with instructions as to filling in a new ESTA, lent me a pen, was most reassuring as to a positive outcome and, although I was pretty stressed, kept checking in on me. She periodically checked the status of my passport until the ESTA was approved and I got to the security area with half an hour to spare. Bravo to the staff who went above and beyond and got me to Vegas on that day. Thank you. Lost £6k in 5 days and thinking about moving into my wheelie bin for the winter.",False,Boeing 787,Solo Leisure,Economy Class,Manchester to Las Vegas via Amsterdam,September 2022,3,5,"<span class=""star fill"">3</span>",5,4,,,True
"""carried a few extra kgs than allowed2",2,2022-09-21,"I had a very bad and bitter experience with the staff of KLM Dutch Airlines which flew from Delhi to Amsterdam.  I carried a few extra kgs than allowed by the airline, and they charged heavily.",True,,Solo Leisure,Economy Class,Delhi to Amsterdam,September 2022,4,4,"<span class=""star fill"">4</span>",3,1,,2,False
"""No customer service""",1,2022-09-18,"Not Verified |  No customer service, no response. The airline lost my luggage (Covid's fault). Yes, they blamed a disease rather than taking managerial (or lack of) ownership. I had to purchase personal items, the airline indicated I would be reimbursed. 2 months later - nothing. My claim is updated on a daily basis - by who? But, KLM has stopped writing to me. Imagine that. When flying, do not choose KLM.",False,,Solo Leisure,Economy Class,Amsterdam to Lisbon,July 2022,1,1,,1,1,,,False
"""lost 3 days of our 6 day vacation""",1,2022-09-16,"Not Verified |  If I could give zero stars I would! We were planning a trip to Scotland from the US for over 2 years due to covid, it was canceled back in 2020 ... we booked through Virgin Atlantic, but for some reason we never stepped foot on one of their planes. Delta was great with our first flight to Atlanta, and everything went downhill from there. When the time finally came to board our long flight with KLM, our excitement immediately fizzled. We arrived in Amsterdam and had a 24 hour layover, which we understand happens .... finally after trying to sleep in the airport overnight, it was time to board, at that time the staff announced our flight was delayed due to ""short platform staff"". After about 30-40 minutes they canceled it completely! At this time the staff at the gate would not help, we were sent across the airport, a good 10 minute speed walk, to a self serve kiosk to try to rebook our flight. After waiting an hour and a half in line, (as everyone booked on that plane had to do the same) we were sent an email of a rescheduled booking the airline made, without talking to us, for 2 DAYS later. We finally got to the beginning of the line to talk to someone and the only thing they did was give is a piece of paper with an email address to contact if we had any issues. We were told to keep our receipts as we had to find and pay for our own hotel, food and clothes (as they would not let us get our luggage) even though this was not any fault of our own, and ""maybe get reimbursed"". Two days passed back at the airport, now boarding our plane to Birmingham, as that was now our connecting flight to Scotland. We get on our plane to be delayed now 45 min while we wait for ""late arrivers"" . We get to Birmingham airport to be advised our connection was just now taking off. We try to find a KLM help desk, there was only Air France who refused to help as the connecting flight they booked us for was Loganair,  we were directed to a Gate for Loganair, where there was not a sole to help. Needless to say we were stranded!! We found a customer service desk for swiss airlines, and even though she does not work for KLM or Logan she tried her best to help, gave us KLM's customer service phone number and let us use her phone. after 30 min of hold time someone finally answered and said the next available flight wouldn't be until the next day, after we told him our situation he told us to just get someone at the airport to help .... the airport that had no one to help. Mind you we are how losing 3 days of our vacation! Money thrown out the window so to say. We were advised we should catch a train, the lady from swiss helped us find our luggage and we spent $123 per person to get a train. While we stood there waiting for our luggage to come down to us, we heard about 5 more horror stories on how KLM canceled and screwed them over with no help from staff! We lost 3 days of our 6 day vacation, that's money we lost for our previous hotel booking and car! Then New hotel charges out of pocket, and food for 2 days, as well as a train tickets to our actual destination. If you are looking to travel abroad, please make sure you don't have to set foot on a KLM aircraft",False,,Solo Leisure,Economy Class,,September 2022,1,3,"<span class=""star fill"">2</span>",1,1,,2,False
"""a terrible experience with KLM""",2,2022-09-14,"Not Verified |  I had a terrible experience with KLM traveling with two kids from USA to India on multiple counts. Special meal not in the system: I had requested veg meal for the three of us during check in but apparently they didn’t have it in the ‘system’. So my 2 yr old and I didn’t get anything. Delayed flight-missed connection-stranded in Kuwait: we had one layover in Amsterdam before heading to Mumbai but the flight was delayed and we missed our connection - they put us on Kuwait airlines which was also delayed with no further connections till following night. I was stranded in Kuwait with kids in tow for 24 hours. Missing luggage: no surprise when we land in Mumbai, the kid’s stroller and car seat didn’t arrive. Appalling customer service: I filed a claim online for flight delay-missing connection and missing luggage in June. There's no way to contact a human agent. After a month, I hear from Austin airport (not KLM) saying they have the car seat. Now, I get an email after 3 months of filing the claim that KLM is sorry about my experience but I should file a claim with Kuwait airlines. Never again KLM, once bitten twice shy.",False,,Family Leisure,Economy Class,Austin to Mumbai via Amsterdam,June 2022,3,2,"<span class=""star fill"">3</span>",1,1,,,False
