header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""In short look elsewhere""",1,2019-12-15,"Not Verified | San Francisco to Barcelona. Booked premium class travel in September 2019 for departure in December. A week before departure they call me to tell me the reservation actually did not book, even though they charge my credit card. Offered two alternative flights that would both delay our arrival to Barcelona by more than 12 hours and require at least 3 stopovers. 12 hours later they have yet to confirm the charged schedule. In short look elsewhere. No need to risk your travel plans with his airline as all they will do is take your money and ignore the reservation.",False,,Family Leisure,Premium Economy,San Francisco to Barcelona,December 2019,1,1,,1,1,,,False
"""utter lack of customer service""",3,2019-12-13,"Boston to Barcelona. Because Level is a subsidiary company, if an issue arises that needs an immediate resolution for the customer, it will go unresolved because Level customer support is nonexistent and communication with Iberia has to go through the customer him/herself, and across separate computer systems (critical information is lost in translation). I was prevented from boarding due to an issue of dates in the passport before expiry (on the same flight, another family was sent home without help for the same reason, and a solo passenger was left un-helped due to a 1 letter-mismatch between the name he entered online when reserving his ticket and the name in his ID; no ground staff was able to help him!). The Level manager on shift was verbally hostile and offered no resolution, no way of communicating with Iberia to look into flight change or other solutions, and no alternative options. Only the window clerk offered sheepishly a personal suggestion and gave me a phone number to contact Iberia. When my cell phone had connectivity issues in that particular part of the airport, I was informed that Level had no phone line I could use instead to speak with Iberia. I had to borrow a cell phone from another passenger to call Iberia! Then, I was told the only option was to change my flight, which the Level staff could not do with their laptops, so for that, the Level manager had to enter a note in the system confirming I had shown up for check-in. By that time, the manager had left for the gate (before even all passengers had checked in; in other words, check-in and boarding functions overlap in time and only 1 manager covers both). The check-in clerk tried to enter a note in the computer system (despite not having the credentials for that type of annotation in the system), but that did not get registered on the Iberia end. As a consequence, Iberia was unable to change my flight, despite having telephone record of me having shown up for check-in, and I lost the ticket. This illustrates that despite the convenience of pricing, there is a risk of lost fights should any issue arise, due to the utter lack of customer service.",True,,Family Leisure,Economy Class,Boston to Barcelona,December 2019,3,4,"<span class=""star fill"">5</span>",1,3,,,False
"""I would fly Level again""",8,2019-12-10,"Luton to Amsterdam in economy. Overall I had a great experience, the flight was slightly delayed due to a late arrival of the aircraft in bound. The check in and service prior to boarding was great, we were kept informed and when we did board, it was done quickly and efficiently. The aircraft are quite modern, clean and have decent legroom (I'm 202cm so I can tell every inch). The cabin staff were friendly and provided a in flight service. We made up time in the air and landed only 20 minutes late. Overall for the price I paid for the ticket and the generous cabin luggage allowed, I would fly Level again.",True,A321,Solo Leisure,Economy Class,Luton to Amsterdam,September 2019,5,4,,4,5,,,True
"""will never fly them again""",1,2019-12-09,Not Verified |  Boston to Barcelona. Never have I experienced such poor communication and service from an airline. I expected bad and it just got so much worse. The flight ended up being canceled after making us wait for several hours and the crew handled everything horribly.  There was no one to contact on the phone because Level customer service is nonexistent and Iberia doesn’t want to take responsibility for their budget airlines’ failures. Now 300 people are stranded for hours with no alternatives until 2 days away. Horrific- I don’t care how affordable the tickets are- they’re cheap for a reason and I will never fly them again.,False,,Solo Leisure,Economy Class,Boston to Barcelona,December 2019,1,,,1,1,,,False
"""asked where my meal and drinks were""",1,2019-12-05,"Newark to Paris on December 3rd. Everything went smoothly until I boarded the plane. I booked the Level Flex Bundle which allowed me to have 2 checked bags, free choice of seat, plus meal onboard along with modifications to flight and name change. When it came to dinner, only a couple of people who prepaid were given food. I asked where my meal and drinks were since I paid in advance. The stewardess told me that I was part of economy and that no free meal is provided. I proceeded to speak to her colleague, and showed him my reservation to prove that I had paid. They did not want to serve more than one drink to each passenger.  When I attempted to use the front bathroom the flight manager stated that I had no right to use those toilets as it’s reserved for premium passengers.",True,,Solo Leisure,Economy Class,Newark to Paris,December 2019,1,1,,1,1,,,False
"""value for money is incredible""",8,2019-11-27,"I bought a return ticket from Barcelona to Buenos Aires for 550$. Boarding was on time, stuff was polite and we had free food and snacks while on board. Chairs could have been better but there's nothing to complain about. The value for money is incredible. Thank you Level airlines.",True,,Couple Leisure,Economy Class,Barcelona to Buenos Aires,November 2019,4,5,"<span class=""star fill"">4</span>",4,5,,5,True
"""slightly superior to Norwegian""",8,2019-11-13,"Newark to Paris Orly. I usually travel Norwegian to Europe so I'll use them as a reference. Overall, I thought the experience was slightly superior to Norwegian - check-in was quick and easy and they didn't seem quite so restrictive with baggage allowances (Norwegian adds up the total of all your carry-on to calculate if you are over the 10 kilo maximum, whereas Level didn't seem so concerned outside of your main carry-on bag). I was able to sit next to my girlfriend with no extra charge. We brought food on-board so didn't purchase anything, but the menu seemed reasonable. The seats were comfortable, the flight stress-free and flying into Orly was a plus: smaller and closer to downtown than DeGaulle. I would probably use them again based on where I'm flying to and the price.",True,,Couple Leisure,Economy Class,Newark to Paris Orly,September 2019,4,4,"<span class=""star fill"">4</span>",4,5,,,True
"""confusing cabin bag rules""",3,2019-10-20,"Vienna to Paris. Being late for my planned flight I needed to find an alternative solution to get from Vienna to Paris. Last minute prices for Austrian and Air France began from 200 Euro, but Level cost just 130, so I took it. The website was very basic, but let me easily purchase my ticket and obtain mobile boarding pass absolutely trouble free. Their cabin bag rules are confusing. For European flights they allow 20 cm ""thick"" wheeled bag, but advertise intercontinental allowance which is 23 cm. Be careful since at the gate they put frame to check size and scale to check weight. Flight was delayed by 1 hr with no explanation. Gate staff (third party) were there but didn't have real time info as well. Their web site doesn't have flight status function at all. When plane finally arrived and we were able to board, it appeared to be A321, heavily used, not so heavily cleaned, with some broken tables. The legroom was generous. The plane was 1/5 full. The lights were  off during the whole flight (we landed at 9 pm). The in-flight service was the highest grade of nothing special. Explanations for the reason of delay had been never given. They made 2 passes with trolley back and fourth along the aisle in total darkness and in total silence, and that probably was an attempt of food and drink sales service (no announcement about it). I hadn't noticed anyone buying something. So in such a strange way was I able to try and test what IAG and Willy Walsh have on offer now. The good news were the legroom and the fact they saved my plans for the next day. The bad news were that with such a bizarre schedule (3 times a week at different times of the day), such prices and such a lack of in-flight service, and such confusing cabin bag rules I wouldn't be able to find a good reason to include them into my plans.",True,A321,Solo Leisure,Economy Class,Vienna to Paris,October 2019,5,1,,1,2,,,False
"""very rude staff""",1,2019-10-14,"Lisbon to Amsterdam. The plane was 1 hour late, I made a reservation in Space plus. Put my and luggage above my seat but very rude staff moved my hand luggage to another part of the plane. They were so incredibly rude I would not recommend or use this airline again.",True,A321,Couple Leisure,Premium Economy,Lisbon to Amsterdam,October 2019,2,1,,1,1,,,False
"""don't have to offer me a refund""",1,2019-10-12,"Level refuses to offer refund for cancelled Gatwick to Vienna flight booked for December 2019. My flight was cancelled (""not operating"" according to them) and I was re-routed onto two new flights via Barcelona. According to EU Regulation No 261/2004 as well as Vueling's Passengers' rights document (which is what is linked to from Level's website), I ""shall be offered the choice between"" reimbursement or re-routing. It is not a schedule change, as I've been re-routed onto two different flights with different flight numbers than my original flight. Level is insisting that it is instead a schedule change and claiming that they don't have to offer me a refund.",True,,Business,Economy Class,Gatwick to Vienna,October 2019,,,,,4,,,False
"""Only food for purchase was available""",1,2019-10-03,"Barcelona to San Francisco. This was our first flight with Iberia.  First of all, our bookings were with Iberia. Imagine our surprise when we approached the Iberia desk for our boarding passes and discover that we were not flying Iberia, but another airline: Level. We were given no notification of the change beforehand even though Iberia had our contact information. We had never heard of Level Airlines, but then again, we had never been to Spain before. Our biggest complaint was that we were passed by during food service and we had no idea why. After serving other passengers, we were able to discover the problem. We had not pre-ordered food when we booked our flight. Only food for purchase was available to us. When we took advantage of this “perk”, only one selection was available. Add to this, old airplane, dirty bathrooms with sinks that didn’t drain, and attendants that were marginally interested in their jobs (except for one dear heart), it was not a top flight. Since we booked with Iberia and were not informed of the airline change, it was impossible to pre-order food on an airline we had no idea we would travel. We did not book last minute, but four months prior to our trip. Iberia had plenty of time to notify us of the change. There was no indication that food would not be served unless pre-ordered or paid when we booked the flight. A big oversight on the part of Iberia.",True,,Couple Leisure,Economy Class,Barcelona to San Francisco,September 2019,2,1,"<span class=""star fill"">3</span>",1,1,,,False
"""Excellent all round""",10,2019-10-02,"Paris to Newark. Excellent all round. Having seen some really negative comments I was concerned but on this occasion no need to be. Easy to check in on line, deposit bag and collect boarding pass. Boarding straightforward, comfortable seat and attentive cabin crew. Flight left on time and arrived early. Couldn't have been better and at a very reasonable cost too!",True,A330,Solo Leisure,Economy Class,Paris to Newark,September 2019,5,5,,5,5,,,True
"""I would recommend this airline""",10,2019-07-28,Not Verified |  Vienna to Amsterdam. The ticket price was really cheap so i was very glad that the airplane was very modern. The staff seemed very young but they were helpful and friendly. I had an empty seat next to me but the rest of the plane was more or less full so I was lucky. The seats were comfortable and the flight was on time. The food was good. I would recommend this airline.,False,A320,Solo Leisure,Economy Class,Vienna to Amsterdam,June 2019,4,5,,4,5,,,True
"""had a really good experience""",10,2019-07-28,"Not Verified |  Vienna to Gatwick. I just had a really good experience with Level airline via Vueling. My EasyJet late night flight was cancelled due to problems in Gatwick and they booked us the next day for the same late night flight, where all other companies were booking for first flight. So I purchased an earlier flight via Vueling for Level. Only after did I see the reviews and freaked out! Thankfully, I had the complete opposite experience.! Staff were super polite and helpful, I called customer service who were super efficient, courteous and helped with my queries. Gatwick again cancelled the flights, but Level immediately allocated all passengers to the first flight in the morning. Again, the service was great, flight was seamless and no luggage was lost.",False,,Family Leisure,Economy Class,Vienna to Gatwick,July 2019,3,5,,5,5,,,True
"""This airline is terrible""",1,2019-07-04,"Not Verified |  Paris Orly to Newark. This airline is terrible. Like many other reviews noted, we did not book with Level but with Iberia. Level has stranded us in Paris with no communication about next arrangements despite numerous calls to their customer service. We have booked a flight home at our expense. Iberia should reconsider their affiliation with this incompetent organization.",False,,Couple Leisure,Economy Class,Paris Orly to Newark,July 2019,,,,1,1,,,False
"""They lost my luggage""",1,2019-06-22,"Paris Orly to Newark. They lost my luggage, no gate agent to report it to. Finally after an hour got a bag employee to take report. Impossible to speak to a human, only take email and unresponsive. Luggage still lost and no sign of compensation. I would pay more to fly with a airline that you can speak to someone. Lesson learned!",True,,Couple Leisure,Economy Class,Paris Orly to Newark ,May 2019,1,1,,1,1,,,False
"""they lost my baggage""",1,2019-06-12,"Copenhagen to Vienna. I would encourage you to try to avoid this airline as much as possible because : I traveled from Copenhagen to Vienna (VK1021 : 2nd June 2019 ) and they lost my baggage. I tried to call them several times a day for 13 days and they had no information whatsoever so I believed them and didn't try to do anything else. On 14th day by complete co-incidence I called baggage lost counter at Vienna airport to ask them about my luggage, they gave the location of my baggage and tried to solve the problem. In any case I called LEVEL again just to confirm and they said 'sorry we forgot to tell you your baggage was found in Prague'.  They didn't reply nor had any more information, so I hung up the phone I knew it was a waste of time ! I am still trying to locate my baggage. I have lost a baggage before and received it with respect and compensation. I am not against airline losing stuff but in this case I want to emphasize how terrible the services are. If the customer knows more about his lost baggage than the customer care, then company is already going downhill.",True,,Solo Leisure,Economy Class,Copenhagen to Vienna,June 2019,1,1,,1,1,,,False
"""experience was a nightmare""",1,2019-06-11,"Newark to Paris. My experience was a nightmare. This was primarily due to the very rude and rough behavior of the Level Airlines Team, on board, towards me and other passengers. They were extremely rude, would not stop to ask passengers such as me if I wanted to buy something to eat or drink, would not reply when talked to. One of the hostesses ran her trolley into my foot and did not apologise until I insisted ; another Airhostess was putting her elbow almost into my face while I was asleep in order to serve a passenger their pre-booked meal behind me, this woke me up and she refused to answer when I asked her politely if she could move the trolley up a little, finally after I asked 4 times in 2 different languages, she said no, she would not move the trolley and told me ""there is no need to be unpleasant."" Seats are poor quality with thin cushioning, very little leg space, they provide no headphones, and bundles it into a 16 USD package, same with blankets etc. The airline accepts payment in EUR or Credit card, does not accept USD.",True,,Family Leisure,Economy Class,Newark to Paris,June 2019,2,1,"<span class=""star fill"">1</span>",1,1,,,False
"""it was one of the worst flights""",1,2019-06-11,"Not Verified |  Barcelona to San Francisco. We were originally supposed to fly on Iberia and were put on a Level flight, it was one of the worst flights ever. Attendants were rude, they didn't have much food on board, you had to literally grab an attendant to get anything, their credit card machine worked about half of the time, when asked for water they told my daughter to go to the back of the plane and get it herself. The attendants did not speak English, and on and on. All the announcements were in Spanish so you did not know what was going on.",False,,Couple Leisure,Economy Class,Barcelona to San Francisco,June 2019,1,1,"<span class=""star fill"">2</span>",2,2,,2,False
"""recommend highly this airline""",9,2019-06-06,"Not Verified |  Paris to Montreal. Excellent. Brand new aircrafts. Very happy. One of the best airlines I have seen. Even their safety movie is different, fun and modern. I recommend highly this airline.",False,A330,Couple Leisure,Economy Class,Paris to Montreal,May 2019,5,5,"<span class=""star fill"">5</span>",5,5,,5,True
"""customer service was unacceptable""",1,2019-05-08,"Newark to Paris. Do not fly with Level. The airline canceled our flight and the customer service following the cancellation and trying to get a resolution to all of the problems it has caused to our travel plans has been deplorable. The soonest Level would rebook us on an outbound flight was four days later, and then Level canceled that flight too, meaning the soonest they could accommodate us was five days after we were originally supposed to fly. They ruined our vacation and we weren't able to travel at all. Level's customer service was unacceptable during the entire process. The night of the cancellation, clueless airport staff kept people standing around for hours trying to figure out what to do. All they kept saying was we had to call the customer service phone number, which was closed. It's ridiculous that customer service phone lines are not staffed at the times flights are operating to handle these issues. It took more than two hours before staff was even able to start providing hotel rooms, and then even then, there were not enough hotel rooms for all of the impacted passengers. Level airport staff were terrible at communicating information during the whole process. Level airport staff told passengers who weren't able to get a hotel room to find their own way to their accommodation and then the airline would reimburse them for any costs. Nope. Contacted Level after the fact and they continue to give us the runaround and try to weasel out of providing the reimbursement (which is required by EU regulations when the airline cancels a flight). More than a month later and they have still not done anything to resolve the issue. Then when we submitted a claim for the cancellation compensation we were entitled to under the EU 261 air passenger rights regulations, Level fabricated some story about the cancellation being due to ""extraordinary circumstances"" to weasel out of providing the compensation as required by the law, yet they have ignored multiple requests to provide documentation/substantiation of their claim of ""extraordinary circumstances"", as required by the European regulations. Every time you try to contact Level ""customer service"" they just copy and paste some irrelevant form reply and don't actually read or do anything about the issue you e-mailed them about. Avoid Level at all costs. It is not worth the risk and frustration to get burnt by their terrible customer service. Just think, if they stranded you in your destination city away from home for five days or more, not lifting a finger to help you during the process. It's worth the extra money to fly with a real airline instead.",True,A322,Solo Leisure,Economy Class,Newark to Paris,April 2019,1,1,,1,1,,,False
"""had 3 seats all to myself""",10,2019-05-07,"Vienna to Gatwick. The plane was new, and very comfortable inside. I was very pleased to see that changing my seat at the last minute had worked, as I now had 3 seats all to myself. Once onboard, we were told that due to fog at Gatwick, there will be a 2 hour slot delay. To their credit, the cabin crew came around handing out glasses of water, and started a round with the trolleys, coming round and offering us things to Purchase. I bought a packet of crisps and a glass of wine, and was very impressed with the relatively low price. Once we finally got airborne, they did another round of service. The crew were  kind and professional. Another benefit is that they have USB charge points at every seat on the A321s. We landed at Gatwick just under 2 hours late, but that was not the fault of the airline. Many flights on Level are very cheap, and if the price is right, I would not hesitate to use them again.",True,A321,Solo Leisure,Economy Class,Vienna to Gatwick,February 2019,5,5,,5,5,,,True
"""had no flight that night""",1,2019-05-06,"We thought we were getting a great deal, but if it looks too good to be true, it probably is. A few days after we bought the tickets, Level contacted us: ""We regret to inform you that your flight will not operate as planned."" The in-bound flight was going to get into New York much too late and we asked to fly out the next day at a more reasonable hour. We had to call several times before getting someone who was willing to help. And  then we learned that Level does not have flights every day so we'd have to leave several days later. So we asked to change the return date as well. We did not want our stay to be shortened. Once again, we had to call several times until someone was willing to accommodate us. And that doesn't even count the number of times we called where we waited for 15-20 minutes just to be told that all the lines are busy, please call back later. We originally bought the tickets in February, and our new itinerary was finally confirmed just days before our departure - the 3rd week in April. The actual flight was more or less uneventful, but you need to be aware that you have to pay for everything - checking in a bag, a meal, even water is not free. In fact, while we were checking in on-line we were told over the phone that there are a limited number of free random seats and we will have to pay for a seat. I said, ""forget it, we'll stand."" She was not amused and said we will have to pay for our seats.  Level flights depart from Newark at 10:40pm to go to Paris. However, exceptionally (it was never explained why the time change) our return flight on May 3rd would leave at 00.20. On May 3rd, we arrived at Newark at 9pm. Much to our surprise, Level had no scheduled flight that night, no agents were anywhere to be found and the customer service number was not available at that time. In the meantime we had to spend hundreds of euros to extend our stay in New York. We had to wait until 3AM to reach a customer service representative to find out what was going on. We were informed that we were supposed to check in on the evening of May 2nd to fly out at 00.20 (which is May 3rd).  The only solution they offered were to reimburse the tax - the first supervisor told us it was 230 euros, but the second supervisor said it would only be 75 euros). When we demanded to speak to another supervisor we were told that there weren't any other supervisors at this time that spoke English, only Catalan. An agent got on the phone and spoke Spanish. We explained the  situation, he apologized (the only agent to apologize) and said he would need 72 hours to rectify the situation. In the meantime the supervisor invited us to purchase new tickets to fly out a couple of days later for $1900 (for 2 adults / 1 child) with the hopes of getting reimbursed.",True,,Family Leisure,Economy Class,Paris Orly to Newark,May 2019,3,3,"<span class=""star fill"">3</span>",3,1,,,False
"""the worst airline""",1,2019-05-04,"Boston to Barcelona. I work in the industry and Level is the worst airline I have ever seen. The gate agents were completely incompetent. They had no idea how to manage boarding the aircraft. There was a pileup of passengers at the bottom of the Logan Terminal E boarding escalator that was extremely dangerous as a result of their incompetence. Then we sat on the plane for two hours while we were told there was a mechanical problem. Two hours later, we were told that the flight was cancelled and were marched aimlessly around the terminal. Apparently the agents had no idea how to get back to the ticketing hall. When we finally got back to ticketing , the agents told us to sit around until they could figure out what to do. This was all at 1:00 in the morning. After another hour, we were told that the flight was cancelled and we would receive an email about our options. Needless to say, the email never came and to add insult to injury, Level then refused to refund our tickets and the $100 they charged for my checked bag. I honestly don’t know how the people who run this ponzi scheme of an airline sleep at night.",True,A330,Couple Leisure,Economy Class,Boston to Barcelona,April 2019,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""mess of an airline""",3,2019-04-28,Boston to Barcelona with Level. The Spirit Airlines of international travel. That should say enough. You will never regret not flying this mess of an airline and more certainly will regret it if you do fly with this airline. Why Iberia associates it's name with this outfit is baffling.,True,,Solo Leisure,Economy Class,Boston to Barcelona,April 2019,2,2,,1,2,,,False
"""trip was a bad experience""",2,2019-04-20,"Barcelona to Santiago de Chile. The trip was a bad experience, they didn't serve any food or drink and they didn't let this know with you just when we were already on the plain. I never had a 15 hours transatlantic flight without some basic service of food or beverages. When we finally bought some food for a lot of money, was very bad and  service was very slow. When we ordered the second time, they forgot, and after 30 minutes I had to ask again, after wait another 30 minutes. Blankets and pillows were also not free, you could purchase them. By the way, the staff was nice, just busy and unprofessional.",True,,Couple Leisure,Economy Class,Barcelona to Santiago de Chile,April 2019,1,3,"<span class=""star fill"">2</span>",3,1,,1,False
"""a lot of work to do to""",6,2019-04-20,"Not Verified |  San Francisco to Barcelona. On the positive side Level has excellent prices and the food is not bad. The seats even in Premium economy are too hard for a long transatlantic flight so, bring an inflatable cushion. The return flight is painfully slow (about an hour plus longer than other airlines), I am guessing this is to to save fuel. Having stated the positive elements of LEVEL I must say it is clearly a poorly run airlines. When you call the US number you are given 4 options to press but when you press option 4 (other), you are sent back in an unending loop, in other words, you can't get to option 4. If you are able to reach a recording you are then told that agents are only available up to 1:00 AM Central European time and the conversation is terminated without saying good-bye. Good luck trying to reserve seats early. My LEVEL documents tell me that I can reserve seats early by going to an IBERIA web site and enter a special reference number printed on my documents unfortunately, that number is not recognized by Iberia. After calling Iberia I am told a couple of wrong information but finally I am told that it is not possible to reserve seats early. So, good prices, food not too bad, but everything else clearly indicates that management has a lot of work to do to improve the quality of their service.",False,,Couple Leisure,Premium Economy,San Francisco to Barcelona,April 2019,2,2,"<span class=""star fill"">4</span>",3,4,,4,True
"""don’t care if you complain""",1,2019-04-18,"Not Verified | Vienna to Mallorca. The first time I fly with this airline and for sure this will be the last. The first impression is the Check-in service. At the counter I think these ladies don’t like their work there. The service is very poor that they don’t even care if you complain. It shows only that they are used to customers complaining. Anyway that’s what you get from a cheap airline, a cheap staff also! This unprofessional staff is in Vienna. In addition they said the plane is full that‘s why they cannot make any changes. The plane wasn't full. But on our way back, Staff in Palma de Mallorca is very accommodating and friendly.",False,,Couple Leisure,Economy Class,Vienna to Mallorca,April 2019,1,3,"<span class=""star fill"">1</span>",1,1,,1,False
"""without free food or water""",2,2019-04-14,Not Verified |  I am a seasoned traveler and have never crossed the Atlantic without free food or water being offered!  A full plane from Boston to Barcelona and not a sip of water offered. When a passenger in front of me asked why he had not been offered a beverage the flight attendant told him he must have been asleep. I was awake and they moved right past me too. The worst cabin service ever! Never fly this airline again.,False,,Couple Leisure,Economy Class,Boston to Barcelona,April 2019,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""reservation is not valid""",1,2019-03-29,"Paris Orly to Fort de France. I booked our Easter holidays trip at ""cheap"" price back in November 2018, and when 2 weeks before the departure date I wanted to check-in a bag, - I found out that my reservation is not valid / was canceled, in spite of receiving a booking confirmation, with booking reference, a reference to a successful payment, etc. Two days of calling and emailing with the customer support result in zero progress. ""we are waiting for a decision from the head office, and can not do anything at the moment"", and the only ""solution"" offered is to buy the tickets again, - at the current rates, at least twice expensive.",True,,Family Leisure,Economy Class,Paris Orly to Fort de France,March 2019,,,,1,1,,,False
