header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""The customer service was terrible""",2,2022-03-19,"We booked with 2 bicycles to go to Europe. It clearly says in plain English under the bicycle section on their website that if you take a bicycle you get an additional 10kg of luggage on top of your 23kg standard. When we went to check in with our 33kg bikes all packed and secured inside a bike box with our cycling gear padded around them we were told that we must have two separate bags, one of 23kg and a different bag of 10kg. I explained to them that not only did it not mention this specific on their website, but it takes a long time to properly pack a bike box and so it is not damaged in transit. They wouldn’t budge and we had to quickly try and repack the bikes into 2x separate ones before they closed the check in. It was super stressful and the bikes were now loose and getting bumped around in the box. The customer service was terrible and if my bike arrived broken it will be 100% their fault. So dissatisfied with this airline.",True,,Couple Leisure,Economy Class,Boston to Lisbon,March 2022,3,1,"<span class=""star fill"">1</span>",1,3,,1,False
"""I wouldn't recommend the airline""",1,2021-11-22,I wouldn't recommend the airline at all. We experienced a delay of more than 6 hours without notification and without giving regular updates. Also the airline lack basic service that you would normally find even in the low cost companies. We have booked through SATA because it has a monopoly for now of direct flight from Paris to Azores.,True,,Couple Leisure,Economy Class,Paris to Ponta Delgada,September 2021,3,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""the best customer service""",10,2021-07-23,"Fantastic airline, with the best customer service ever! I had to change my travel plan at the last moment, I call the customer care and they change all my flights between the islands without charging anything. It took few minutes, I received the new flight plans immediately.",True,,Solo Leisure,Economy Class,Lisbon to Flores via Ponta Delgada,June 2021,,,,,5,,,True
"""airline is just very unprofessional""",1,2021-07-11,Not Verified |  This airline is just very unprofessional and just has horrible communication. My flight was canceled the day of the flight 4 hours the scheduled time. I am traveling with family and this was very difficult for all of us to relocate to another island and re-arrange our schedules/ work schedules. We were told it was due to “bad weather” but every other flight was able to fly and get to their destinations. On top of it all the flight attendants are just very rude. I hope to never fly with them again respectfully.,False,,Family Leisure,Economy Class,Tericia to Boston,July 2021,2,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""a nightmare to deal with""",1,2021-04-13,"It's a nightmare to deal with the customer service, they lied about the information about my trip, and try to get a refund they wanted to charge more for their pocket, and I'm sure they do this to other people. Thank God I had proof to back up my situation, lets make sure they treat people with respect, dignity, and honesty.",True,,Solo Leisure,Economy Class,Boston to Praia,April 2021,,,,,1,,,False
"""Worst customer service ever""",2,2021-02-06,"Worst customer service ever. Flight has been cancelled 3 times so far and was never offered a refund as per EU regulations, got pushed into accepting a voucher, and now that I am demanding a refund after going through 18 months of cancellations they are telling me because I accepted a voucher they cannot give a refund.  They do what they want with you. This will be the last time I ever fly with Sata.",True,,Family Leisure,Economy Class,Toronto to Ponta Delgada,February 2020,,,,,1,,,False
"""Horrible experience""",1,2020-02-13,Lisbon to Toronto. I came to the airport to go to Canada with all my documents I needed to prove my Working Holiday Visa. At the counter for check-in bags lady didn’t want to take my suitcase saying I can not enter Canada without return ticket. I tried politely to explain there is no need to have a return ticket if you have proof of funds that state you are able to purchase a ticket. That is written in Canadian Goverment official site (https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/iec/prepare-arrival.html). The lady wanted to cancel my flight and then I spoke with the supervisor whom I had to explain and show where this information are represented. After an hour of arguing they gave me boarding tickets saying I will be in the same consideration when I come to the gate and the flight was in 15 minutes. Luckily nobody at the gate checked anything except my boarding pass but I was in fear what will happen in connection flight in Azores. I arrived to Canada and I was eligible to enter with documentation I presented also to SATA where I was almost rejected. How can policies from airline company be different than Canadian goverment? Horrible experience and hopefully my journey won’t cross with this airline anymore.,True,,Solo Leisure,Economy Class,Lisbon to Toronto,February 2020,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""I am beyond angry!""",1,2020-02-12,"Toronto to Funchal via Ponta Delgada. I am beyond angry! First time customer to SATA, and will be the last time ever. we booked Sao Miguel + Madeira 11 day vacation through Azores Getaway for Christmas and New Year holidays. The flight from Toronto to Sao Miguel on Dec 21st. Was delayed for 7 hours. Of course we didn’t find out until after arrived to Toronto airport at 5:30 PM. Too late to drive back to Ottawa. Stayed at the airport for 10 hours and we really tired and cold overnight. This was only the beginning of the nightmare. On Dec. 24th, Christmas eve, our flight from Ponta Delgada to Funchal was delayed again by 10 hours. We missed our paid rental car because the rental car office closed at 9 PM at Funchal. The SATA airline staff told us to take a taxi and get reimburse later. We did exactly that, and emailed the receipts to the provided email address. Guess what? The taxi fare was 23.5 Euro but SATA can only pay 10 Euro based on their rules. We never wanted a free taxi from SATA. We paid for our rental car already but we couldn’t get the car because of the delay. We missed our Christmas eve dinner. We had to take taxi again on Chrismas day to the airport again to get the rental car. What we have done to deserve that? we didn’t even choose SATA on our own as we didn’t know which airline Azores Getaway would use for the vacation package. I am too angry to write more for now. But I will later. It is not about the money anymore.",True,,Couple Leisure,Economy Class,Toronto to Funchal via Ponta Delgada,December 2019,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""one choice meal with wine""",9,2020-01-21,"✅ Trip Verified |  Continues to remain the best value by far. Efficient, friendly check in at YYZ with one small snag. Our no-charge pre-selected seats were changed for load balancing purposes on an A321 that was only about 70% full. YYZ-PDL. We were delayed leaving Toronto 30 minutes because of fog at Ponta Delgadap in the Azores but caught up 15 minutes en route. Plane was newish and clean. No built in entertainment system. Full service, one choice meal with wine was served on a 5.5 hr flight. PDL-FNC. The second leg was on an older Q400 turboprop. On time departure from Ponta Delgada and arrival in Madeira. Polite service with sandwich snack and non alcohol service. When we landed in Madeira, the curious requirement to get from the plane to the terminal using a bus - maybe 100 metres - meant that our luggage arrived for pick up at the same time we did!",True,A321/Q400,Couple Leisure,Economy Class,Toronto to Funchal via Ponta Delgada,January 2020,4,4,"<span class=""star fill"">3</span>",5,5,,1,False
"""never fly this airline again""",1,2019-12-20,"Terceira to Boston, We've been delayed for over 4 hours with no update. The plane is here in Terceira sitting in the runway. No update. No food. No drink. The only cafe will only take cash, no card. There's not an ATM in this airport, so unless you have cash you're out of luck. I'll never fly this airline again.",True,,Couple Leisure,Economy Class,Terceira to Boston,December 2019,,,,1,1,,,False
"""left to figure out what to do next""",2,2019-12-20,"Boston to Terceria. This airline operates in an area where the weather is particularly difficult to navigate. Even with this being a common occurrence, they seem to have very little functional protocol in place for helping customers or staff find streamlined solutions. Our flight was unable to land due to weather, which meant rerouting more than 2 hours away. I was not upset about this, safety was most important. But there was nothing in place to help us know how to navigate the process of getting to our original destination. The captain and crew thanked us for flying like it was just a normal flight and we were left to figure out what to do next. No instructions were given, no directions to the airline desk, once we finally found airport staff to help guide us to the Sata counter, many of us waited in line for more than 4 hours with a blindsided staff getting mixed messages from management.  New boarding passes were given then canceled, offers for local hotel and flying out the next day were offered then canceled .. many of us were put on a flight that had two more stops, the last one still not our original destination. Another long wait in lines until after midnight. This company needs some training on how to operate professionally. I feel terrible for their staff having to face so many weary, angry travelers with no workable options for making things right in anything barely reaching a timely manner.",True,,Solo Leisure,Economy Class,Boston to Terceria,December 2019,4,3,,1,2,,,False
"""more compensation is necessary""",1,2019-10-20,Not Verified |  We had a flight booked Business Class from Toronto to Las Palmas. The day of the flight we received a call at 9:45am telling us our flight was cancelled due to a strike. They attempted to book us economy until I insisted that wasn’t right. They booked us on TAP Portugal to Lisbon for two days. We have paid for a beautiful hotel in Gran Canaria and are not able to use two days of it. The airline gave us two $15 airport food vouchers and that was it. I called when we landed in Lisbon to find out which hotel we would be staying at only to find out we have to find our own but they only pay 80 euros a day (not quite the same as we have sitting empty in Gran Canaria). I think more compensation is necessary and will be pursuing once we get home.,False,,Couple Leisure,Business Class,Toronto to Las Palmas,October 2019,5,2,,1,1,,,False
"""worst airline I have ever flown""",2,2019-10-04,"Lisbon to Toronto via Ponta Delgada. This was the worst airline I have ever flown. It must have low priority as the taxi rides and bus rides to the runways are long and times do not seem to be factored into the flight schedule. All flights were late. There was zero communication from staff. Upon asking we were told different answers by different staff. From the time of booking (four months early) we attempted to be seated together, and then each subsequent time, without success. There is ZERO entertainment on board - not even a screen to monitor the flight progress (and no announcements). The entire crew sat in the back row and chatted for the full 6 hours. At the connection we were kept in a small security room with far too many people for longer than was expected without access to any services. I had been told I could not bring duty free from Lisbon to Ponta Delgada but that I could purchase it there. Upon arrival there I was told the kiosk would open. It did not and we were stuck without any entertainment for the 2++ hour wait and the 6 hour flight. There were many children on board and they were allowed to join their friends and share seats (even when the seatbelt sign was on) Best of all, the dinner ""service"" was one hour into the flight. They ran out of wine before it completed (not even available to purchase). In Portugal! Mickey Mouse Air.",True,,Couple Leisure,Economy Class,Lisbon to Toronto via Ponta Delgada,September 2019,2,1,,1,2,,,False
"""Professional cabin crew""",7,2019-08-26,"Funchal to Ponta Delgada. Half of the passengers got through the gate & on to the bus, then we had to go back to the terminal and start boarding again 15 minutes later. Finally we were on our way 45 minutes delayed. Flight on a Q400 they offered sandwiches with cookie and drinks and wine. Professional cabin crew.",False,Q400,Couple Leisure,Economy Class,Funchal to Ponta Delgada,August 2019,4,5,,1,5,,,True
"""Zero help from SATA""",1,2019-08-19,"Do not recommend this airline as their service is terrible. We flew Ponta Delgada to Lisbon and had connection in Lisbon with KLM. Ticket was sold with connection. When we tried to check in luggage all the way to Amsterdam it was refused even though SATA does have interline agreement with KLM. As result of it we had to recheck luggage in Lisbon. Flight was delayed, took 25 min. for luggage to arrive in Lisbin, check in desk was closed by the time we arrived to recheck luggage. Missed connecting flight just because luggage was not checked all the way. Zero help from SATA, sent complain letter to them , after more than a month none reaction. Use TAP as they more flexible than SATA.",True,,Couple Leisure,Economy Class,Ponta Delgada to Lisbon,May 2019,2,2,,1,3,,,False
"""disappointed with the service""",1,2019-08-09,"Not Verified |  Fake advertisement of the ability to purchase additional baggage. 15 euros per kg.  When I had originally purchased the ticket, it was made clear on the website that I would be able to purchase additional baggage. Today I was trying to complete my check-in and purchase the extra luggage however the website did not allow this option, I therefore rung the contact number available on the website to make the purchase and to my surprise was told that I could purchase the extra baggage only once I arrive at the airport, only after questioning the lady on the phone, I was told that in fact I could not take an extra suitcase but only pay for extra kilos in the luggage which I already have (£15 per kilo from the suitcase I already have). Unfortunately, I have already brought and paid for an extra suitcase from London to Lisbon with the expectation that I would be able to take it to Cape Verde. Im highly disappointed with the service I have received thus far, I usually take this trip with TAP however decided to try something new and now I am being charged an additional £450 for a suitcase. This was extremely unclear across the website and now I have no choice but to throw away my suitcase with all my belongings as the price of this was not advertised.",False,,Business,Economy Class,Lisbon to Cape Verde,August 2019,,,,,1,,,False
"""flight to Boston cancelled""",1,2019-07-23,"Terrible airline. Our flight from Ponta Delgada to Boston cancelled due to plane issues in Boston. We were told that we needed to stay in line until they wrote on names and phone number on a piece of paper then told to leave airport and they would contact us when our new flight would be booked. Waited 24hrs without a call had to return to airport to try to get answers and let them know that 2 of the 4 in my group were diabetic without any more medication due to cancellation. They didn’t care at all, I had to plea with them to finally get on the plane Monday night from Saturday original flightt. We were not given any compensation for hotels food etc. Cost us in 2 days of hotels additional $400.00",True,,Family Leisure,Economy Class,Ponta Delgada to Boston,July 2019,2,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""experience was terrible""",1,2019-07-19,"Ponta Delgada to Toronto. The worse flight and airline I have taken in my extensive 43 years of extensive travel. A 2 hour delay became almost a 6 hour delay in total between issues with crew, boarding, gate availability and more. The food was horrible, the crew were rude and the experience was terrible. On top of everything we are still on the plane after landing 45 minutes ago as we taxiing from gate to gate being told that there are issues (on our way to our 3rd gate now). I don’t understand how an airline can be so poorly run and how they coordinate so poorly with it’s crew. I don’t blame SATA for the gate issues (thank you Pearson airport) but everything else has been their fault. It’s 2019, all other airlines are doing better than you. Glad there’s more competition to the Azores. Stay away from SATA",True,,Business,Economy Class,Ponta Delgada to Toronto,July 2019,2,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Do not trust this airline""",1,2019-07-19,"Not Verified |  Ponta Delgada to Lisbon. Do not trust this airline. My husband and I booked our trip to the Azores, from there we booked a flight from the Azores to Lisbon Portugal. We booked our flight with SATA airlines. We arrived at the airport to catch our flight to Lisbon only to receive an SMS text saying our flight was cancelled and we were being put on a flight 7 hours later than. Not only did they put us on the last flight of the day to Lisbon but they wouldn’t even put us on any waiting lists for earlier flights. We lost a day of our vacation thanks to SATA. Do not book or put your trust in them.",False,,Couple Leisure,Economy Class,Ponta Delgada to Lisbon,July 2019,1,1,"<span class=""star fill"">1</span>",2,1,,1,False
"""option to fly middle row economy""",1,2019-07-16,"Flight cancelled but not told about it until I showed up at the airport even though they had my cell number and email address. I was sent to a very long ground service line staffed by one person. Despite holding a business class ticket out of Delgada to Boston, I was only given the option to fly middle row economy in the back of the plane on a United flight through Newark 25 hrs after my original booking getting in to Boston 30hrs later than my original ticket. They put me up in the 69 euro/ night airport hotel in Porto for 24hrs. Despite asking, no compensation for the difference in price of the business class ticket. I paid an additional $244 to United to upgrade the seat to economy plus as I am very tall and find United economy seats painfully short of leg room.",True,,Business,Business Class,Porto to Boston via Delgada,July 2019,1,1,,1,1,,,False
"""refuse to give compensation""",1,2019-07-15,"Terceira to Lisbon, cancel the flight and refuse to give compensation according to EU law.  They refuse to take responsibility and lie to you. Perfect example how an airline should not be run.",True,,Business,Economy Class,Terceira to Lisbon,July 2019,,,,1,1,,,False
"""better leg room than some""",8,2019-06-05,Not Verified |  I was concerned when I read so many poor reviews but if anything it prepared me for the worst which did not happen. Flight was on time. Check in a breeze. Plane was spotless and better leg room than some airlines. I never expect fine dining on planes so I prepare by bringing some snacks. In saying that - the food was fine. And they refilled your wine or beer free. I also downloaded some movies on my iPad so we had our own entertainment - perfect. Coming back the flight was delayed an hour due to an issue with the incoming Toronto flight so you can’t do anything about that. They contacted me on my phone to advise me if the delay. All n all a very good flight!,False,,Couple Leisure,Economy Class,Toronto to Ponta Delgada,May 2019,5,5,"<span class=""star fill"">2</span>",5,5,,,True
"""canceled our tickets""",1,2019-05-14,"Ponta Delgada to Ile de Terceira. A deplorable company, which canceled our tickets without telling us (not an email, not a message), then resell them and tell us the day of boarding that the plane is full. A contemptuous customer contact, no help, no advice, no refund proposal. This setback has made us miss a match in Terceira and another in Lisbon. Today, after making us lose a fortune in airline tickets, the customer service of SATA turns a deaf ear, but we have not finished with them.",True,DH2,Couple Leisure,Economy Class,Ponta Delgada to Ile de Terceira,April 2019,2,1,,1,1,,,False
"""Worthless customer service""",1,2019-05-10,"Terceira to Ponta Delgada. After a delay on Terceira we were stuck for 7 hours. Our vacation was seven hours short because of the delay. According to European law you should receive compensation for this. After 5 months I only received an email back from the airline with just an excuse. I transferred the further mail changes to the travel agency where we had booked our vacation, but the airline still refuses (after 7 months) to pay for our vacation loss. Worthless customer service that can only be reached by e-mail.",True,,Couple Leisure,Economy Class,Terceira to Ponta Delgada,September 2018,2,2,,1,1,,,False
"""Cabin crews were efficient""",10,2019-05-03,"FNC-PDL-YYZ, May 1 2019. A Great Experience. Easy online check in, friendly baggage drop off at Madeira airport where flight left early. Airbus 320 and 321 planes on both segments were clean. Cabin crews were efficient and cared about all passengers. Lunch service on the first 2 hour segment included an OK sandwich and a generous pour of wine! Dinner service on the FNC-YYZ segment - including more good Portuguese wine - was better than previous flights I have taken with Azores. Flight deck announcements were complete and non intrusive. Inflight entertainment which is available only through a downloadable app could be improved. In short, I am a fan of this small airline. I also respect the reviews of customers that point out when things fall off the rails they really fall off! However, in my personal experience over the years of flying in the winter months with Azores, there have been weather delays but connecting flights have been held and there have been no serious screw ups.",True,A320 / A321,Couple Leisure,Economy Class,Funchal to Toronto,May 2019,4,5,,5,5,,,True
"""experience was a rather good""",8,2019-05-02,"Toronto to Lisbon. My experience was a rather good one. Flights were on time, the food was decent, there was enough leg room for my 5'11 self. The only issue I had was trying to get in touch with customer support (which I never managed to do via phone) but they were able to fix my issue at the gate so all was well. I would recommend SATA Azores  to any travelers on a budget.",True,,Solo Leisure,Economy Class,Toronto to Lisbon,April 2019,4,4,"<span class=""star fill"">3</span>",4,5,,,True
"""22 hours of layovers""",1,2019-04-17,"Boston to Ponta Delgada. Worst experience of my life, bought this ticket because it was the quickest route, they have canceled/changed my flight 4 times in the first 5 hours of travel. My flight will now be a total of 12 hours flying 22 hours of layovers. The staff at the check in is rude and no one answers their contact phone number. I’m trying to work with my credit card to get the cost of the return flight canceled but I think I’m just going to buy a ticket from a reputable airline and cut my losses.",True,,Business,Economy Class,Boston to Ponta Delgada,April 2019,1,3,"<span class=""star fill"">1</span>",1,3,,,False
"""crew was friendly""",9,2019-04-02,"YYZ-PDL-FNC. Easy on line check in and baggage drop at Pearson airport. The first leg on a new Airbus was 30 minutes late leaving and arriving but we caught up on the second leg and landed in Madeira on time. The connecting flight was on an old reliable Q400 turboprop. Both flights were full but crew was friendly and the meals were edible. Planes were clean. On the PDL-FNC leg, they even gave out celebratory pastries called malassadas as a pre Carnival treat.",True,Airbus / Q400,Couple Leisure,Economy Class,Ponta Delgada to Funchal,January 2019,4,5,,5,4,,,True
"""staff were great""",9,2019-04-01,"Terceira to Lisboa. The flight departed a bit late, thus arriving 15 minutes late. No explanation or apologies offered. Still, the service was very good, staff were great, even when dealing with a medical emergency on board.",True,,Couple Leisure,Economy Class,Terceira to Lisboa,March 2019,4,5,,5,5,,,True
"""flight was uneventful""",9,2019-03-31,"Santa Maria to Ponta Delgada. My first inter island flight. Boarding went well, staff were nice. The flight was uneventful, taking only 20 minutes. I would advise to ensure that flight magazines are well kept and not torn apart.",True,,Couple Leisure,Economy Class,Santa Maria to Ponta Delgada,March 2019,5,4,,5,5,,,True
"""nice and helpful""",8,2019-03-30,"Ponta Delgada to Terceira. We were told to board and, while in the queue, were advised that there was an issue with the plane. Everyone was sent back to sit, but were kept informed. The plane was some 20 minutes late. Staff were very nice and helpful.",True,,Couple Leisure,Economy Class,Ponta Delgada to Terceira,March 2019,4,5,,5,5,,,True
"""Flight was good""",7,2019-03-30,"Lisbon to Santa Maria. My friend got an alert saying the flight was delayed, but I didn’t get anything. Later she got another alert saying the flight was back on time. The aircraft and crew were not SATA, but were professional and polite. Flight was good and a snack is provided.",True,,Couple Leisure,Economy Class,Lisbon to Santa Maria,March 2019,5,5,,4,5,,,True
"""not ignore the mistreatment""",4,2019-01-27,"On 26th December I took a flight from Toronto with connecting flights in Porta Del Gado and Lisbon and a final destination of Seville, Spain. Unfortunately the Azores flight from Ponta Del Gado to Lisbon was delayed due to operational technicalities within the Lisbon airport, backing up the airport for most of the day. As a result I arrived in Lisbon minutes before the initial scheduled boarding for my next TAP flight was set to take place, fearful that I would miss it. I received a text message to my phone from Azores Airlines stating that my next flight had been delayed itself over one hour, however, given the timing, I was still cutting it close. Upon arriving at my TAP boarding gate I was made aware that the flight I was set to take next was indeed delayed two hours itself, meaning that I had made it in time and would be able to fly out shortly. After getting to the front of the line awaiting to board, the TAP attendant told me, quite matter of factly, that my ticket had been sold due to my past flights delay, and that my next flight would not be for another 10 hours. Naturally I was shocked, and disappointed not only to spend 10 additional hours in the airport, but for the fact that my plans made in Spain would not take place, losing an entire day of travel. Upon pleading with the attendee she told me that it wasn't her dilemma, offering no consolation and asking me to take it up with the Azores officials, as it was not a TAP issue that my ticket was given away. I then tracked down the Azores customer service department. They told me they were sorry for what had happened, however there was nothing they could do, seemingly confused with the events that had taken place. The representative told me all they could offer me at that moment was two 10 Euro vouchers for lunch and dinner at the airport. I found this an incredible lack of compensation given the loss of a day of travel, 10 hours spent in an airport, as well as no prior communication as to my ticket being sold. After inquiring about my luggage, it was only after my question that she explained to me they had no track on its whereabouts. I was then forced with the task of lining up for nearly an hour to find my luggage from the lost and found, and lining up again to check my bags for my next flight. The next several hours were as one could expect. Not the ideal setting for the first day of one's holiday. The lack of adequate customer service, the lack of communication, as well as the lack of compensation is astounding in my eyes. The fact that I wasn’t made aware of this decision the airline had made for me, especially after receiving a text message previously with an update, is astounding. I cannot believe how I was treated between the two airlines on this day. Compensation in the form of two meal vouchers for a loss of a day of travel, poor service and 10 additional hours in an airport is comical. I have never voiced a formal complaint in this manner, however, given these circumstances I simply could not ignore the mistreatment. I am a frequent flyer and often travel to Europe. This is a very deterring event when considering Azores Airlines in the future. Any sort of response given the situation would be appreciated.",True,,Solo Leisure,Economy Class,Toronto to Lisbon via Ponta Delgada,December 2018,4,4,"<span class=""star fill"">2</span>",2,2,,2,False
"""we are trapped in PDL""",1,2018-12-05,"Departure flight cancelled, moved back 1 day costing us additional hotel costs. And that was the nice part! On the return, flight delayed 8 hours! We take off, plane unsafe, return to Lisbon, chased down the runway by fire trucks. Sit up all night. Fly to Ponta Delgada early in the morning. No flights to Canada that day. Friday flight may or may not go on Sunday. Now there are passengers backed up as we found out Thursday was cancelled. And we are trapped in PDL. During this 3 days of hell, not only was there zero helpful communication from their staff when they did speak to us it was lies and abuse. I was shoved by one of their staff after we complained about waiting 1.5 hours to get our luggage back so we could go to the hotel. At least that was better than Friday, no hotel, no meals.",True,,Couple Leisure,Economy Class,Lisbon to Toronto via Ponta Delgada,October 2018,2,2,,1,1,,,False
