header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""would happily recommend""",9,2016-01-23,"Southampton to Leeds Bradford with Eastern Airways, and found the flight pleasant. Boarding quick and cabin crew seemed friendly enough. The flight was a little pricey, but then all internal flights are. Aircraft (Saab 2000) was in good shape, but you could tell it's age judging by the decor of the cabin, but seats were quite comfortable. Was a bit annoying as on the return flight, my seat reclined when I leaned back without me pressing the button. Overall a good flight and would happily recommend to anyone.",False,Saab 2000,Solo Leisure,Economy Class,SOU to LBA,December 2015,5,4,,5,4,,True,
"""no staff available""",1,2016-01-22,"Humberside to Aberdeen with Eastern Airways, and the first time I have flown from Humberside and it will be the last. Arrived at the airport two hours before departure to check in for my flight only to find that Eastern Airways had no staff available on the check in or on the customer service desk. Contacted them by phone and was told that no one would be available until an hour before flight departure. Great customer service.",False,,Business,Economy Class,HUY to ABZ,January 2016,3,4,,2,2,,False,
"""mattered as a customer""",10,2015-12-15,"First time I have used Eastern Airways so wasn't quite sure what to expect however I was very pleasantly surprised at the experience. The price was £98 return Leeds/Bradford to Southampton. This is about £40 more than the cost of driving. It would also take 10 hrs in total driving (especially through roadworks on the M1). The flights were both on time and took less than the scheduled 65 mins. Check in staff very efficient, including fast-track through security (nice touch). Price also included a 15kg suitcase. Complimentary mints handed out at take off and landing, also offered complimentary drinks and crisps during flight. When was that last offered on a domestic flight on budget airlines? The plane as an older turboprop plane but clean and comfortable with lots of legroom. I will certainly use again and thanks to all the staff for restoring my faith in air travel as we all know how tedious it can get. I actually felt I mattered as a customer for once. Well done guys.",False,,Solo Leisure,Economy Class,LBA to SOU,December 2015,4,5,,5,5,,True,
"""very cramped and noisy""",3,2015-11-25,"I have to fly with Eastern Airways when traveling to and from work so I fly with them at least twice a month from Scatsta to Aberdeen. I have never known a flight to either land or depart on time, they always have delays on this route and its very time consuming. The planes we use are very cramped and noisy. If i didnt have to fly with this company for work I would not bother to fly with them again.",False,,Business,Economy Class,Scatsta to Aberdeen,November 2015,1,4,"<span class=""star fill"">1</span>",2,2,,False,
"""will not be using again""",4,2015-11-10,"I have been using Eastern Airways for about a year now, traveling between Humberside and Aberdeen for Business. I started to notice that when I booked some flights it would say only 4 seats left and I would have to pay the middle tier over £200 one way! It was always the case I got on the flight to find that there would be about 11 people on there and plenty of empty seats, what extra did I get for the higher price - nothing, same seat as the £165 one, nothing different. After spending a lot of money with this airline, I now travel on train to another airport and I can get 2 flights, 2 trains for less then the lowest fare available with Eastern Airways, even flying across the sea I can get cheaper then a domestic flight. Trouble is some people are stuck and have to use the local airport, but if the prices do not start to come down, they will end up pushing everyone to other airports and little airports like Humberside will end up closing. It's just greed, if other airlines can fly at £60 a seat for a domestic flight, then why cant they? I will not be using again.",False,,Solo Leisure,Economy Class,Aberdeen to Humberside,October 2015,1,1,,2,1,,False,
"""found the flight comfortable""",9,2015-10-15,"Flew Newcastle to Birmingham with Eastern Airways for the first time today, and found the flight comfortable and flight attendant polite, courteous and professional. The plane was loud but that's to be expected for a small plane. I would definitely recommend and fly again with them.",False,,Business,Economy Class,Newcastle to Birmingham,October 2015,4,5,,3,4,,True,
Eastern Airways customer review,1,2015-07-25,I have used Eastern Airways for a number of years as my commute to work in the offshore industry. They have always been expensive and have the monopoly on this route. I note when another carrier recently went into completion with them for the Aberdeen route from Leeds Bradford their prices dropped dramatically. I used to book the zonal route pass which bought 6 return flights with full flexibility for around £1700. For my last 6 return flights I booked the 13.10 to DTV. Eastern Airways after accepting my booking and payment cancelled 4 of them on the return portion for operational reasons which were half term holidays and such like. I had to take a later flight which got me to my destination later than had I used the train at a significantly lower cost. The last two flights from DTV to Aberdeen were late and cancelled also. Technical problems sometimes occur and have to be accepted but it seems much more common lately. This airline is unreliable and accepts bookings offering flexibility and then removes the flexibility. I note another offshore workers review states that nobody within the industry has a good word for them and I agree with his statement. A budget airline experience at premium prices. I am now travelling by train,False,,Business,Economy Class,Aberdeen to Durham Tees Valley,June 2015,2,3,,1,1,,False,
Eastern Airways customer review,10,2015-06-19,"Surprisingly good. First time with Eastern. Good check-in at NWI airport, quite efficient and speedy (except for the Norwich airport surprise tax) Boarding on time, nice friendly greeting on board. Good seating (1x2) - I chose the single seat. Good legroom, surprising good all round seat, quite impressive for a small airline. Inflight good, nice coffee and biscuits. A sandwich would have been nice but it was only a short flight. Cabin crew good and attentive. Good communications from cockpit and cabin crew. On time departure and early arrival. Nice to see a crew route around bumpy weather. Good all round experience.",False,Saab 2000,Business,Economy Class,Norwich to Aberdeen,June 2015,5,5,,4,4,,True,
Eastern Airways customer review,10,2015-06-04,Due to a family bereavement I had the need to make a day round trip from Leeds to Southampton. Two options were available to me train or fly down. Despite not having flown for 25 years I chose the fly option based on cost and obviously journey time. What an excellent choice I made: I booked with Eastern Airways and had an extremely pleasant trip. Check in was efficient the flight crew were attentive offering light refreshments and warm towels on both legs and both flights were on time despite some very inclement weather on the approach to Leeds/Bradford. The aircraft was a Jetstream and although quite small I found it to be clean comfortable and surprisingly quiet for a turbo-prop. I have no hesitation in recommending Eastern and would use them again. The experience restored my confidence in flying!,False,,,Economy Class,,,4,5,,,5,,True,
Eastern Airways customer review,,2015-04-12,Tuesday 7th Aberdeen-Newcastle. Service is terrible. I fly Aberdeen to Newcastle and know many who travel the same route through working in the offshore industry nobody has a good word to say. Prices are a fortune and customer service doesn't exist. I believe Aberdeen got voted the worst city in 2014 and when you deal with the staff at Eastern in the airport you can see why. Lazy and no sense of helping a paying customer a £211 one way flight paying customer. Sorry to tar all of the staff with the same brush as I'm sure there are good ones in there i just haven't met them in the last 9 years of using Eastern. I thought Bristows would improve things but nearly a year past and still the same dire service. Needs must though i'm afraid so until the day comes when Flybe or someone takes over then I'm stuck with Eastern.,False,,,Economy Class,,,,,,,,,False,
Eastern Airways customer review,10,2014-12-18,Just flew in this evening from Aberdeen to Southampton via a short (25 minute) stop-over at Leeds-Bradford. Very short queue for check-in was followed by fast-track through security and then a very pleasant 45 minute wait in the Eastern Airways lounge before boarding. Aircraft was a comfortable clean fast and relatively quiet Embraer ERJ135. Very pleasant and hardworking stewardess went out of her way to ensure passengers were safe and comfortable. Complimentary drink and snack on both (short) legs and warm flannel were most unexpected and in stark contrast to other economy airlines. Flybe's service on this route is very much the poor relation.,False,,,Economy Class,,,,,,,,,True,
Eastern Airways customer review,1,2014-11-12,Flew from Newcastle to Cardiff on the 6th November 2014. Arrived at the airport in good time to be told that the 0.640 flight to Cardiff was being combined with the 07.40 flight to Birmingham. This was due to that only 7 people were due to fly on the Cardiff flight and it wasn't economically viable to run the flight. Got bounced to the 07.40 flight to Birmingham which eventually arrived in Cardiff just under 2 hours late. Poor show planes are shabby seats are hard and the cost is astronomical. If your final destination is not near Cardiff consider alternative options. My journeys end was in Bath and it took just as long what with getting the bus from the airport to the railway station and then the train journey than by either train all the way or by driving. Will not be using Eastern again.,False,,,Economy Class,,,,,,,,,False,
Eastern Airways customer review,9,2014-05-28,Birmingham to Newcastle 23rd May. Lightly loaded (just me and another passenger). Greeted by pilot onto plane and given comprehensive brief. Shown to seat by hostess who was very professional served complimentary drinks and snacks when airborne. Seat comfortable flight smooth despite inclement weather on time and bade farewell at the exit by co-pilot. All for about same price as a single train ticket. So very happy to recommend based on my experience.,False,,,Economy Class,,,4,5,"<span class=""star fill"">3</span>",,5,,True,
Eastern Airways customer review,2,2014-03-22,Fly Aberdeen to Norwich and back. Customer service is very poor they are not helpful. The seat's are worn and hard. Crew don't care for the passenger's. I will be flying BMI from now on about the same price but far better service.,False,,,Economy Class,,,,,,,,,False,
Eastern Airways customer review,1,2014-03-04,Started flying regularly from SOU-LBA following FlyBe's withdrawal of the route. Never thought I would say it but bring back Flybe! The timetable appears to just be general guidance and not something they worry about too much fares are extortionate can't take hand baggage on board planes shabby and noisy. Have given up and started to use the train.,False,,,Economy Class,,,,,,,,,False,
Eastern Airways customer review,,2013-09-25,Durham Tees Valley to Aberdeen and return leg.££450 return - overpriced. Seats: old uncomfortable and worn out. Free booze and a bag of crisps and a tracker bar - really nutritious! Cabin crew: rude and stressed!,False,,,Economy Class,,,,,,,,,False,
Eastern Airways customer review,10,2013-08-18,First class service on the Cardiff to Newcastle route. On time staff were friendly and helpful in which was a very professional service. Would recommend.,False,,,Economy Class,,,5,5,"<span class=""star fill"">5</span>",,3,,True,
Eastern Airways customer review,1,2013-05-27,Norwich-Aberdeen and Aberdeen-Norwich route. Absolutely atrocious service late departures cancelled flights at the last moment and worse of all no customer care in fact you are treated with competent. What a breath of fresh air it is when you use BMI better service better inflight foods.,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,2,2013-04-16,Two words unreliable and expensive. Travelling on the 17.35 Aberdeen to Leeds flights consistently get delays. The Aberdeen Eastern Lounge is just a chatter of moans about the standard of service on all routes. If it wasn't for the fact Eastern are the only carrier out of Leeds to Aberdeen they would lose to competition! If you are wanting an on time flight don't rely on Eastern!,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,3,2013-03-05,Regular Newcastle to Aberdeen flyer weekly price is sky high and service is flaky at best regular tech issues cancelations etc. When you complain you get the standard reply if you don't like it use another carrier! They know they are the only ones with the route. On the one occasion I missed my flight (Aberdeen traffic) cost me another £205 to get home so total flight cost - £350. Flights to USA are less. ABZ to LDN £80. Need some competition on this route.,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,10,2013-02-26,I booked Eastern for the Aberdeen to Leeds flights on a regular basis last year. The fleet at the time included Dash 8s as well as the Saab 2000 Jetstream and Embraer types and I still use them now for their Bristol connections. Complimentary service on-board (including wines and spirits on evening flights!) friendly cabin crew and (generally) very punctual timings. You do pay a premium but then anyone who's ever experienced a LowCo at their worst will be glad to part with the extra to avoid that experience. Mainly used by business people I feel - the free copy of the Spectator was an added bonus as were the boarding/landing sweets and hot towels. A throw back to the old days perhaps? A consistently good value and high class full fare product.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,3,2012-12-05,Punctual generally reliable and a good selection of routes around the UK. Fares are extortionate planes very uncomfortable and noisy. Cabin staff tend to be rude and abrupt. They need to remember we are paying customers and deserve a little courtesy not just being barked at in a bad tempered way. A bit of customer service training wouldn't go a miss.,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,,2012-12-05,Booked a return flight from Aberdeen to Leeds/Bradford which was cancelled approx 2 hours before departure which meant spending the night in Aberdeen in order to fly direct the next morning at 09.25 although Eastern airways did offer the opportunity to fly via the Midlands with a coach journey from there to Leeds/Bradford. This alternative flight was subsequently delayed until 12.15 and passengers for Leeds/Bradford were then told that due to 'technical problems' we would be flying to Humberside and would be transported to Leeds/Bradford by bus. On arrival at Humberside 6 of us were put in a taxi and the driver said the journey would take approximately 2 hours. On arrival at Leeds/Bradford the driver stopped at the barriers saying that he did not wish to enter the car park because he would have to pay. I spent more time on the road than I did on the plane. The return flight thankfully was without incident. The cost of the journey was almost £300 return but cost me far more in delays and cancellation. I will never travel with Eastern Airways again!,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,5,2012-10-30,Flew Aberdeen to Teeside on several occasions. Service was good but no more than you would expect. I have flown to Orlando for less than they charge for a return flight to Aberdeen. I work with people who get return flights from Aberdeen to Manchester for 1/3 of the cost that Eastern charge from Aberdeen to Teesside. How do they get away with this.,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,,2012-06-04,I fly to the oil rigs all the time and I've never had such a poor and frustrating service. Eastern airways are consistently late and they never tell you. I really hope another airline comes to Aberdeen to provide a professional service the price Eastern Airways charge they should be embarrassed of they service.,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,9,2012-01-31,Newcastle - Cardiff same day return. Flights left on time and arrived early both ways. Only around 9 passengers outbound but a full flight on return. Crew were very good as is always the case with Eastern. Fast-track security at Newcastle is a welcome bonus! You only get what you pay for!,False,,,Economy Class,,,,,,,1,,True,
Eastern Airways customer review,10,2011-12-09,Newcastle to Cardiff return. Once we arrived at Newcastle it was simple and easy to check-in Eastern Airways passengers are able to use the fast-track security lane at Newcastle. Boarding the aircraft was quick and easy partly due to the aircraft only been a small Jetstream 41. The aircraft was clean and tidy all hand baggage was loaded into the hold and coats hung up in a wardrobe at the front of the aircraft due to the limited space. I arrived in Cardiff and was through the airport in less than 10 mins. Eastern are efficient and well organized. The return flight was just the same however the aircraft was delayed 30 mins due to high winds. I will be definitely flying them again in the future!,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,8,2011-08-27,Humberside-Aberdeen return. Flights on time although hand baggage limitations were strictly adhered to because of the size of the aircraft. Service great throughout. Small Jetstream turboprop better to get a seat on the left if it's full. On the return Eastern Airways have a dedicated security channel in Aberdeen and a small lounge which has a few snacks and drinks. Onboard was limited to two alcoholic beverages per person.,False,,,Economy Class,,,,,,,1,,True,
Eastern Airways customer review,,2011-08-09,Flew Leeds to Newquay via Bristol. At check-in we were told to stay on the plane at Bristol. Talking to a passenger during the flight he said the flight was going from Bristol to Southampton. The flight attendant confirmed this and seemed to have no idea we (and others for Newquay) were on the flight. At Bristol she told us to get off where we found they were arranging a bus to take us to Newquay. Return from Newquay 4 days later - our luggage was put on our flight we were just about to board when the flight was cancelled although nothing was wrong with the plane. Luggage was taken off and for 3 hours we were given conflicting information about what was to happen. Departure times were given and then altered and ultimately another aircraft arrived from Birmingham and we got to Leeds 4 hrs 25 mins late. I flew rather than drove at significant extra expense to save hassle and time.,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,9,2011-07-25,Newcastle-Birmingham. Flew out and back on a Saab 41 Turbo Prop with 29 seats. There was surprisingly a lot of leg room which was welcome. One member of cabin crew was very efficient and the captain kept us up to date when we encountered a 20 min delay. On the short flight we were served complimentary drinks and snacks. Very good professional airline.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,9,2011-06-30,Newcastle-Bergen (return) - On the way out we travelled on the Saab Aircraft the bigger of the two turbo props. Flight was fine only one cabin staff nice flight we took off earlier than expected and landed early too. On our return we travelled on the smaller of the two turbo props much smaller than the one we travelled out on but again only one member of staff in the cabin. On both flights We were offered sweets just before take off and then complementary drinks during the flight. I would certainly recommend flying with Eastern Airways.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,2,2011-03-19,Eastern used to be a small punctual good airline with ok planes great staff and excellent service that flew point to point for a lot of money. Since their takeover of SouthWest they have managed to become a bigger delay-bound second-rate airline with bumbling buses for aircraft that fly through places you don't want to get off at for a lot of money. Even their staff say openly how low they have stooped. It's a shame that Eastern have given up. No more sloe gin Spectators or quite good G&T's.,False,,,Economy Class,,,,,,,1,,False,
Eastern Airways customer review,10,2010-10-12,Birmingham to Newcastle returned. Both flights very pleasant friendly cabin crew who were polite. Free drinks on board including alcohol and a pack of crisps. Would fly Eastern Airways again unfortunately they don't fly to very many destinations. Only negative is flights are quite expensive.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,9,2010-06-22,Southampton-Durham Tees Valley. Check in speedy and departure on time. Fantastic cabin crew and smooth flight arrived early. I'd recommend Eastern to anyone.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,8,2010-06-17,Newcastle to Bergen return: We were flying on the smaller of their two aircraft and there were a total of four passengers plus one flight attendant. All four passengers were seated in the very rear of the plane most likely to balance the weight due to the small aircraft. The good thing about flying with Eastern was that probably it was included in the cost of the tickets but passengers are allowed to go through the Fast Track security line. Also at Newcastle International terminal gate 31 is exclusive for Eastern. The terminal lounge was tiny and had bowls of sweets and copies of their inflight magazine. The downside is that the aircraft is very noisy so one has a problem hearing the inflight announcements and the aircraft seems to feel turbulence being so tiny. Also if you need to use the toilet try not to otherwise it's located in the rear of the plane behind a door that you need to be sure is securely locked or you risk giving a show. I could not for anything find a sink but there was a bottle of hand sanitizer that was available. The flight from Bergen there was no dedicated terminal lounge. The so-called complimentary refreshments on both flights were only drinks and either a packet of sweet or savoury snacks. The flight from Bergen the flight attendant offered hot towels just prior to landing. This wasn't offered on the flight from Newcastle. The flights were over an hour each and I think they could and should have served sandwiches considering they advertise how they are a cut above the other airlines. Perhaps it's due to mounting costs but other than those tiny packets of snacks they bombarded us with sweets before and during the flights. The sweets are not the best quality too. Return flight had a total of twelve passengers and one flight attendant. As stated in earlier reviews it seems as though Eastern doesn't have a huge customer base so I'm not sure how they manage to exist.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,7,2010-03-10,Leeds-Bradford to Southampton plane was about half-full which seems fairly typical from the other reviews. Price was higher than Flybe but my employer paid . Everyone else also looked to be travelling on business - ie. no-one else would have been paying the fare themselves either. I suspect Eastern should be OK with the financial numbers if they can charge high amounts and half-fill the plane - this would be equivalent to quite a high loading (80%?) at Flybe prices. Flight itself was good helpful stewardess a very professional outfit. Excellent that they offer free Fast-Track at LBA - ideal for an early morning flight. Speaking of which they fly to Southampton earlier in the morning than Flybe which again is useful. It's also a really handy route Leeds to the south coast.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,10,2009-09-17,Have flown with Eastern several times now and found everybody friendly and helpful. At last an airline that cares about you - useful when a connection is missed owing to fog delays! It may cost a little more (although no hidden add-ons so not a lot of difference) but far better than the cattle trucks.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,10,2009-08-24,Southampton-Liverpool Saab 2000 very good product. The price you see is the price you pay no hidden charges. My concern is low passenger numbers this my third flight with Eastern all have been well below 50%.,False,,,Economy Class,,,,,,,4,,True,
Eastern Airways customer review,5,2009-07-17,Flew with Eastern NCL-SVG as they offered more suitable schedule over Widerøe who I would normally fly with. Tiny J41 with 18 passengers for the 1h30 flight. Hand baggage had to be surrendered at aircraft steps as limited space onboard (bag was laptop bag size) so keep hand baggage to a minimum if you really want it in the cabin. 2 cups of tea shortbread hot towel and sweets before take-off and landing all complimentary made such a difference to the flight. Flight attended very friendly and welcoming and flight deck kept you well updated on arrival time and weather. Would fly Eastern again however price can be very steep so book as soon as you know the dates of your holiday - it pays off to book early!,False,,,,,,,,,,,,False,
Eastern Airways customer review,5,2009-07-12,Have flown Eastern quite a few occasions now and always found them informative efficient and friendly. Prices are a bit high although I travel on business and do not pay myself.,False,,,,,,,,,,,,False,
Eastern Airways customer review,5,2009-06-28,SOU-NCL return. More expensive than Flybe but much better product. My concern is only 6 pax up 9 back on Jetstream 41might have been slack day but these load factors cannot be profitable. Hope they continue as all routes been competition.,False,,,,,,,,,,,,False,
Eastern Airways customer review,2,2009-05-10,Just booked a flight to Los Angeles return cheaper than an Aberdeen-Humberside return - which is now close to £400. Still only half filling the plane and a huge customer base of offshore workers waiting for them to lower the price.,False,,,,,,,,,,,,False,
Eastern Airways customer review,5,2009-03-21,IOM-NCLNCL-ABZ. Great little airline very personal service form the point of check-in to inflight service. Both flights only half full so made the experience very pleasant. Extremely efficient and takes the edge in levels of service.,False,,,,,,,,,,,,False,
Eastern Airways customer review,4,2008-11-09,First time on Eastern - Stansted to Manchester return. Excellent aircraft and service however only four passengers on board going up and twelve coming back in a 29 seater. Reason I suspect is cost - could have flown to Dubai and back cheaper. I hope they survive as they are something different but Eastern must look at their pricing structure.,False,,,,,,,,,,,,False,
Eastern Airways customer review,5,2008-10-28,IOM-BHX return. Comfortable for a small plane punctual friendly. And cheap: or at least as cheap as Flybe for the same route (taking into account the extra charges I would have paid to Flybe). At Birmingham the Eastern boarding card allowed me access to the fast-track security queue (not that it helped) and a business lounge. The flight back arrived 15 minutes early and from leaving my seat on the plane to leaving the airport was an amazing 5 minutes (including collecting baggage from the carousel).,False,,,,,,,,,,,,False,
Eastern Airways customer review,5,2008-10-20,Southampton To Angers return. On time attentive staff champagne nice snacks totally perfect. I notice some people complaining about the prices? In my opinion the price reflects the service and represents excellent value for money. I hope they continue with these lesser used routes.,False,,,,,,,,,,,,False,
Eastern Airways customer review,5,2008-10-09,I've previously flown with Eastern Airways between MAN-INV / LBA-INV but low cost airline FlyBE forced them to quit these routes earlier this year. Eastern Airways maybe a little pricey but professional excellent service and friendly staff makes up for it. I welcome Eastern Airways' return on these routes!,False,,,,,,,,,,,,False,
Eastern Airways customer review,5,2008-10-01,Leeds Bradford to Southampton with Eastern Airways. Efficient friendly check in at LBA swift boarding and an on-time departure. Clean smart aircraft although I wouldn't like to do a longer trip on the J41! Informative captain friendly professional cabin crew. Offered drinks including champagne and snacks which was fine for the short flight. Arrived at SOU 10 minutes ahead of schedule. Very impressed with this airline and would use them again on this route.,False,,,,,,,,,,,,False,
