header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""Cabin staff did an OK job""",5,2020-05-03,"Not Verified |  The airplane was almost new and was in good condition. Departed and arrived on time. No problems with the checked bags. The seat back was a bit on the thin side (the new 'slim' seat design). Seat back video screen worked fine but the selection of movies, TV programs, etc. was rather limited but OK for a night flight. Food was good but not outstanding and it was served quickly after departure. Check-in at PPT started only about 3 hr. before departure. Cabin staff did an OK job but were not outstanding. As the plane departed at midnight most people wanted to go to sleep rather than anything else. Overall the flight was as good as or slightly better than flights offered by United Airlines.",False,Boeing 787-9,Solo Leisure,Economy Class,Papeete to Los Angeles,March 2020,2,3,"<span class=""star fill"">2</span>",2,3,,,True
"""One of the worst airlines""",1,2020-04-23,"Los Angeles to Papeete in December 2019. One of the worst airlines I have ever flown in my life.  Not only are they incredibly rude, and very poorly managed, you should see the letter I got from their CEO - no CEO in their right mind would ever write something as stupid and rude as this - it is truly incredible Air Tahiti Nui does not deserve your business, fly Air France and/or United to and from French Polynesia instead.",True,,Couple Leisure,Economy Class,Los Angeles to Papeete,December 2019,1,1,"<span class=""star fill"">1</span>",1,1,,,False
"""quick and efficient service""",10,2020-03-24,"Papeete to Los Angeles. We left for Polynesia just before Covid-19 blocked North America. Our flight had more than 150 empty seats. The plane was very clean, very welcoming, very colourful and the service on board was impeccable! But the 5 stars is especially justified with our return flight. We had to return to Canada long before our planned return and having bought our tickets through an agency, it was up to them to make the changes. It goes without saying that the agency was completely overwhelmed and therefore unreachable and of no help! So we called ATN and spoke to 3 different people, all 3 were kind, patient and helpful than the others! In the end, we were able to dodge our agency and modify our tickets free of charge, for the same evening. In these times of crisis, even the staff at check-in and onboard were very welcoming and helpful. Congratulations to the entire ATN team and thank you for your quick and efficient service! | Nous sommes parti pour la Polynésie juste avant que Covid-19 ne bloque l'Amérique du nord. Notre vol avait plus de 150 places vide... l'avion était très propre, très accueillant, très coloré et le service à bord était impeccable ! Mais les 5 étoiles se justifie surtout avec notre vol de retour. Nous avons du revenir vers le Canada bien avant notre retour prévu, et ayant acheté nos billets via une agence, c'était à eux de faire les changements. Il va sans dire que l'agence était complètement débordé et donc injoignable et d'aucune aide! Nous avons donc appelé ATN et avons parlé à 3 personnes différentes, toutes les 3 plus gentilles, patientes et serviables les unes que les autres ! Au final, nous avons pu esquiver notre agence et modifier nos billets sans frais, pour le soir même. En ces temps de crise, même le personnel au check in et à l'embarquement ont été très accueillants et serviables. Bravo à toute l'équipe d'ATN et merci pour votre service rapide et efficace!",True,,Couple Leisure,Economy Class,Papeete to Los Angeles,March 2020,4,5,"<span class=""star fill"">5</span>",5,4,,,True
"""I would look elsewhere""",1,2020-02-13,"This was the first time flying Air Tahiti Nui.  My goal was to fly from LAX to PPT (Tahiti) then PPT to BOB (Bora Bora). The nightmare started on our flight from LAX to PPT. Discovered Air Tahiti Nui does not have a designated ticket counter so you can only check in 2 hours before flight departs. This caused an issue because in order to gain access to any club lounge you need a boarding pass. Our flight arrived in LAX about 5 hours before the LAX to PPT departed so had to sit and wait in LAX for 3 hours until Air Tahiti Nui ticket counter opened. By that time there was a long line of people and the staff at Air Tahiti Nui did not seem to care how fast they processed people. So we were not able to go to our lounge and eat and relax so we had to pay for our lunch and stand around because of very limited seating in the lobby of LAX. After checking our bags we went to the gate displayed on my ticket and on the overhead boards and on my flight app. Several people started going up the the gate ticket counter asking why boarding had not started with only 10 minutes before our flight was suppose to depart. No answers. Staff simply did not seem to care. Five minutes before boarding an announcement was made of a gate change to 153 which was about 1/2 mile away all the way down to the other end of the concourse. We ran to the the other end only to wait 1.5 hours to board with more delays and no explanation. During this time I talked to a couple the long time LAX employees. They stated this happens all the time with Air Tahiti Nui. During our flight we purchase exit row seats. The Air Tahiti Nui staff allowed long lines to queue up and use our exist row areas as acceptable areas for people to stand and stretch, causing people to step on our feet several times. We brought this to the attention of the staff but they did not seem to care. Service was touted a very friendly and a great Tahitian experience. Do not believe what they tell you and show in their slick ads. We had a similar experience on way back. Sorry but once from LAX to PPT and PPT to LAX was enough. There are a lot of other airline choices like Air France etc. I would look elsewhere. Hopefully this review helped describe our experience. Even more concerning is we did not find Tahiti the friendly place to stay either. Expensive, and not very customer service orientated",True,Boeing 787-9 ,Couple Leisure,Economy Class,Los Angeles to Papeete,December 2019,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""very unprofessional service""",4,2020-01-01,"Not Verified | Auckland to Papeete. From unannounced menu changes to wine that although listed on the menu was unavailable with cabin crew staff who very conveniently ""forgot"" passenger requests, a very unprofessional service. On an Emirates scale of 1 to 10 (with Emirates at 10), this outfit rates a 4 on a par with Air Fiji. Never again!",False,Boeing 789,Couple Leisure,Business Class,Auckland to Papeete,December 2019,4,2,"<span class=""star fill"">1</span>",4,2,,,False
"""we had no reimbursement at all""",1,2019-11-13,"Los Angeles to Papeete. We used this airline to reach Polynesia for our honeymoon. We read good reviews about this and that's the reason why we opted for this company for the most important trip. When we arrived at the airport in Los Angeles we found out our flight was cancelled without any previous warning. Reason: there was no pilot! Bad organinzation at the airport and had to wait hours in a queue and lost one entire day of honeymoon stuck in LA. Worst thing is that we had no reimbursement at all as the company is not European and doesn't follow any European rule for reimbursment as the flight doesn't leave or reach an European country. Won't use with company anymore! Much better to prefer Air France to reach Tahiti, as prices are the same, but customers are protected as I found out Air Tahiti Nui often behave like that.",True,,Couple Leisure,Economy Class,Los Angeles to Papeete,August 2019,1,1,"<span class=""star fill"">1</span>",1,1,,,False
"""asked for a full refund""",1,2019-10-24,"We were boarding on a flight by Air Tahiti Nui from Paris to LA going on a short trip. After an hour delay we were told the flight is delayed till next day due to a thunder striking the plane. We were located to hotel to wait for a flight next day. Next day we were told the flight is delayed for one more day. Overall we lost two days and there was no point to go to LA for us anymore, we missed everything and lost a lot of money. We didn’t go in a flight and asked for a full refund I didn’t mention other expenses we had due to this I only asked for a 2 tickets refund. We received the refund later but 150 were deducted. I emailed few times to ask for a reason? I received no reply. We lost so much due to this situation and all I was asking is give the money back for a ticket.",True,,Couple Leisure,Economy Class,Paris to Los Angeles,September 2019,,,,1,1,,,False
"""Staff very helpful / attentive""",9,2019-10-15,"Not Verified |  Los Angeles to Tahiti with Air Tahiti Nui. Plane was very clean, useful little bag of goodies, (ear buds, socks, night visor, etc) Food and drink - wonderful. Far better than domestic US flights Staff very helpful / attentive - made a very long flight better! Well Done!",False,,Couple Leisure,Economy Class,Los Angeles to Tahiti ,October 2019,3,5,"<span class=""star fill"">5</span>",4,5,,1,True
"""never been treated so badly""",1,2019-09-11,"Not Verified |  Papeete to Auckland. Customer portal down September 8th and 9th, so cannot event put a complaint through, no email back from their customer service yet. I went to the Papeete airport at 6am for my 9am flight. Checked in, baggage, everything. As the departure time drew near, we were none the wiser on the delay. Finally 9am rolled around, and they told us it would be another hour delay. More and more time was added, and none of the announcements were legible. Finally they tell us the flight is cancelled. They make us walk out of the airport in the heat, and go through customs which took a very long time. Then, we were forced to cue in a line to find out when the next flight was available. Everyone waited in line for an hour. When I got to the front of the line, they told me it was up to me to find my own accommodation and that the next flight was 1am the next day - and to provide them with my email and phone (which I did, I also provided them with the Air BNB host where I was staying cell number). Luckily, they had a spare room at the Air BNB. I racked up a huge cellphone bill trying to get the car company to not cancel my rental, which, they did anyway. My host drove me to the airport the next day at 10pm. We get there to find the place empty, and security telling us that the flight was cancelled. I go to the Air Tahiti Nui office that is at the airport, and I ask why I was not emailed or phoned about this. She Shrugged her shoulders and said it was not her fault. I asked her what I am supposed to do, and luckily, the Air BNB had a couch I could stay on as every hotel was booked. I went back to the place, and awoke at 6am again. Finally on the 3rd day I boarded my flight to Australia.  I have traveled to a number of tropical island places, and I know, things work a bit slower on island time. But honestly, the customer service was rude, and horrible. I have never been treated so badly - and had such a horrible experience.",False,,Solo Leisure,Economy Class,Papeete to Auckland,August 2019,2,3,"<span class=""star fill"">1</span>",1,1,,1,False
"""staff really nice and kind""",6,2019-08-29,"Paris to Papeete via Los Angeles. New plane which is nice but actually less comfy. The older planes where on a 2-4-2 seats set-up, newer are on a 3-3-3 set-up, which give you less room on your seat. Food is okay, poor choice of entertainment but great staff, really nice and kind.",True,,Couple Leisure,Economy Class,Paris to Papeete via Los Angeles,August 2019,2,4,"<span class=""star fill"">2</span>",5,3,,,True
"""Poor experience""",4,2019-08-26,"Poor experience from Los Angeles to Papeete. Due to mechanical issues on our previous flight we lost the connection so we were booked on next available flight. We have paid for premium economy, which was unavailable on the flight we were re booked for. We tried on the phone and in the airport to get an upgrade from Air Tahiti Nui given the fact that we paid for premium economy, we had experienced an emergency landing because of mechanical issues,we were celebrating our 25th anniversary and they had empty seats in business class. They did not try to accommodate us at all and kept asking for 1400 US per person. The airplane was old, seats uncomfortable, very narrow and entertainment was a joke with very little options and very old movies. On the way back we flew the Dreamliner which was a better experience but food was a disappointment.",True,,Family Leisure,Economy Class,Los Angeles to Papeete,August 2019,2,3,"<span class=""star fill"">1</span>",2,3,,1,False
"""a sweaty 8 hours""",3,2019-05-12,We flew from Los Angeles to Papeete and back with Air Tahiti Nui. Both planes were very hot and the food was not good. You do not have your own air control like on most flights. It was a sweaty 8 hours.,True,Boeing 787-9,Couple Leisure,Economy Class,Papeete to Los Angeles,May 2019,3,3,"<span class=""star fill"">2</span>",3,2,,,False
"""Good service, but poor food""",6,2019-04-10,"Tahiti to Los Angeles. Good service, but poor food. The Airport processing and waiting was unbearable. It took over an hour to checkin. Departure was delayed and the temperature had to be in the high 30’s. On the flight to Tahiti the second serving of food was frozen and we told the staff on board but they couldn’t have cared about that.",True,,Couple Leisure,Economy Class,Tahiti to Los Angeles,April 2019,3,3,"<span class=""star fill"">2</span>",3,3,,,False
"""business class is old""",5,2019-03-15,"Air Tahiti Nui is basically the only airline that flies to French Polinesia. The business class is old, and the seat do not recline to 180°. It's a very long flight from any airport. I flew from Japan and it was a 12 hours flight. The aircraft is very loud, there is no privacy in the business seat. The food is really good and the staff are really polite. The entertainment is quite poor.",False,A340,Solo Leisure,Business Class,Tokyo to Tahiti,August 2018,2,4,"<span class=""star fill"">3</span>",3,3,,,True
"""on board service is appalling""",2,2019-02-27,"Auckland to Papeete. A new Boeing 787-9, good spacious seats on Business class. We had a bulk seat 1A. Even though close to the galley I did not hear any rattling. Entertainment is very poor. This review is about the cabin crew on board service. It is appalling. They do the minimum at the cabin. No helping to set up your tray for dinner. No food order taken. They look fed up. I experienced their service to be rude, distant, unenthusiastic and Unfriendly. If you ever go to PPT fly with air New Zealand.",True,Boeing 787-9,Couple Leisure,Business Class,Auckland to Papeete,February 2019,3,1,"<span class=""star fill"">1</span>",2,1,,,False
"""Terrible customer service""",3,2019-02-25,Los Angeles to Papeete. Terrible customer service. Our return flight was originally booked on 2/6 from Tahiti to LAX. They notified us that they cancelled this flight due to schedule change.They gave us the option to leave a day earlier of the next day. We had already booked our non-refundable hotel room by this time so we inquired if we left a day earlier if they would cover our hotel cost for the night of the 5th. Verbally they assured us they would cover it so we locked in the 5th. They did say however that we would need to file a claim online with them. Which we did. We eventually got an email that said they aren't going to cover the cost of our hotel and we would need to go through travel insurance for reimbursement. Too bad we didn't have a current travel insurance plan. We called to try to get compensated in some way so we requested a free upgrade to premium economy. They said they might not have room but will add notes to our reservation for the ticket counter staff to upgrade us if there was room. 3 hrs before departure we arrive at the ticket counter and they had no idea what we were talking about as there were no notes added. They called their supervisor and we were declined due to no available seats. We board the plane and lo and behold there must have been at least 20 open seats in premium economy when the doors were closed. Lie upon lie upon lie. The only nice thing we found about this airline was the plane was a nice new 787 and the flight attendants were very accommodating.,True,Boeing 787,Family Leisure,Economy Class,Los Angeles to Papeete,February 2019,3,4,"<span class=""star fill"">3</span>",1,3,,3,False
"""customer service is terrible""",1,2017-05-13,"✅ Verified Review |  On January 17th, 2017 me and my husband travelled from Los Angeles to Auckland, New Zealand. Our flight with Air Tahiti Nui delayed almost 7 hrs because of mechanical issues with the plain in Los Angeles. When we informed the representative about our travel destination is Melbourne, she promised no problem, we will taken care of you and rebook you to other flight to make sure you reach your destination. Of course that was not the case. Because of the flight delay we missed our connecting flight in Auckland to Melbourne. Not Air Tahiti and not Air New Zealand helped us in any way when we ask help in the airport too. Both airlines pointed their finger to each other. The bottom line is we had to purchase 2 one way tickets for next day to Melbourne; cost us $800 dollars and we had to sleep in the airport in Auckland. I filed a complaint with both Airlines and I never heard back from Air Tahiti ever. I sent the e-mail to them 4 times without any acknowledgment or anything. Also, I tried to call them for a follow up, but the person on the phone told me I can reach their customer service only by e-mail. Their customer service is terrible. If you have any other airlines you can use, use other carrier.",False,,Couple Leisure,Economy Class,Los Angeles to Auckland,January 2017,2,2,"<span class=""star fill"">1</span>",1,1,,,False
"""positive aspect was the service""",5,2017-03-28,"✅ Verified Review | When booking my flight from Los Angeles to Paris, I was thinking about Air France. I came across Air Tahiti Nui as a quick and cheap departure option on Expedia. I wasn't too sure about this airline. When we got to Los Angeles International Airport (LAX), we stood in the check-in line. The lady checking in our luggage was very nice and professional. As she was checking our passports and wrapping the badges on our luggage, she warned us about frequent delays on this particular flight. As she anticipated, we were delayed for about an hour or more. This was imperative because we had a shuttle service in Paris who had our initial arrival time and had to wait for us. Anyway, we boarded the aircraft and noticed that our economy seats were very small and tight. For an 11 hour flight, these seats were terribly tiny and uncomfortable. The inflight entertainment was very limited. The movie selection was limited and there wasn't a variety of genres. The positive aspect of this airline was the service. The attendants aboard the flight were efficient, responsive, cooperative, and professional. I can't think of anything else to say about the staff. The food onboard the flight was just like your generic airline food. It was cold, slimy, and disgusting. I recommend purchasing food and snacks prior your flight in the terminal. Overall, staff was great but accommodations and passenger convenience weren't well.",False,A340,Family Leisure,Economy Class,Los Angeles to Paris,April 2016,2,5,"<span class=""star fill"">3</span>",2,3,,,False
"""cabin staff appeared only moderately trained""",4,2017-02-09,"✅ Verified Review |  Flew Papeete to Auckland with Air Tahiti Nui. The original plane we were to take had mechanical problems so we waited for 3 hours for another plane. It appeared that there was quite a bit of confusion with this and whilst waiting we noticed the very slow boarding and taking off process of other planes. When it came our turn, whilst all were on board it still took over a half an hour to count and recount passengers. The food on both flights to and from Papeete was substandard and in two cases inedible. The cabin staff appeared only moderately trained and made me wonder how they would perform if there was a problem. Tahiti and the surrounding islands and its people are wonderful. On a return trip I would select another airline. On arrival at Auckland airport, it took three hours to organise our accomodation due to missed connections.",False,A340-300,Couple Leisure,Business Class,Papeete to Auckland,February 2017,3,2,"<span class=""star fill"">3</span>",3,3,,,False
"""experience not to be renewed""",2,2017-02-04,"✅ Verified Review |  We booked Air New Zealand London to Papeete via Los Angeles. Flights from Los Angeles to Papeete are operated by Air Tahiti Nui. What surprised us that we were asked to check in at Papeete the proof of our flights Los Angeles to London while the flight was made in code-share with Air New Zealand. No online check in was possible, no seats were available by calling 72 hours before, but by miracle they were available at check in after getting the check in manager to assist. We kept our original seats. There is a limit to stupid systems. In short, an experience not to be renewed on Air Tahiti Nui. If this airline did not have the exclusivity on Papeete they would have disappeared a long time ago. 

Nous avons fait une réservation Air New Zealand Londres Papeete via Los Angeles. Les vols Los Angeles Papeete étant effectué par votre compagnie. Quelle ne fut pas notre surprise qu’on nous demande à l’enregistrement à Papeete la preuve de nos vols Los Angeles Londres alors que le vol était effectué en code-share avec Air New Zealand… Pas d’enregistrement en ligne possible, pas de places disponibles hublot en appelant 72 heures avant mais par miracle il y en avait de disponible au check in après avoir fait venir la responsable du check in. Nous avons gardé nos places d’origine. Il y a une limite à la bétise. Bref une expérience à ne pas renouveller sur Air Tahiti Nui. Si vous n’aviez pas l’exclusivité sur Papeete vous auriez disparu depuis bien longtemps.",False,,Business,Business Class,Papeete to Los Angeles,February 2017,2,2,"<span class=""star fill"">2</span>",1,2,,,False
"""service was practically non existent""",1,2017-02-02,"✅ Verified Review |  Los Angeles to Papeete (Tahiti) return. Both flights left over one hour late. While we were waiting for the plane to leave the terminal at LAX, the captain announced that we would be delayed for an hour to wait on 25 late passengers. After waiting for more than an hour and seeing a few passengers board, we finally left. This must have been the plane that was not updated as is mentioned in so many negative reviews. The tv screen in front of my seat had so many lines in it was not worth watching. What was so disappointing was the service on this flight which was practically non existent. Cups of water were served in the same size cups used in a water cooler and two would not equal one measuring cup. I received two before the crew retired for most of the flight. Drinks were served to the middle rows and when I asked for one, I was told she would come back but never did. When I pressed the call button, it was answered 5 minutes later by a male steward who said ""what do you want""? He returned with my drink order which was wrong. During most of the flight, the stewardess would walk by so fast that if you said something to get their attention, they were already 4 rows behind you. Never once did I see one walking down the aisles looking at the passengers faces to see if they needed anything. The return flight also left over one hour late. The breakfast served included a sausage that I believe was bad. No cruise is worth the 8 hours I had to spend on each flight. I ended up bringing my own snacks and water to make sure I would have some on the return flight.",False,,Couple Leisure,Economy Class,Papeete to Los Angeles,January 2017,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""staff very nice and helpful""",10,2016-11-24,"Papeete to Los Angeles. We really enjoyed flying with Air Tahiti Nui. The staff is very nice and helpful. The seats are colorfull, the screens are good quality with recent movies. Everything is free onboard. We really recommend this airline.",False,A340,Family Leisure,Economy Class,PPT to LAX,June 2016,5,5,"<span class=""star fill"">5</span>",5,5,,5,True
