header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""very pleasant and enjoyable flight""",9,2021-05-21,"Overall very pleasant and enjoyable flight, especially for the price point. (That basically places it directly against budget carriers like Jetstar and they are just in completely different leagues). The Rex domestic 737 fleets, as you may know already uses previous Virgin Australia planes, and the interior is essentially Virgin themed (Virgin colored head rests, bulkhead covers). Which don't get me wrong, it isn't a bag thing at all. This means at a budget rex price you get to enjoy full service carrier class legroom (same legroom ad Virgin Australia) and everything. There are also snacks provided during the flight (again, something you don't see often at this price point) along with a complimentary drink. Boarding is done via jetbridges for the front section of the airplane and stairs for the back section, to speed up turnover times. Overall, an excellent option that definitely introduces fresh competition to the other carriers serving this short Melbourne-Sydney route!",True,Boeing 737-800,Solo Leisure,Economy Class,Melbourne to Sydney,May 2021,4,5,"<span class=""star fill"">3</span>",5,5,,,True
"""will not travel again with Rex""",2,2021-05-04,"I booked the wrong way instead of MEL-SYD-MEL booked SYD-MEL-SYD same dates. Once I found the error, called 131713 and informed the same within 48 hours of purchasing the 6 tickets under single booking. This is 3 weeks before the flight. This girl charged $66 for each passenger although all six under single booking. Return flight cost $77 but 2 minutes route change cost additional $66 per passenger. Very unhappy and will not travel again with Rex.",True,,Family Leisure,Economy Class,Melbourne to Singapore,May 2021,,,,,1,,,False
"""Friendly customer service""",7,2021-05-03,Friendly customer service. Complementary snack and hot drinks were offered on board. Very reasonably priced - my fare included checked in luggage up to 23kg. Plane was on time Highly recommend this company.,True,,Solo Leisure,Economy Class,Sydney to Melbourne,May 2021,4,4,,3,5,,,True
"""friendly and service oriented airline""",10,2021-03-30,I took advantage of incredible airfares for a short trip to Sydney and can't fault my flights. From check-in to the Cabin crew especially Andy and all ground crew I interacted with everything was spot on. For a short flight they certainly delivered and I experienced the same on my return flight to Melbourne. It's about time Australia had such a friendly and service oriented airline.,True,Boeing 737,Solo Leisure,Economy Class,Melbourne to Sydney,March 2021,5,5,,5,5,,,True
"""one of the best flying experiences""",10,2021-03-29,"My family and I were amongst passengers on the first ever Gold Coast- Melbourne REX flight. We had one of the best flying experiences ever. Despite the technical issue, which was sorted out quickly, the crew remained polite and attentive. The passengers kept informed and updated, excellent service on board. Big heartfelt thanks to all flight attendants, Tup, Lucinda, Jordan, Tanya, Nicole and others. You have made us feel so welcomed and comfortable. Special thanks to the pilot, this was the softest take off, flight and landing ever. With endless compliments we highly recommend REX airlines to everyone.",True,Boeing 737,Family Leisure,Economy Class,Gold Coast to Melbourne,March 2021,4,5,,5,5,,,True
"""a fresh choice for Australians""",9,2021-03-22,"I flew on the new jet service this weekend past and I was really pleased - no, delighted - with the experience. The check-in teams and boarding teams at both SYD and MEL treated me like a valued customer and couldn’t be nicer. The crew were welcoming and continued that valued experience through to disembarking, and the ramp team handled my bag and delivered it without worry to me. The in-flight magazine’s page about in-flight exercises was really difficult to read. And I didn’t know it was a cash-bar only, I wanted to buy a drink but I only had my credit card. Also, Manage booking has been down for a while now. Otherwise, a fresh choice for Australians that places the customer’s airport experience at the core of the experience.",True,Boeing 737-800NG,Solo Leisure,Economy Class,Melbourne to Sydney,March 2021,4,5,,5,5,,,True
"""very much appreciated this kind gesture""",10,2020-09-13,"Not Verified |  I attempted to book a ticket online to travel from Dubbo to Sydney late 2/9/2020, for a 3/9/2020 flight. It was indicated that there were no seats available for the 3/9/2020 flight, so I booked for 4/9/2020. My Sister was dying in the Martor Hospital in North Sydney, and her Family called me 3/9/2020 to say she was in a critical condition. I phoned Rex, and spoke to a lovely Customer Service person. This person could see that I had tried to book online 2/9/2020, and said even though she was not supposed to, that she would change my flight from 4/9/2020 to 3/9/2020. Thanks to this wonderful person, I was able to be with my Sister before she passed on 4/9/2020. If I had taken the 4/4/2020 flight, my Sister would have passed before I got to say goodbye. I very much appreciated this kind gesture.",False,SAAB,Solo Leisure,Economy Class,Dubbo to Sydney,September 2020,4,4,,5,5,,,True
"""Consistently delayed""",1,2020-01-24,"Townsville to Cairns. Unreliable. Consistently delayed and then cancelled at the last minute with no warning. Worst airline in Australia by a long way. If you're booking with REX to save $50 or get a flight a couple of hours earlier/later don't risk it, just book with the real airlines.",True,,Business,Economy Class,Townsville to Cairns,January 2020,1,1,,2,1,,,False
"""commend flight attendant Georgia""",8,2019-08-13,"Not Verified |  I flew with Rex on 4 flights recently between Lismore, Sydney and Wagga, and return. All flights were on time, comfortable, and the service was very good. I particularly wanted to commend flight attendant Georgia on the Wagga - Sydney flight. She exuded a genuinely warm personality in every aspect of her work, from the friendly smile and pleasant voice to the competent service.",False,,Solo Leisure,Economy Class,Wagga Wagga to Sydney via Lismore,June 2019,4,5,,4,4,,,True
"""We were very impressed overall""",10,2019-08-09,"Amazing customer service - review delayed due to ill health. In May I was flown by Royal Flying Doctor Service to Adelaide where I spent 6 days due to a sudden, acute illness and after which I flew with your airline to Broken Hill where we had left our caravan so we could return to our home in Sydney for further medical care. Among the passengers on the flight were an elderly, frail woman and a woman returning to her regional home after shoulder surgery - I was feeling pretty fragile myself. We were all at the front of the plane and my husband and I were really impressed with the flight attendant, Abby, for whom nothing seemed too much trouble and who was very mindful of the particular issues the elderly lady and the post-surgery lady, both travelling alone, faced. Abby had a delightful demeanour and the service she provided was both efficient and compassionate. We were very impressed overall.",True,,Couple Leisure,Economy Class,Adelaide to Broken Hill,May 2019,4,5,,4,4,,,True
"""worst customer service""",1,2019-08-04,"Merimbula to Melbourne. The reception guy was extremely  rude with no customer service at all. We are from Western Australia but our luggage, instead of Melbourne residers', was picked out to be not coming back with us from Merimbula to Melbourne, due to weather condition. I missed out the announcement because I was outside of the waiting room. The guy at the reception at Merimbula did not have any empathy, or patience to explain the situation but rush and threaten me if I don't do as he said quickly he will let the pilot know to depart without me. The most frustrating day and the worst customer service I have ever encountered in my life.",True,,Business,Economy Class,Merimbula to Melbourne,July 2019,1,3,,1,2,,,False
"""delighted with customer service""",9,2019-07-25,"I was flying today from Albany to Perth and was particularly delighted with the customer service from Kiara. I am flying almost every week with different companies and I haven’t had a better flight attendant. It is very challenging to make people comfortable on a small plane like Saab SF340, but her attitude makes it very different experience. She is smiling and very friendly, very understanding in difficult situation.",True,Saab SF340,Business,Economy Class,Albany to Perth,July 2019,4,5,,4,3,,,True
"""the least reliable airline""",3,2019-07-25,"Perth to Albany. Rex is the least reliable airline I have ever flown. Around 50% of the flights I take are late and often by 4-6 hours. The worst thing is the late and casual way they inform you about your delay. You are typically 30mins from boarding and receive a text that the plane will leave in x hours and no excuse is given. I think they are half way through the contract on this route and I hope they lose the franchise. If you actually get on the plane, it is ok but cramped and tired. But you really can’t rely on Rex at all.",True,,Business,Economy Class,Perth to Albany,July 2019,1,3,,1,2,,,False
"""worst regional airline""",2,2019-07-01,"Perth to Albany. This is the worst regional airline I have ever had to fly. They are always late with very poor communication. Fortunately for them, there is no competition in the routes they fly. Otherwise they would not have a business. They should be ashamed of the poor service they provide.",True,,Business,Economy Class,Perth to Albany,July 2019,1,3,,1,2,,,False
"""kindness has humbled me greatly""",8,2019-05-28,Not Verified |  Just want to say a big ‘thank you’ to Julie in customer service! We had an unexpected death in the family & I had to change my teenage sons flights to get him home early. Julie was so kind & made sure the flight crew were aware that he may be a little emotional. She even went as far as to ring me an hour before his flight to reassure me that they were going to keep an eye out for him. Thank you. Your kindness has humbled me greatly.,False,,Family Leisure,Economy Class,Melbourne to Mildura,May 2019,,4,,5,3,,,True
"""highly recommend REX""",10,2019-02-21,"I have flown with Reginal Express or 'REX' as known locally several times previously. Last Thursday 14th February 2019 I boarded a flight back home to Adelaide from Mount Gambier where I had been on a business trip. I was greeted by Carly who was our flight attendant for the flight. I was pleasantly surprised by her level of service and professionalism. I can say every other time I had flown REX the service was good, although on this day it was outstanding. She made everybody on board feel welcome, she provided snacks and drinks to all passengers and walked the aisle regularly to enquire if any of the passengers required anything, I'd like to personally congratulate her on her level of service, well done! I would highly recommend REX to anyone flying regionally within Australia.",True,SAAB 340,Business,Economy Class,Mount Gambier to Adelaide,February 2019,3,5,,4,4,,,True
"""a very enjoyable experience""",10,2018-09-29,Monkey Mia to Perth. The flight attendant Kiara was such a delight. She was so welcoming and made every effort to make the flight as comfortable and enjoyable as possible. Her personality was a delight. I was lucky enough to have her on my return trip to Perth. So much nicer than the Virgin staff (Melbourne to Perth) who could barely crack a smile. Thank you for a very enjoyable experience.,True,,Solo Leisure,Economy Class,Monkey Mia to Perth,September 2018,5,5,,5,5,,,True
"""always delayed, overly expensive""",1,2018-08-25,"Sydney to Griffith. Always delayed. Overly expensive. Overall experience is beyond poor. 70% of the time I experience delays. The only reason I fly with REX is because no other airline goes to my rural destination. I understand delays are sometimes unavoidable, however, that should be the exception, not the norm!",True,,Solo Leisure,Economy Class,Sydney to Griffith,August 2018,1,2,,1,1,,,False
"""customer service is poor""",2,2018-08-24,"I have been flying to work with Rex airlines every week since December between Burnie and Melbourne. Unfortunately it is the only airline operating in this route so I have to put up with their poor service. 80 percent of the flights have been delayed. The customer service is poor so that you can`t even get a proper explanation why your flight is delayed. In one instance, my checked baggage got damaged while traveling from Melbourne to Burnie. My damage claim got rejected on the basis that the damage is reasonable. I just feel bad that I am a regular Rex airlines customer.",True,Saab SF340 A/B,Business,Economy Class,Burnie to Melbourne,August 2018,1,5,,1,1,,,False
"""relaxed approach to service and punctuality",5,2018-08-22,"Perth to Albany. Rex has a relaxed approach to service and information and punctuality. On board is very convivial - nice genuine service for the short flight, and with the pilots saying hello before you step up on board. But everything else can be weirdly substandard for 2018. Out of the last 8 flights on this sector, half have been delayed or cancelled. The fun starts with the latter. Little information or support is provided when things go wrong. You will receive no direction in writing what to do so listen carefully to the gate announcement if the plane is cancelled. ""Recovery flight at 7am. Be at gate around six"". That’s it. If you gave a hearing or sensory impairment, you are a bit doomed. There is an option to purchase a $5 insurance for delays at every ticket purchase. Probably a good deal given the frequency of delays. But little information on Website what to do if a delay. Also if the west coast, the call centre closed. So good luck! In summary, drive Albany to Perth if you can. If you can’t always purchase the insurance and make contingencies on travelling for business as it is not reliable. But if you get onboard and away on time, it is not an unpleasant experience!",True,,Business,Economy Class,Perth to Albany,August 2018,3,4,,1,2,,,False
"""the most outstanding cabin service""",10,2018-05-01,"Hats off to Rex for once again delivering the most exceptional service on their 7.20pm service from Melbourne to Albury on Friday 27th April 2018. From check in to boarding, from a laugh with the first officer at the foot of the stairs at how cold it was on the tarmac at Tullamarine, to the most outstanding cabin service. A particular staff member looking after us in the cabin always goes that extra mile to ensure not only mine, but everyone's comfort on board.",True,SAAB-340,Business,Economy Class,Melbourne to Albury,April 2018,4,5,,5,5,,,True
"""by far the best customer service""",10,2018-03-18,"Early morning Flight with Regional Express from Sydney to Moruya on 16 March 2018. The flight departed on time and was very comfortable. A huge thanks to the sole flight attendant on board. Not only was she cheerful and professional, her attentiveness to all passengers was by far the best customer service I have experienced in such a long time. 10/10!",True,Saab 340,Business,Economy Class,Sydney to Moruya,March 2018,5,5,,5,5,,,True
"""Absolutely fantastic service""",10,2018-02-08,Flew Mount Isa to Cairns. Absolutely fantastic service! Travelling with an infant at the age of 6wks on my own was a little daunting but Regional Express made the trip so comfortable and reassuring for myself and my baby. Would fly with them over a larger airline anytime. Thank You Rex!,True,,Family Leisure,Economy Class,Mount Isa to Cairns,February 2018,5,5,,5,5,,,True
"""reassured and comforted them""",10,2018-01-06,"My husband, 2 young boys, aged 4 and 7, and I flew to Merimbula for a holiday and we were allocated 2 x 2 seats in consecutive rows. My boys chose to sit together and my husband and I sat directly behind them. As we ascended, both of them started to panic, one feeling sick, the other saying he couldn’t breath. There was quite a scene which all passengers were witness to. I’d leaned forward to reassure them, but was obviously constrained by my seatbelt whilst the seatbelt sign was on. Our flight attendant, when safe to do so, came directly to my children’s side, knelt down to their level, and reassured and comforted them. She was completely forthcoming and generous in her care. My boys were instantly calmed.",True,,Family Leisure,Economy Class,Melbourne to Merimbula,December 2017,4,5,,5,4,,,True
"""Genuine customer service""",10,2017-10-17,✅ Verified Review |  Armidale to Sydney. A great country airline. Genuine customer service and hospitality. The whole experience was fantastic. The online booking was easy. The check in procedure was great. Onboard the solo flight attendant was exceptional. The catering was excellent. Comfort and safety outstanding.,False,Saab 340,Solo Leisure,Economy Class,Armidale to Sydney,October 2017,5,5,,5,4,,,True
"""offer my profound thanks""",10,2017-08-05,"✅ Verified Review |  I would like to offer my profound thanks to all Rex ground staff and our flight attendant for making my day of retirement so overwhelming. I have been travelling to Whyalla to work as a diagnostic sonographer for many years and I travelled back to Adelaide from Whyalla for the last time two weeks ago. The Sunday prior, on my arrival in Whyalla, Gavin met me at the airport and gave me the most exquisite gift of some miniature origami pieces he had made himself, a gift that moved me to tears. On the following Friday, on my departure for Adelaide, most of the Rex ground staff were there to farewell me with hugs and a very moving card. When I boarded the plane, Claudio indicated my seat which was festooned with a farewell sign and a bottle of wine! After giving his safety briefing, Claudio announced to the passengers that I was retiring and when he came with drink/snack service, I was presented with my own special cake! These wonderful people have looked after me for so many years and I consider myself so lucky to have known them.",False,Saab,Business,Economy Class,Whyalla to Adelaide,July 2017,5,5,,5,5,,,True
"""delayed nearly 3 hours""",5,2017-07-14,"✅ Verified Review | Regional Express flight from Albury to Sydney delayed nearly 3 hours. We were notified 45 mins before planned departure however not the reason. If this was a mechanical delay then it's reasonable to expect that if it is fixed early we can board early so we continued to the airport. However on arrival, we find it is a 'crew rest' delay so there is a fixed time delay which passengers should be notified about so that they don't have to wait in the airport while the crew sleeps.",False,,Couple Leisure,Economy Class,Albury to Sydney,July 2017,4,4,"<span class=""star fill"">1</span>",4,2,,,False
Regional Express customer review,6,2015-04-22,Flew ADL-PLO recently. Staff member at the gate was very unprofessional always on his mobile and was very dismissive of my query. Showed little interest in providing any level of customer service something as simple as boarding the 36 passengers on the flight seemed to be an inconvenience for him. On board flight attendant on the other hand was outstanding and looked after everyone on board very well even booking me a taxi inflight. Inflight service pretty good tea/coffee with snack and a Mentos for landing. The plane itself was very old being a Saab 340 I expected this but the plane has not even been modernised and the cold water tap in the toilet had been decommissioned and replaced with hand sanitiser. All up Rex operate like an airline that knows it has a monopoly on many of it's routes given the conduct of their ground staff and condition of their planes.,False,,,Economy Class,,,,,,,,,,False
Regional Express customer review,10,2015-03-04,I had the pleasure of flying this excellent little airline from Melbourne to Albury and return recently and have to report two excellent flights. The aircraft the Saab 340 was really comfortable and ideal for the 40 minute flight. I was really delighted to be greeted by the captain and solo flight attendant at the entrance of the aircraft and on both sectors. We were served tea coffee or water and offered a savoury or sweet snack. I was also really surprised about how comfortable and spacious the seating configuration was and I look forward to flying with the airline again. Well done Regional Express.,False,,,Economy Class,,,4,5,"<span class=""star fill"">1</span>",,4,,,True
Regional Express customer review,1,2015-03-04,This has become the worst airline in Australia from one of the best. I used to live in Wagga Wagga and regularly used Rex and it was fine then. Now I only use it to fly from Moruya where we have a second home to Sydney and it is always a really unpleasant experience. The check-in and gate lounge staff are really rude at Sydney (every trip it is the same) and the flight attendants are unpleasant and seem untrained. At Moruya the ground staff always seem very unprofessional. Last time (late January 2015) we had to fly to Moruya via Merimbula and were told to leave our hand-luggage on board and so I left a magazine on board. When I returned it had disappeared. I went up to speak to the flight attendant anxious whether cleaners might have removed it and taken it into the terminal and we might take off without it. She ignored me for several minutes before finding it (she had removed it - although we had booked the same seats right through of course - and the plane wasn't full so she should even have remembered us!) and returning it without a word of apology. I am hanging out for the day when another airline services Moruya and I never have to fly Rex again. We could get to Moruya from our home airport of Melbourne via Merimbula and a drive from there but instead we choose to fly to Canberra with any other airline and drive from there as we hate flying Rex so much.,False,,,Economy Class,,,,,,,,,,False
Regional Express customer review,10,2014-03-03,Flew Albury-Sydney return and what a great experience. Flight was delayed by about 5 mins departing Albury but assured we would land on time which we did. Service from single cabin crew was great with tea and coffee offered with a biscuit and a pack of snacks. Return was also great with pilot greeting us at the stairs and we took off pretty well on time. A bit bumpy out of Sydney which were warned about but cabin staff looked after us and landed in Albury about 5 mins ahead of schedule. Overall it was flying as it was meant to be.,False,,,Economy Class,,,5,5,,,5,,,True
Regional Express customer review,8,2014-02-12,SYD-LSY (Lismore)-SYD: this is a great little airline: good aircraft good service at check-in nice personnel service on-board and Lismore Airport and its terminal are a delight. I only wish REX serviced the main trunk routes in Australia as a 'boutique airline'. On-time performance and luggage arrives into the terminal before the passengers arrive.,False,,,Economy Class,,,,,,,,,,True
Regional Express customer review,10,2013-08-12,Flew Sydney-Albury with my 18 month child great friendly service at check in gave my daughter her own seat at no extra charge since plane was not full. Pram was over weight but accepted still free of charge cabin crew were just as great gave personal demonstration of how to put a child's life vest on. Was asked to wait for everyone else to leave the plane first in Albury before us and the flight attendant assisted us off with our carry on right through to the terminal. Would definitely fly with Rex again.,False,,,Economy Class,,,5,5,,,5,,,True
Regional Express customer review,10,2013-03-04,Albury-Sydney return in 2 days. Great service on the ground and in the air. Albury is a small regional airport so no lining up to check in and all done with a polite smile. Boarding very organised and I had paid extra ($4.00) for an exit row seat. One flight attendant who did a great job explaining what that meant. Took off right on time and landed in Sydney a few minutes late due bad weather. In flight we were offered tea or coffee and a snack and also water. Return trip was also great with the same seat (6 A) and the service was excellent. Landed 20 mins ahead of schedule and bags delivered at about the same time it took to walk to the terminal. Overall a great airline which serves many areas of regional Australia.,False,,,Economy Class,,,5,5,,,5,,,True
Regional Express customer review,9,2012-12-19,Merimbula to Sydney. This was my first trip with this airline and overall the experience was a positive one. Check in at Merimbula was efficient and polite. Boarding was on time and the hostess for our trip was extremely charming  smiling and chatting to passengers throughout the flight. Once in Sydney we were quickly bussed to the terminal and there was a very short wait for bags. Also found their fares quite reasonable if you book far enough ahead.,False,,,Economy Class,,,4,5,,,4,,,True
Regional Express customer review,3,2012-07-15,"When the flights work its a good service but 8 trips and 1 that is on time is not uncommon experience to orange residents. Constantly late constantly diverting to Bathurst constantly ""caught by surprise"" with busses and planes not working. Take my tip hire a car or catch the train/bus its quicker (6 out of 8 times I would have got there before the plane) and much cheaper.",False,,,Economy Class,,,,,,,1,,,False
Regional Express customer review,10,2012-01-27,Sydney to Albury. The fare was cheaper than some rivals on the route. Everything worked like clockwork from check-in to arrival. Check-in easy and friendly. Bussed out to the plane in a timely and orderly manner. Cabin comfort was quite reasonable given the size of the aircraft (Saab 340). The flight attendant gave personal and friendly service throughout the flight offering seconds of tea/coffee. The flight crew gave periodic updates including the fact that we were arriving 15 minutes early - amazing for such a short flight. The flight attendant personally checking with every passenger during the flight to ascertain if anyone wanted them to book ahead for a taxi and the offering of sweets prior to landing were charming touches. I'd happily fly Rex again.,False,,,Economy Class,,,,,,,4,,,True
Regional Express customer review,7,2012-01-24,Great airline but sadly airfares costing too much nowadays. Yes regional services are more expensive but why fly when a 2 hour car journey is far cheaper. Staff at BWT generally are rude arrogant and do not provide a friendly service. Trying to connect to other airlines from REX is a nightmare because of the huge disparities in luggage allowance and even worse when you connect to an international flight.,False,,,Economy Class,,,,,,,1,,,False
Regional Express customer review,8,2010-01-17,Coober Pedy to Adelaide. Nice experience. Check in at a little Bungalow in the desert friendly ground staff. Unhealthy snacks like chips or something sweet but they also offered drinks. Seatback was not able to recline.,False,,,Economy Class,,,,,,,4,,,True
Regional Express customer review,9,2009-10-26,SYD-Wagga. On time and friendly. Offered complimentary tea/coffee/water and a sweet or savoury snack for 1hr 15 min flight. My only concern with Rex is that with the props going it is very difficult to hear the flight attendant over the PA. Otherwise good and hard-working airline.,False,,,Economy Class,,,,,,,1,,,False
Regional Express customer review,5,2009-07-04,SYD-Parkes return travelling alone so had A seat (config is A-aisle-BC) the SAAB 340 is a good little plane and smooth. Friendly and efficient attendant both sectors. Tea coffee water and biscuits or chip snack served on this short 45 min flight. Good landings booking check-in boarding all quick and simple and the bag was on the carousel in Sydney as soon as I got inside.,False,,,,,,,,,,,,,False
Regional Express customer review,5,2009-06-26,Adelaide to Broken Hill return. What a great regional airline REX is. Our flights left and arrived on time. Boarding was pleasant and effective. FAs were pleasant helpful and efficient. A light snack was served on both flights. Check in fast and pleasant. Well done.,False,,,,,,,,,,,,,False
Regional Express customer review,2,2009-06-17,Have had to travel to Albury a couple of times over the last 3mthsand decided to try Rex. Check in staff at Sydney very friendly and helpful. Can't say same for Albury staff. There is no country charm from these check in staff. Perhaps Rex need to give some Customer service to these outlying ports where no one does regular checks on them. Cabin crew nice although on a one hour flight with only one cup of tea and snack rubbish not collected until top of decent.,False,,,,,,,,,,,,,False
Regional Express customer review,5,2009-05-21,Adelaide to Port Lincoln return. Inflight service is the best service includes choice of coffee tea wine or champagne + light snack muffin or savory snacks.,False,,,,,,,,,,,,,False
