header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
Iran Air customer review,8,2014-04-06,LHR-IKA-LHR on Airbus A300-600. The inbound flight is currently a bit long as planes need to land in Ljubljana for refuelling loosing 1hr on the actual travel time. The seats are very old and comfy plenty of legroom. The staff were professional and spoke very good English. My friend pre ordered a vegetarian meal and it was not a problem. The food was tasty. I asked for a second portion and got one without a problem. IranAir does not serve any alcohol but that's part of the current Iran experience I guess. Obviously given this is a rather old Aircraft they don't have personal screens but can only show films on a large screens but at least they showed a good film. I highly recommend IranAir.,False,,,Economy Class,,,4,4,"<span class=""star fill"">2</span>",,4,,,True
Iran Air customer review,5,2014-03-03,IR 232 THR-SYZ. When we reached the national Airport at Tehran our flight was 2 hours delayed without any further information. So had 2 hours before we could check-in. Entering an older Fokker 100 we were warmly welcomed by the crew. After takeoff we got a lunch box containing a sandwich with turkey some sweets and water. Afterwards they served also other soft drinks. Staff was always very friendly. So the flight was good only the delay was not so good.,False,,,Economy Class,,,3,4,"<span class=""star fill"">1</span>",,3,,,True
Iran Air customer review,7,2013-08-08,Booked flight from Tehran to Dubai. Flight time was 7am but had a 30 minute delay. Aircraft was old A320 but was clean. Staffs were friendly and the meal was great.,False,,,Economy Class,,,3,4,,,3,,,True
Iran Air customer review,8,2013-05-04,Bandar Abbas to Shiraz on a old Fokker 100. Check in staff pleasant but a little disorganized. The flight was on time the aircraft was clean my tray table was broken but not a huge issue. The meal was very generous for a 1 hour flight and staff helpful. For $25 this was value and would use them again.,False,,,Economy Class,,,4,4,,,5,,,True
Iran Air customer review,8,2012-12-17,I flew just from Tehran to Shiraz booked about an hour before scheduled departure. After checking in and going to the gate I was called over the speaker to go back to check-in where after much confusion I was then checked into a flight scheduled to leave in about 5 minutes from then. I have no idea why it was only me that was asked to do this or if I was the only passenger booked on the other flight! Anyway the new flight was delayed by about an hour with no explanation. It was a newish (for Iran anyway) A320 and a substantial snack was provided. Legroom good and staff friendly and welcoming. My bag was the first out at Shiraz. My powers of deduction tell me most airlines in Iran have a habit of cancelling underbooked flights and combining them together particularly in the current economic climate. So expect delays cancellations and full flights.,False,,,Economy Class,,,5,4,,,4,,,True
Iran Air customer review,7,2012-05-13,I usually fly London-Tehran (and domestic) flights on an A300 600. Food is to my liking and domestic flights are actually quite good - a full bottle of water in seat pockets.,False,,,Economy Class,,,,,,,4,,,True
Iran Air customer review,5,2012-04-10,I fly Iranair both within Iran and also on their international routes. Aircraft's are old but clean with generous leg room. Inflight service is very basic and on long flights if you can sleep you wont be missing anything. The food is good and the cabin crew are friendly. You can not rely on on-time performance so I would only fly them if I didn't have to make a connection. A very good airline for the money.,False,,,Economy Class,,,,,,,4,,,True
Iran Air customer review,8,2011-08-15,Kermansah-Tehran-Shiraz-Isfahan. Flights are on time and boarding well organised. Flight duration is short around 1 hr. Iran Air provides full meal service food tastes good. Friendly staff speak English. All flights with Fokker 100 aircraft which all looked well maintained.,False,,,Economy Class,,,,,,,4,,,True
Iran Air customer review,6,2010-11-13,HAM-IKA-HAM good service although cabin crew could be more friendly. A300-600 are very old but I felt safe. In Iran I never fly again with Iran Air. Fokker aircraft are old and shabby inside.,False,,,Economy Class,,,,,,,4,,,True
Iran Air customer review,1,2010-01-23,Tehran-Zahedan Economy. I am a regular traveller on this route probably flying to and from Zahedan from tehran about 12 times a year - an expert in terms of seating on these old A300 Fokker 100 and B727 aircraft. Always ask for seat by the exit door. You will otherwise experience severe cases of cramp and discomfort after each flight. The food on these flights normally comprises a cold platter two filled rolls a chocolate biscuit and an orange drink! A truly sad airline and even a sadder experience if you ever get to fly on one of these planes.,False,,,,,,,,,,,,,False
Iran Air customer review,3,2009-06-09,THR-IST-THR flights were on time. We flew an A300-600 which were comfortable. The crews were friendly served us iranian dishes with good quality but the tea was cold and tasteless.,False,,,,,,,,,,,,,False
Iran Air customer review,2,2009-04-26,Dubai to Shiraz last year. Rather than paying for a hotel for the evening we camped in the abandoned kids playground hidden behind a small house in the airport. Morning came and we were ready to leave our plane was not. We were told all sorts of nonsense 'the plane will leave tomorrow or the day after' 'the plane will leave in a few hours' 'the plane has broken down' 'there is bad weather preventing flying'. Twelve hours later we left. I spent 24 solid hours in Dubai airport. The best toilets are the oldest ones furthest away from the duty free shops they're less used so hence less filthy. Finally got on the plane and they'd crammed three flights together into a massive pre- revolution 747. I felt bad for the staff copping a lot of flak and working a 14 hour day. The flight was short and the delay mammoth but perhaps it was all worth it because we met so many people! In short fly Iran Air if you have free time wanting to meet some locals. If you're running to any sort of schedule do not fly Iran Air,False,,,,,,,,,,,,,False
Iran Air customer review,4,2009-01-13,Kuala Lumpur-Tehran-Kuala Lumpur. Aircraft was a 747SP. Check in at KUL handled by Malaysia Airlines. I requested a window seat but didn't get it (full flight). Boarding was about 30 minutes late. The seats were old and ragged. Entertainment on the main screen only (two Iranian films from the 1970s). Meal service good - two full meals provided. Great amenity kit handed out. The crew was friendly and attentive - they have pride in their airline even though it may not be the most modern. Arrival in Tehran was a little chaotic. Long queues and baggage claim. Overall it was a good experience. Paid $1100 Australian return for KUL-THR-KUL which was good value for two 7 hour flights. I would use them again - all part of the experience of going to Iran.,False,,,,,,,,,,,,,False
Iran Air customer review,1,2008-11-07,"I had 4 flights in July 2008 with Iran Air. There were the worst flights I've had in my life. The first flight was London to Tehran. The airplane was so old and the washroom was a big mess. The flight attendants were so rude and I’ve seen at least 2 load arguments between passengers and the attendants. The second flight Tehran to Tabriz. The airplane stopped in the middle of runway for the last minute maintenance. They didn't let us go back to the airport and we had to stay in the airplane for half an hour without air condition in mid summer. Well these are nothing comparing the nightmare I had when I was coming back from Tehran to London. The flight had 5 hours delay; which seems normal. There were at least 50 passengers among those people including me had a connection flight to other destination. When we asked the status about our next flight; which we lost it we've been told every thing has been organized and they already reserved a seat for our destination. Even though the Pilot in the airplane made a commitment few times that every thing is ok and we don't have to worry about our next flight. It was a joke. When we arrived to London nothing was organized and Iran air office even didn't know we are coming. When we asked about our connection flight he said"" Why did you come here? I already called Iran and asked them not to send them here!” After fighting about 3 hours we got the hotel to stay over night in London. I lost one day work and flew to Toronto with British Airways next day. My advice is never taking Iran Air.",False,,,,,,,,,,,,,False
Iran Air customer review,4,2008-09-30,Tehran-Isfahan-Shiraz-Tehran flight. I went on a 90s Fokker 100 from Tehran to Isfahan and to Shiraz (leased or bought from Iberia since some of the signs were in spanish) which was comfortable. The ticket only cost $30 for each leg. The service was a lot better than I expected finding bottled water in the seat pockets (luxurious compared to the 2 dollars you have to pay to get a cup of water with American Airlines) giving me a mint before the flight and serving a Snack. The seats were comfortable but I did not try the bathrooms (I heard too many stories that they did not work). They had excellent service for handicapped (my grandmother was with me). Crew is kind and attentive actually serving to the passengers request but don't interact much or show emotions. Shiraz-Tehran we took a Soviet era Tupolev 154m (which belonged to Iran Air tours) which while having the same service as mentioned above was extremely uncomfortable air conditoning broken and with all signs written in Russian - avoid Russian planes at all cost. Don't worry about your luggage since they take good care of them.,False,,,,,,,,,,,,,False
Iran Air customer review,1,2008-08-13,Copenhagen to Teheran and return with an old Boing 747-SP. I would rather to take a hike whole way next time to Teheran rather than flying with Iran Air. Cabins crew didn't care about passenger - when ringing them they never showed up. If you were lucky you could catch them when passing you.,False,,,,,,,,,,,,,False
Iran Air customer review,3,2008-06-03,Dubai/Tehran leg on an old Airbus. The flight was full with little room in the overhead bins. Airconditioning was not working while the plane was on tarmac so had to endure around 30mins of stuffy crowded cabin. Cabin crew handed out ice water upon request. Food was nice. Overall it met expectations (I was not expecting much) given the age of the plane I was just happy to be landing in one piece. Return leg on emirates was equally cramped but their food was excellent.,False,,,,,,,,,,,,,False
Iran Air customer review,3,2008-05-26,IKA-ICN business class. Flight attendants were helpful. Very old 747 SP aircraft. Flight was ontime and check-in efficient. Last bag on belt was mine at ICN as a business class passenger.,False,,,,,,,,,,,,,False
Iran Air customer review,3,2008-01-22,Amsterdam-Tehran-Amsterdam The flight from Amsterdam was on time with an Airbus 300-600. The cabin crew were friendly although they avoid smiles as much as possible. The headphone system did not work in my seat. The food was nice. The return flight has 2.5 h delay due to heavy snow but in general I was satisfied of their service considering the old plane and other facilities.,False,,,,,,,,,,,,,False
Iran Air customer review,3,2007-12-12,Karachi to Tehran Tehran to Mashhad and then Tehran to Damascus and Damascus to Tbriz trbriz to Tehran and from Tehran to Karachi. On international routes service was quite good food is hot and good quantity while the domestic routes the food is not hot nor tasty. Service at airport was good but there is a room for improvement. Cabin staff friendly helpful. Flights were usually on time the planes were old Russian on domestic routes that were so uncomfortable.,False,,,,,,,,,,,,,False
Iran Air customer review,3,2007-10-09,Check-in is efficient. Fokker aircraft are ok while the Russian Tupolev aircraft should be avoided at all cost. The snack provided was standard. The staff was generally friendly. All in all an average airline.,False,,,,,,,,,,,,,False
Iran Air customer review,3,2007-10-09,Check-in is efficient. Fokker aircraft are ok while the Russian Tupolev aircraft should be avoided at all cost. The snack provided was standard. The staff was generally friendly. All in all an average airline.,False,,,,,,,,,,,,,False
Iran Air customer review,,2007-04-19,Heathrow to Tehran return. The plane was elderly but clean and everything worked. Cabin staff friendly and hard working throughout the flight. Food good and plentiful and drinks were brought when requested. It appeared to me that the senior cabin staff member was a woman who was professional and businesslike. All staff were approachable and I held a conversation in English with several of them. Behaviour in my section was very good although in another section there were very noisy children. No alcohol on board of course. Check in and clearance through customs and baggage collection was reasonably quick and straight forward. I had one internal flight to Shiraz which was excellent. The only entertainment on the flights to/from Heathrow was a subtitled film in Farsi so take a book or i-pod. All in all a good experience. The Iranian people were exceptionally friendly. A fascinating country well worth a visit.,False,,,,,,,,,,,,,False
Iran Air customer review,,2007-04-19,Heathrow to Tehran return. The plane was elderly but clean and everything worked. Cabin staff friendly and hard working throughout the flight. Food good and plentiful and drinks were brought when requested. It appeared to me that the senior cabin staff member was a woman who was professional and businesslike. All staff were approachable and I held a conversation in English with several of them. Behaviour in my section was very good although in another section there were very noisy children. No alcohol on board of course. Check in and clearance through customs and baggage collection was reasonably quick and straight forward. I had one internal flight to Shiraz which was excellent. The only entertainment on the flights to/from Heathrow was a subtitled film in Farsi so take a book or i-pod. All in all a good experience. The Iranian people were exceptionally friendly. A fascinating country well worth a visit.,False,,,,,,,,,,,,,False
Iran Air customer review,,2006-04-29,LHR-THR-SYR and THR-LHR. This airline is doing the best it can with the equipment it has. Elderly (I'm assuming pre 1979) B747-200 in both directions. IR unable to acquire new Boeings due to US trade embargo. Apparently they now operate a new A330 on some routes so perhaps this old girl is on her way out. The aircraft was clean enough inside and out but unavoidably threadbare inside because of her age. Little things like my reading light switch operating that of a seat in front of me bits of plastic hanging off the arm rest and one of the loos not flushing properly tell me retirement is long overdue. However all credit to IR maintenance staff for keeping her going as long as she has on this busy route! I'd heard about IR pilots’ legendary landing skills and can confirm that these were the smoothest I've experienced in 27 years of flying. More up to date equipment used on the short connecting flight down to Shiraz: Fokker 100. Seemed well maintained. In-flight service was fine. Food simple but plentiful and seemed less processed than on some western carriers. Crew are very hard working. Unlike western crews in economy they didn't vanish behind a curtain after the meal was served but constantly responded to individual requests for drinks. Mostly male crew quite senior and with an air of quiet competence. Attentive caring but not obsequious which conformed with the approach to service I experienced generally in Iran during my stay. Perhaps it's mandated by the proprieties of public inter gender relations in Iran but I remember a female crew member asking me if I'd like 'coffee or tea'....no smile but with an air of seriousness that one might use when making a sincere inquiry about someone's health. Quite charming really! Finally I'd like to echo the sentiments of a previous user in this forum by confirming that Iran Air are a cost effective means to get to a fascinating safe friendly and civilised country.,False,,,,,,,,,,,,,False
Iran Air customer review,,2006-04-29,LHR-THR-SYR and THR-LHR. This airline is doing the best it can with the equipment it has. Elderly (I'm assuming pre 1979) B747-200 in both directions. IR unable to acquire new Boeings due to US trade embargo. Apparently they now operate a new A330 on some routes so perhaps this old girl is on her way out. The aircraft was clean enough inside and out but unavoidably threadbare inside because of her age. Little things like my reading light switch operating that of a seat in front of me bits of plastic hanging off the arm rest and one of the loos not flushing properly tell me retirement is long overdue. However all credit to IR maintenance staff for keeping her going as long as she has on this busy route! I'd heard about IR pilots’ legendary landing skills and can confirm that these were the smoothest I've experienced in 27 years of flying. More up to date equipment used on the short connecting flight down to Shiraz: Fokker 100. Seemed well maintained. In-flight service was fine. Food simple but plentiful and seemed less processed than on some western carriers. Crew are very hard working. Unlike western crews in economy they didn't vanish behind a curtain after the meal was served but constantly responded to individual requests for drinks. Mostly male crew quite senior and with an air of quiet competence. Attentive caring but not obsequious which conformed with the approach to service I experienced generally in Iran during my stay. Perhaps it's mandated by the proprieties of public inter gender relations in Iran but I remember a female crew member asking me if I'd like 'coffee or tea'....no smile but with an air of seriousness that one might use when making a sincere inquiry about someone's health. Quite charming really! Finally I'd like to echo the sentiments of a previous user in this forum by confirming that Iran Air are a cost effective means to get to a fascinating safe friendly and civilised country.,False,,,,,,,,,,,,,False
Iran Air customer review,,2005-08-31,"I have flown on Iran Air for many years but our last couple of flights put me off. On one flight travelling with our little girl of 9 months there were no nappy changing facilities provided in the toilets. We asked one of the stewards and he said ""Is this your first time flying with Iran Air?"" (ie what do you expect from us). So we had to change the soiled nappy on the floor of the aircraft not very pleasant for the other passengers I am sure! The entertainment is next to nil. Iranian movies are shown via old-style projectors and often the headphone sockets dont work. On our flight the entire left hand side did not work (no sound). On a previous flights although seated in non-smoking some passengers insisted on smoking. I raised this with the steward and he was reluctant to impose authority and ask the passengers to stop smoking. I had to get up and do it myself which is what the crew should have done. The aircraft are very old and safety comes to mind. Overall control of passengers by crew is very low. Aircraft is still on the runway after touchdown and passengers are getting their hand-luggage and standing up without much intervention by the cabin crew.",False,,,,,,,,,,,,,False
Iran Air customer review,,2005-08-31,"I have flown on Iran Air for many years but our last couple of flights put me off. On one flight travelling with our little girl of 9 months there were no nappy changing facilities provided in the toilets. We asked one of the stewards and he said ""Is this your first time flying with Iran Air?"" (ie what do you expect from us). So we had to change the soiled nappy on the floor of the aircraft not very pleasant for the other passengers I am sure! The entertainment is next to nil. Iranian movies are shown via old-style projectors and often the headphone sockets dont work. On our flight the entire left hand side did not work (no sound). On a previous flights although seated in non-smoking some passengers insisted on smoking. I raised this with the steward and he was reluctant to impose authority and ask the passengers to stop smoking. I had to get up and do it myself which is what the crew should have done. The aircraft are very old and safety comes to mind. Overall control of passengers by crew is very low. Aircraft is still on the runway after touchdown and passengers are getting their hand-luggage and standing up without much intervention by the cabin crew.",False,,,,,,,,,,,,,False
Iran Air customer review,,2005-06-06,"Iran Air has very good inflight catering - the food is good quality and you have a choice of two entrees both hot meals. However there is a fleet of old Boeings which look like they should be retired and grounded soon and at 30000 feet you really start to think about things like that. Flight attendants are very friendly attentive helpful and courteous however they are also very casual when it comes to safety. They do not enforce safety rules as rigidly as Western or European carriers do and when I alerted one of them that someone had been smoking in one of the lavatories (very dangerous - one of the many causes of cabin fires) his answer was a mere ""really?"" and that was the end of it. Also passengers were leaving their personal belongings next to their seats where they were cluttering the aisles and one had to be careful not to trip over them and once again the crew members made no attempt to get them to stow their belongings in the overhead bins or underneath their seats. Inflight entertainment is generally a Persian movie with English subtitles and for those who do not speak or understand Farsi the small and fast-moving subtitles can cause your eye-muscles to work overtime. Another complaint I have is that the flight attendants made no attempt to remind those seated in the non-smoking section to put their cigarettes out and being an asthma sufferer I had to remind three passengers in my vicinity that they were seated in the non-smoking section. They did have the good grace of putting out their cigarettes but I did not like being in that position. That was the flight attendants' job not mine. I would like to end my comments on a positive note however. Iran Air offers you the opportunity to fly for half of what Western carriers would charge you making travel to the Middle East easy and affordable. It also offers you the opportunity to experience Persian hospitality which is as old and ancient as Persia (Iran) itself. Crew members are delightfully pleasant and accomodating. Connections between Iran Air and other carriers serving European hubs are generally good and this particularly benefits expatriate Iranians living in the United States or Canada who wish to fly back to the old country on vacation with easy connections in Europe. For business travellers destined to other points in the region Iran Air is a good choice as it services most major airports in the Gulf and Middle East as well as some in Central Asia.",False,,,,,,,,,,,,,False
Iran Air customer review,,2005-06-06,"Iran Air has very good inflight catering - the food is good quality and you have a choice of two entrees both hot meals. However there is a fleet of old Boeings which look like they should be retired and grounded soon and at 30000 feet you really start to think about things like that. Flight attendants are very friendly attentive helpful and courteous however they are also very casual when it comes to safety. They do not enforce safety rules as rigidly as Western or European carriers do and when I alerted one of them that someone had been smoking in one of the lavatories (very dangerous - one of the many causes of cabin fires) his answer was a mere ""really?"" and that was the end of it. Also passengers were leaving their personal belongings next to their seats where they were cluttering the aisles and one had to be careful not to trip over them and once again the crew members made no attempt to get them to stow their belongings in the overhead bins or underneath their seats. Inflight entertainment is generally a Persian movie with English subtitles and for those who do not speak or understand Farsi the small and fast-moving subtitles can cause your eye-muscles to work overtime. Another complaint I have is that the flight attendants made no attempt to remind those seated in the non-smoking section to put their cigarettes out and being an asthma sufferer I had to remind three passengers in my vicinity that they were seated in the non-smoking section. They did have the good grace of putting out their cigarettes but I did not like being in that position. That was the flight attendants' job not mine. I would like to end my comments on a positive note however. Iran Air offers you the opportunity to fly for half of what Western carriers would charge you making travel to the Middle East easy and affordable. It also offers you the opportunity to experience Persian hospitality which is as old and ancient as Persia (Iran) itself. Crew members are delightfully pleasant and accomodating. Connections between Iran Air and other carriers serving European hubs are generally good and this particularly benefits expatriate Iranians living in the United States or Canada who wish to fly back to the old country on vacation with easy connections in Europe. For business travellers destined to other points in the region Iran Air is a good choice as it services most major airports in the Gulf and Middle East as well as some in Central Asia.",False,,,,,,,,,,,,,False
Iran Air customer review,,2005-03-06,CGN-HAM-THR at the end of December 2004 and back January 2005. First of all our flight was originally CGN-THR but due to one or another reason they flew to HAM first filled up the rather old but clean A310-300 with further passengers and then proceeded to THR. The result was that we arrived 6 hours delayed compared to what was previously planned. At least they called us one day before departure and told about the itinerary change. Furthermore we got a voucher of EUR 15- each for use in restaurants at CGN due to the delay. Inflight service was nice food was fine and women did not have to wear the headscarf onboard any more. Also took domestic flight at several occasions when travelling in Iran. THR-IFN IFN-SYZ KSH-THR and BND-THR (intermediate stop at IFN) on F100 B727 and A300B4 were fine on time good catering. They keep an old fleet that well-maintained and clean.,False,,,,,,,,,,,,,False
Iran Air customer review,,2005-03-06,CGN-HAM-THR at the end of December 2004 and back January 2005. First of all our flight was originally CGN-THR but due to one or another reason they flew to HAM first filled up the rather old but clean A310-300 with further passengers and then proceeded to THR. The result was that we arrived 6 hours delayed compared to what was previously planned. At least they called us one day before departure and told about the itinerary change. Furthermore we got a voucher of EUR 15- each for use in restaurants at CGN due to the delay. Inflight service was nice food was fine and women did not have to wear the headscarf onboard any more. Also took domestic flight at several occasions when travelling in Iran. THR-IFN IFN-SYZ KSH-THR and BND-THR (intermediate stop at IFN) on F100 B727 and A300B4 were fine on time good catering. They keep an old fleet that well-maintained and clean.,False,,,,,,,,,,,,,False
Iran Air customer review,,2004-10-11,Tehran-Esfahan-Tehran on a Fokker. Iran Air are a bit dubious on the ground but the service was good in the air. There is plenty of leg room and a very relaxed approach to hand- luggage. The pilots line up for final approach at a very low altitude though which is a bit disconcerting.,False,,,,,,,,,,,,,False
Iran Air customer review,,2004-10-11,Tehran-Esfahan-Tehran on a Fokker. Iran Air are a bit dubious on the ground but the service was good in the air. There is plenty of leg room and a very relaxed approach to hand- luggage. The pilots line up for final approach at a very low altitude though which is a bit disconcerting.,False,,,,,,,,,,,,,False
Iran Air customer review,,2004-10-09,Flew on Iran air earlier this week from Tehran to Beirut. The flight itself was on time and a reasonable meal was served. But what surprised me is that as soon as the plane landed and whilst still taxing to the gate people were are up getting bags out of the overhead lockers and beginning to queue at the door!. We hadn't even made it off the runway. The flight attendants didn't do or say anything. Surely this is a safety issue!,False,,,,,,,,,,,,,False
Iran Air customer review,,2004-10-09,Flew on Iran air earlier this week from Tehran to Beirut. The flight itself was on time and a reasonable meal was served. But what surprised me is that as soon as the plane landed and whilst still taxing to the gate people were are up getting bags out of the overhead lockers and beginning to queue at the door!. We hadn't even made it off the runway. The flight attendants didn't do or say anything. Surely this is a safety issue!,False,,,,,,,,,,,,,False
Iran Air customer review,,2003-11-22,Flew domestic flights on Iran Air (Shiraz-Isfahan Isfahan-Tehran). They were efficient punctual and polite and flights are very cheap. Tehran airport is a mess.,False,,,,,,,,,,,,,False
Iran Air customer review,,2003-11-22,Flew domestic flights on Iran Air (Shiraz-Isfahan Isfahan-Tehran). They were efficient punctual and polite and flights are very cheap. Tehran airport is a mess.,False,,,,,,,,,,,,,False
