header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""Will never fly Finnair again""",1,2022-09-28,"Will never fly Finnair again. My Helsinki-Singapore-Sydney flight needed up being a nightmare. The faulty plane caused a 2+hour delay in Helsinki. The team refused to reroute me straight away saying they will do it while we’re en route and someone will meet me at the gate to direct me to the Qantas flight. On arrival to Singapore nobody was there to provide such details. There was no Finnair staff member at transfer desk either. When I finally got served 3h later the best they could do was reroute me the next day with an extra flight to Hanoi and then Sydney. I paid premium economy, but was bumped down all the way, no refund so far, just a form to fill in that nobody reads. The journey took 72h, my luggage is still missing over a week later and there is no customer service. Even when you call them, it’s just: ‘what does the form say’. Appalling, really. I’ve flown on this route hundreds of times and experienced all kinds of delays and cancellations, but nothing quite as bad as this. Never again.",True,,Business,Economy Class,Helsinki to Singapore,September 2022,1,1,,1,1,,,False
"""our transit time was too short""",1,2022-09-08,"Paris to Penang via Helsinki and Singapore. I thought Finnair was a great airline which offers awesome blueberry juice, but it turns out to be an illusion. I had travelled with my partner from Paris to Penang, Malaysia with transits at Helsinki and Singapore (final transit was operated by Jetstar). Our nightmare began as we did not receive all of our boarding pass at Charles de Gaulle Airport in Paris. The staff at the check-in counter did not provide us the boarding pass for the last flight from Singapore to Penang, without explaining further to us what was the problem and just told us to “look out” for help when we reached Singapore Changi Airport. Unfortunately, we had a delay at Helsinki Airport (they waited for some passengers) and the flight reached Singapore with about 30 minutes delay. We were worried about our transit at Singapore, as the stated transit duration was 55 minutes, while the actual time left was less than 25 minutes. We quickly rushed to the boarding gate (without our boarding pass, and we couldn’t find the transfer counter while manoeuvring ourselves through the packed Changi Airport). Well, the security denied our entry to the gate, and said that we were not in the passenger list on the flight. Exhausted after sprinting to the gate, we couldn’t do anything but to see our plane leaving the gate and departing without us. We referred to the transfer counter soon after, and they told us that our transit time was too short, and it was impossible for us to board our next flight. Jetstar personnel at the transfer counter arranged for us another flight in the late evening the next day, with a free entry to a lounge. Apparently, the lounge only offered us dinner and we did not have any accommodation for that night as the hotel was fully booked, thanks Finnair. On the bright side, we were given the opportunity to explore Changi airport for 24 hours, a whole day for us to rot there. As our compensation, Finnair did not check through all of our baggage for the replacement flight back to Penang. The personnel at Penang airport helped us to make a report on our lost baggage on arrival, and we finally got them back five days later. Finnair/Jetstar only made the effort to look for our luggage on the day we called to JetStar's office, and urged them to handle the incident responsibly. Finnair/Jetstar, please make sure that your transit schedule is arranged logically and with more consideration towards travellers, and if there’s any delay, please provide us with assistance to move between the gates. To future Finnair/JetStar's client, check your transit duration between flights if you’re travelling in a long haul flight, or better yet, avoid Finnair/Jetstar.",True,A350,Couple Leisure,Economy Class,Paris to Penang via Helsinki and Singapore,August 2022,2,5,"<span class=""star fill"">3</span>",1,2,,3,False
"""the quality of their customer service has become unbearable""",1,2022-09-08,"This is a trivial thing but illustrates Finnair customer service perfectly. I ordered some cosmetics while onboard, via the app, on my outbound flight and received the invoice immediately but with a higher price. I wrote to them (twice) and they responded 10 days later with 'maybe the price changed just then when you ordered'. I said 'no, the advertised price remained the same a week later on my return flight, I took a screenshot, and I think you cannot charge a higher price than what you advertised'. They said 'we can't help you because you haven't completed the purchase when you got the invoice in your email'. Then again I explained 'well, I haven't completed it because the invoice came with a higher price than what was advertised'. And so we went in a circle for a few months until they said 'Here is 10% off for future purchases in the next 2 months'. I said 'naturally, since you're offering me 10% and you know already that I am a Finnair gold member and anyway have 10% on all your products, that these two discounts can be combined'. Finnair says 'unfortunately you cannot combine these two discounts'. So, my question was 'well, what have you given me then'. No response. Trivial as it's about a small amount of money, but this absurdity is representative of the company. I've been flying Finnair more or less exclusively and have had the gold status for about 6-7 years or so, and the quality of their customer service has become unbearable. Especially when you consider that for business travel, meaning 1-3 day trips, economy class, it's not unusual to pay 400-600 EUR within Europe. Premium pricing, worse than low cost customer service. Very sad and unfortunate.",True,,Business,Economy Class,Helsinki to New York,August 2022,3,1,"<span class=""star fill"">2</span>",2,1,,1,False
"""no refunds on seat assignments""",3,2022-09-07,"My flight was cancelled by the airline. I needed to call them to rebook my flight. I had paid for a seat assignment. Not a great amount ($33) but when I had to rebook because of their cancellation, they would not give me a refund or credit for the seat assignment?! They said no refunds on seat assignments? I asked multiple of their staff, who said they could not help me and finally I decided to try Finnair's web site, complaints. The same template response. ""Seat assignments are not refundable"". The flight I ended up taking was good, but amazing a small thing like this to resolve should have been a non issue!!",True,,Solo Leisure,Economy Class,Los Angeles to Stockholm ,July 2022,4,4,"<span class=""star fill"">3</span>",2,4,,2,False
"""worst customer service""",3,2022-09-04,The worst customer service I have ever dealt with. They lost my bag but the worst part started after that.  No news about where is my bag - 30 days have passed. No one helps. No one read emails. No one picks up the phone. No one responds to the reports filed (3 filed so far).,True,,Business,Economy Class,Chicago to Copenhagen via Helsinki,August 2022,2,4,"<span class=""star fill"">3</span>",1,2,,3,False
"""I will never fly Finnair again""",2,2022-08-12,"I will never fly Finnair again. After a three hour delay made me miss my connecting flight, they rebooked me on a flight without giving me a boarding pass and which I could not print from a kiosk, forcing me to wait in a long line which caused me to miss the final flight of the day. While many others on my flight got hotel vouchers, I slept (or didn’t sleep, rather) overnight in the airport, as there was no desk or representative to offer me any options, and no support lines open. Now they are refusing to offer me any compensation because the combination of factors that led to the three hour delay frees them of responsibility. So infuriating how heartless they are.",True,,Couple Leisure,Economy Class,Stockholm to New York JFK,August 2022,2,4,"<span class=""star fill"">3</span>",1,2,,,False
"""Strongly advice avoiding this airline""",2,2022-08-04,"The worst airline I have flown with. Finnair charges huge premiums with no additional care from service staff. We were messed around multiple times by Finnair staff - where we originally paid for special seats, these were automatically changed so myself and my elderly Grandfather were sat away from each other. I spent over an hour in Finnair's extremely slow customer service - to which I was assured the seats had been moved back to their original spots that we had paid for. Then when checking the day before the flights - we saw our seats had been changed again. I spent another 1.5 hours in Finnair's customer service to which we were informed that our seats were changed due to my elderly companion not meeting requirements for the seat - which we were not informed in any way! Then that assistant assured us we had now been booked in for extra-legroom seats, and to our pleasant surprise - were not extra legroom when arriving at the plane, not even next to each other. Finnair charges such a higher premium over other airlines doing the same route such as Ryanair - which I have never had a problem with despite being 3 times cheaper. Blatantly scamming their customers in broad daylight with extremely high prices for food items in the cabin too - the highest I have ever seen on a plane. 8 euros for a 250ml beer, seriously? Furthermore - I paid extra for their wifi service, which only actually worked for the 20 out of 60 minutes that I paid for. Strongly advice avoiding this airline and their disorganisation.",True,,Family Leisure,Economy Class,London Heathrow to Helsinki Vantaa,July 2022,1,4,"<span class=""star fill"">5</span>",4,1,,1,False
"""I really think this airline has lost their touch""",2,2022-08-04,"Not Verified |  Flight was delayed twice, first by 1 hour and 2nd time for small number of passengers from a Frankfurt flight. Total delay time over 1.5 hrs. Kids flying with us and for some good reason they decided to wake us up twice (first time before lift off) and second time before dinner (2am!), I asked them not to wake me up after the first time but again they did so. Flight manager was very rude and not understanding of the situation I really think this airline has lost their touch, service is not as it used to be, very disappointed. They decided it’s a good idea to put 3 trays on top of each other in an unsafe way in the middle seat which could of caused a lot of harm to my kids! (Photo attached) they can wake me up before take-off but while my kids are sleeping they put dangerous items next to us!",False,A350-900,Business,Economy Class,Helsinki to Bangkok,August 2022,2,1,"<span class=""star fill"">3</span>",2,2,,3,False
"""I have cancelled our reservation and rebooked on a less greedy airline""",1,2022-07-31,"Not Verified |  My wife and I had round-trip Business Class reservations with Finnair from London to Bangkok. We are elderly and my wife is a very nervous flyer and so it is essential that I always sit beside her on a flight. So, I went online to make our seat selections in the usual way and was shocked to find that Business Class passengers on Finnair now have to pay extra to select their seats! So an elderly couple flying in Business Class cannot sit together unless they pay extra! I have cancelled our reservation and rebooked on a less greedy airline.",False,,Couple Leisure,Business Class,London to Bangkok via Helsinki,July 2022,3,2,"<span class=""star fill"">3</span>",3,1,,2,False
"""cabin crew were very organised and polite""",9,2022-07-30,Flight BA 545 from Bologna to London Heathrow on 29th July was operated by Finnair. This was a delayed flight on an A321 aircraft and even with the delay I was rather impressed! The cabin crew stood in sharp contrast to the rude and indifferent Bologna Airport Staff! The Finnair cabin crew were very organised and polite and suitably firm with certain passengers during the boarding process. The cabin crew took security seriously and although the flight was under two hours they served water and crisps and hot drinks were for sale too. The crew mentioned that they were embarrassed to charge for tea and coffee on behalf of BA. There was little information from the Captain on the flight but the landing was soft and disembarkation was efficient.,True,A321,Solo Leisure,Economy Class,Bologna to London ,July 2022,5,5,,3,3,,,True
"""no longer my choice of travel""",2,2022-07-21,"Not Verified |  Pro: good serviced minded from Thai/ Asien cabin crews Con: uncomfortable seat, very low service mind from other cabin crew. No appetite food. No drink service. No coffee and tea served with breakfast. It was not worth for me to pay 2500 euro for this travel. Finnair is no longer my choice of travel.",False,,Solo Leisure,Economy Class,Helsinki to Bangkok,July 2022,1,1,"<span class=""star fill"">3</span>",2,1,,,False
"""Will not recommend to anyone""",1,2022-07-04,"Not Verified |  Finnair has misplaced our luggage from Bangkok to Venice via Helsinki and has not been able to find it for days. Does not answer customer service line, longest wait times on hold with no answer. I was advised to call 4 different phone numbers before reaching baggage claim, with still no answer. Finnair is unorganised, slow and has no customer service to speak of. Will not recommend to anyone.",False,,Solo Leisure,Economy Class,Bangkok to Venice via Helsinki,June 2022,3,3,"<span class=""star fill"">3</span>",1,1,,,False
"""Stay away from this airline""",2,2022-07-03,"Most incompetent and hostile airport ground check-in crew I have ever seen during my many ears of travel. Three agents took 25 minutes to process a passenger with excess luggage. The supervisor was abscond, until the last minute. Business class check-in counter was unmanned and unattended. Finnair business class standards are very low. Stay away from this airline.",True,A319,Business,Business Class,London to Helsinki,July 2022,1,3,"<span class=""star fill"">3</span>",1,2,,,False
"""like a budget long haul flight""",4,2022-06-30,"First flight was poor, seat backs were like bricks, no food, no viewing screens. 3 hr flight. Second flight had a problem so had to get off the plane and wait on another. 1st plane seat was good but when seated back on new aircraft same seat number it turned out to be a seat with no seat in front, good some would say for leg room but the tray table did not fold and as I'm a large guy could not get it down. There was no headphone for the screen which seemed odd. The original girl beside me had switched with her husband and he being a large guy as well made the flight awkward. He was much larger than me. The best is the food. Piece of chicken with cauliflower and spinach. Not nice at all with a tiny bread bun. Salad bowl thing which I passed on and a chocolate wafer bar. Poor offerings and not plentiful at all. Landing was only an hour late so no worries but before we landed at 5.30 pm we were given a small box contain 2 wet hash browns and a few mushrooms with an omelette on more spinach. Breakfast. The seats were fine, the staff were nice but I really think this was like a budget long haul flight. And  I will not be flying with them again until people start raving about how good they are. One more thing, Dublin had 2 of the worst and slowest check in staff out of 3, appalling how they did not show any interest in being professional.",True,,Solo Leisure,Economy Class,Dublin to Bangkok via Helsinki,June 2022,3,4,"<span class=""star fill"">1</span>",1,2,,,False
"""request a business class upgrade""",1,2022-06-30,"I've been flying Finnair regularly for the past 15 years, so much so that I've had their gold status for most of these years. They have always been horrible at customer service and the situation has gotten worse in the past few years. Being a gold member, we are entitled to shorter customer service queues. What this means in reality is that if I'm flying in a week and I need a business class upgrade, they won't even see my email in time or react. I sent in a complaint letter on April 5 and got a response on June 28th. Without any resolution. The tier benefits such as business class upgrades go unused because it is impossible to do it yourself in most cases and it is impossible to get a hold of their customer service to do it for you. I'm talking queuing for 2 hours in the chat and then having the page reload itself and you have to start from scratch and emails answered after months. Once I do get them and request a business class upgrade they will say 'how would you like to pay'. 'With my tier based upgrade voucher'. 'Oh I'm sorry, we don't have availability'. Then when I board the plane I see half of the business class is available. Horrible customer service. Never available and when available they never help with anything.",True,,Business,Economy Class,Helsinki to Amsterdam,June 2022,2,2,"<span class=""star fill"">1</span>",1,1,,1,False
"""Finnair Customer Support is non-existent""",1,2022-06-24,"Not Verified |  Finnair Customer Support is non-existent. Tried to book an additional piece of luggage way before the flight. The website said my booking could not be found (while still being able to check in much later), the chat was constantly congested and after being on the phone for two full hours I did not feel like waiting any longer. I will not fly with this piece of what-goes-in-the-bin airline ever again.",False,A350-900,Couple Leisure,Economy Class,Los Angeles to Berlin via Helsinki,June 2022,1,1,,1,1,,,False
"""they canceled the rest of my itinerary""",3,2022-06-23,"The flight from JFK to Helsinki was sub-par. The food was nothing to write home about. You get one free alcoholic beverage and the rest are paid (not usual on international flights). After arriving in Helsinki I had a a 14 hour layover and missed my connection (totally my fault). The lady at the Finnair desk told me there was nothing they can do and I should rebook with another airline (seriously?). So that's what I did. However, I still had my return tickets correct? Wrong, they canceled the rest of my itinerary, no refund, and they didn't even offer to try and rebook me a flight to pay for, like they didn't care. I think that is an absolutely disgusting way to treat paying customers. Especially since I had to pay for my 1st checked back and the round trip flight was almost +$1600usd after luggage and seat selection. I hope if you read this and have an alternative route and airline to travel with you do. Good luck if you do decide to. And it is sad, because Helsinki is such a beautiful and friendly city.",True,,Solo Leisure,Economy Class,New York to Bangkok via Helsinki,June 2022,2,2,"<span class=""star fill"">3</span>",3,1,,1,False
"""food for long haul is extremely disappointing""",3,2022-06-13,"I flew A350 from Singapore to Helsinki with Finnair, the aircraft is new and spacious for economy, but - food for long haul is extremely disappointing - drinks after the first one you must pay for in a long haul flight is unheard of from a national flag airline - breakfast is another huge disappointment - no snacks - service is kept to minimum - entertainment is out of date program. For a national flag airline, it is the worst I have seen. Even worse than BA economy class. I would never fly Finnair again unless there is a gun pointed towards me. Rather choose other national flag, and they are all a similar price.",True,A350,Solo Leisure,Economy Class,Singapore to Helsinki,June 2022,5,3,"<span class=""star fill"">2</span>",4,1,,,False
"""No apologies for their colossal screwup""",1,2022-06-12,"Their system lost my return flight booking change and never told me. On May 19th changed return flight through their online system, paid 32GBP change fee (credit card email showing charge) and received confirmation email that my flight was successfully changed to AA 106 on June 16th. Their website showed my flight as AA 106 on June 16th. Never received any error emails. Week of departure tried to add passenger details and after 3 separate calls and waiting hours on hold and taking to 3 different people, was told that their system never completed the flight change booking with AA! They told me I now had to pay 180 GBP for the flight change because of their system failure. No apologies for their colossal screwup. What if I hadn't checked until going to the airport and then finding that they never completed the booking. How are they allowed to operate like this?",True,,Solo Leisure,Economy Class,New York to London,March 2022,,,,,1,,2,False
"""at least feed your passengers""",1,2022-06-12,"Not Verified |  I have been flying back/forth, all over the world, for decades. On-flight food totally varies quality-wise. But there is always enough food. Flew recently from Oslo to Delhi. Normally it's like a 6+ hrs flight, but due to Ukraine/Russia war, and detour, the flight time extended to 8+ hrs. Our first meal came approx around one hour after take off. It's was a Gnocchi pasta with tomato sauce, one small piece of bread bun, butter and some potato salad. The amount was little, and I thought it as a first start of the journey - course. Then a later meal would be the main course. That didn't happen. Almost six hours later, one hour before landing, we got a muffin for breakfast. On an 8+ hrs flight. The food wasn't enough, for a hungry stomach, that hadn't been eating for above six hours. I have never seen anything like that before. To Finnair: I understand that you have had an extreme loss, due to Covid and nobody was traveling, but with all that high ticket prices, that you now have, at least feed your passengers.",False,,Family Leisure,Economy Class,Oslo to New Delhi via Helsinki,June 2022,3,3,"<span class=""star fill"">2</span>",3,2,,,False
"""it was a good flight""",9,2022-06-12,"Not Verified |  The on-line check-in went fine but it was impossible to change my seat, which should be possible. Contacting the customer service was a very time consuming effort but eventually I could reach them and they could change my seat. The check-in at Brussels was somewhat cumbersome, as the check-in staff was overzealous in checking and double checking Corona requirements. There were about 25 people in line when I arrived but it took a good hour to get checked-in. The boarding went smoothly. The flight was ontime. Also in Helsinki, the boarding went smoothly and was on time. The flight went fine, flight attendants were attentive. The meal was very minimalistic, and I am being polite... the fact that it was served with wooden cutlery did not add to the culinary experience either. Drinks were ok and soft drinks available throughout the whole flight. All in all, it was a good flight, timely without any stress.",False,A350,Solo Leisure,Economy Class,Brussels to Bangkok via Helsinki,May 2022,4,5,"<span class=""star fill"">3</span>",4,5,,,True
"""Their incompetence created a lot of stress""",1,2022-06-11,"Finnair changed our flights three times, including downgrading us from Business to Economy class, and changing our return flight times so the connecting flight from HEL to SIN was scheduled to depart a day before we arrive in HEL. They also cancelled my wife’s special meals three times and cancelled our seat reservations, putting us at opposite ends of the cabin. I wasted many hours trying to contact Finnair but it is impossible to reach them. They ignored all of my emails, requests for help via their website and Tweets over 3 months. They never answer the phone and always disconnect you from chat when you get close to the front of the queue. I wrote to their CEO and that was also ignored. The only way we could change our flights each time they messed things up was to travel to the airport and wait for the check in staff to help. On each of 3 occasions that we visited the airport before our departure date they fixed one problem but created another. Their incompetence created a lot of stress in the weeks before our holiday and during the whole trip. What a shambolic airline!",True,,Couple Leisure,Business Class,London to Singapore via Helsinki,May 2022,4,4,"<span class=""star fill"">3</span>",1,2,,4,False
"""shocking experience from a customer services perspective""",1,2022-06-10,My flight was canceled just before check-in opened. There was no Finnair staff to talk to. So I called Finnair customer services while sitting at the airport. It took 4 hours and a phone bill of over $100 to finally speak to someone. They eventually moved me onto the flight the following evening. By this time it was getting late and they said I could book a hotel and claim this back as well as food expenses on their website. I have done this and they replied saying the flight was canceled because the staff was off sick so they don't reimburse expenses under these circumstances. So not only did they leave me stranded in the airport with no means to get back home they lied to me on the phone about being able to claim back expenses. Truly shocking experience from a customer services perspective.,True,,Solo Leisure,Business Class,Paris to Helsinki via Bangkok,June 2022,4,4,"<span class=""star fill"">4</span>",1,1,,,False
"""customer service was rude and hung up the phone""",1,2022-05-26,"Not Verified |  I arrived at the airport 4 hours early to get checked and come to find out I was flying American. Great, love that! Unfortunately since my ticket said Finnair all of my transactions had to be made through them which was a complete nightmare. I was unable to board my flight because my last name did not match my passport due to getting married (after providing every piece of document that confirms my marriage) and staying on the phone with them for 2 hours back and forth. They not only did not confirm my receipt, but customer service was rude and hung up the phone instead of coming up with a solution! Please tell me I’m wrong but if you’re working in customer service that’s quite literally your JOB! Not having my return and still no flight. I will never fly Finnair again.",False,,Solo Leisure,Economy Class,Miami to London,May 2022,1,1,,1,1,,,False
"""old, untidy planes""",5,2022-05-17,"Not Verified |  Finnair sells flights from Helsinki to Barcelona. However, without any notice to the passenger beforehand they are flown by Iberia with old, untidy planes, the only serving during the 4 hours flight coffee and a muffin. No sales of any additional food or drinks. On the way back they ran out of toilet paper in one of the tourist class toilets.",False,A321,Couple Leisure,Economy Class,Helsinki to Barcelona,May 2022,3,2,,2,2,,,False
