header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""a plane and gate change""",1,2022-11-08,"Not Verified |  Flight 706 (Maui to LAX) is now 3 hours delayed with both a plane and gate change. However, if we had gotten on that plane, there would be no connecting flight to our final destination. So, we have been rerouted to Chicago (Flight 348) in the hopes that we can leave here by 6p, arrive in Chicago around 6a, and board our next plane around 630a. We do have our row to ourselves on this flight. We ate at Sammy's Bar and Grill with our vouchers, and it was tasty.",False,,Couple Leisure,Economy Class,Maui to Chicago,November 2022,3,4,"<span class=""star fill"">4</span>",3,3,,4,False
"""almost 4 hours behind schedule""",1,2022-11-08,"Not Verified |  11/2/2022: Flight 1736 Denver to Maui was a horrible experience. We boarded plane. Plane began to leave the gate but returned. Maintenance issue. Updated every ten minutes. After No update Need a part. Trying to get the part. There's another plane waiting for us at a new gate. We deplane and head over to the the 2nd Gate. Receive airport food vouchers ($40/person). Waited in the new holding area for an hour. 2nd plane also had mechanical issues (reversers??). More vouchers. Got sent to a 3rd Gate for another plane. With $160 in vouchers that expire in 24 hours, we finally took off, arriving in Maui almost 4 hours behind schedule. We lost a day in Maui. Now, we're flying out of Maui to LAX, and this--possibly our new 1st plane is delayed for 2 hours and counting.",False,,Couple Leisure,Economy Class,Denver to Maui,November 2022,3,3,"<span class=""star fill"">4</span>",5,3,,5,False
"""it’s really not worth your money""",1,2022-11-06,"Flight was cancelled overnight, the text said air congestion, but the person on the counter said weather. All other airlines were still operating with no delays. Customer services counter were extremely rude! I’d really avoid this airline - it’s really not worth your money, shame I couldn’t rate 0/10, otherwise I would",True,,Solo Leisure,Economy Class,Norfolk to Omaha via Houston,November 2022,1,1,,1,1,,,False
"""Brutal customer care""",1,2022-11-06,"Repeatedly delayed. Arrived 3 plus hours late, and no food service on a 4.25 hour flight delayed 3 hours. We sat on the tarmac waiting for a terminal for 45 minutes after landing. Missed my (also delayed multiple times) connection. Got to spend the night in the airport though, if you're into that sort of thing. Wifi on board was too poor to manage to rebook a flight.  Brutal customer care. I can say the individuals were kind, airline was garbage.",True,737-900,Business,Economy Class,Grand Cayman to Portland via Chicago,November 2022,3,4,,1,1,,1,False
"""not allowed into the 1st class lounge""",1,2022-11-06,"No 1st Class Access to inbound 1st Class Passengers. After spending $9000 on a 1st class ticket and flying from Tel Aviv to Newark 15 hours, on my way to Tampa, I was not allowed into the 1st class lounge in Newark. The reason. The lounge does not accept 1st class inbound passengers, only outbound. Really? Shameful, Disgraceful.",True,,Business,First Class,Tel Aviv to Tampa via Newark,November 2022,2,2,"<span class=""star fill"">2</span>",1,1,,2,False
"""They lost my mom’s luggage""",1,2022-11-05,"They lost my mom’s luggage and do not answer for it. The Houston staff don't help, what they do is give you excuses and forms to fill out. they want you to wait 12 weeks for a response. Her vacations turn into a nightmare without clothes, shoes and they didn’t give her Any compensation at all.",True,,Solo Leisure,Economy Class,Miami to Houston,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Waste of money!""",2,2022-11-05,"Not Verified |  The air hostess was exceptionally rude. Everything was someone else's fault. Allowed other passengers to bully passengers and said they belonged on ""Southwest"". Heck, this plane made Southwest look like the big time. Everything is an extra add on amenity. Waste of money!",False,,Couple Leisure,Premium Economy,Denver to Charleston,November 2022,2,1,"<span class=""star fill"">1</span>",2,1,,1,False
"""Total chaos. Regret using United Airlines""",1,2022-11-05,Not Verified | Very poor service. The stewardess doesn’t know what it means to be polite. Random people seated in random seats. Total chaos. Regret using United Airlines.,False,,Couple Leisure,Economy Class,Munich to Washington,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""sold the seat to someone else""",1,2022-11-05,"This airline and most of its airport personnel are the worse out there. I won’t say all staff, the flight attendants and one very nice and helpful agent named Alby T are the only ones to mention as a superstar ! The rest I came in contact with were unhelpful and couldn’t care less about you as a person. I arrived in Denver to catch my connection only to wait on delays and then be cancelled, while I was trying to rebook another flight the airline took it upon themselves to automatically book me on another flight the next day, I never asked for this! Once That was done they reopened the original flight and then tried to ask me why I changed it because this flight was now booked and I couldn’t get back on! They kicked me off the flight, I would assume to attend to their premium customers, and then tried to blame it on me. After 5 different gates on standby without success they flat out refused to give me a voucher or hotel room and just expected me to sleep on the floor in the airport. This was not in any way my fault, they booted me off the flight and sold the seat to someone else! Bait and switch? I think so. They don’t care that I’m disabled, my medication is in the bag they made me check and I can barely walk after 15 hours in an airport! If you have a choice, book with someone else and ask them what would happen if this happened to you before you book! 4 flights later, here I sit in the Denver airport wondering what spot on the floor I can sleep on. Been up since 3am and now it’s 8.",True,,Solo Leisure,Economy Class,Las Vegas to Grand Junction via Denver,November 2022,1,3,"<span class=""star fill"">2</span>",1,1,,2,False
"""Awful experience""",1,2022-11-03,"Honolulu to Los Angeles. My 1st time flying United Airlines and one thing is sure, I will never take United airlines ever! Took the 9:40pm flight on Nov 2, 2022, thinking that I'll be able to take a good rest during the 5-hour flight from HNL to LAX. I was all wrong. All throughout the flight, the attendants gathered in the galley and talked and gossiped and laughed loudly. The attendants never had the sensitivity to all those passengers seated next to the galley, the flight being an overnight flight, talking loudly and laughing endlessly. At one point I made eye contact with an attendant who was an active participant, to signal discreetly that that the noise was annoying. She looked at me and kept quiet for a sec and resumed talking, gossiping and laughing again shortly. What was unbelievable was when the Captain announced that we were landing shortly and followed by another announcement asking the attendants to take their seat, 2 attendants continued gossiping across the aisles loud enough for both these 2 attendants could hear each other. They ensured they did! Unbelievable. I reported this on my way out when I chanced upon the Captain by the door. The Captain responded, ""I will let them know"". I hope the Captain really addressed my complaint. Awful experience I've had on this flight. United Airlines NOT RECOMMENDED!",True,,Couple Leisure,Premium Economy,Honolulu to Los Angeles,November 2022,1,1,,1,1,,1,False
"""the worst airline possible""",1,2022-11-02,"Not Verified |  If you enjoy flying the worst airline possible, fly United Airlines! We flew out of San Francisco bound for Paris. It was to be our very first time in Paris. We only had 6 days available, so we wanted to make the most of it. We had friends that were there and we were going to meet them for dinner that evening of our arrival. We have not seen these friends for years. The flight to Paris had to land in Newark due to mechanical difficulties. We were made to wait in Newark for 4 hours while a new crew arrived for the new aircraft we would be flying. While we waited for 4 hours they gave us water and chips, what a joke. Upon the arrival of the new crew, the ground crew began the boarding process. It was at this time that they realized that the computers were not working and they could not use the electronic boarding system. Why they did not check this out while we waited 4 hours and they sat around laughing and having a great time, so we waited an additional 30 minutes while they tried to figure that out. Eventually they realized that they would not be able to board us electronically, so they did it manually. It was utter chaos, like the blind leading the blind. We finally boarded the new aircraft, and guess what, that aircraft had mechanical difficulties, so we waited another hour while they fixed that and fueled the aircraft. Why they didn't check the aircraft and fueled it while it sat there for 4 hours is beyond me. We were supposed to arrive in Paris at 10am, but landed at 8pm. By the time we arrived at the hotel it was 10:30pm. Why 2.5 hours to get from the airport to the hotel you ask? Our luggage, for some strange reason took almost an hour after the aircraft landed to reach us after we landed. Then of course there was the traffic in the evenings in Paris. Had we landed at 10am we would have been to our hotel by 11am. The delay caused us to miss our reservation at the Louvre Museum. Nothing was available until the end of November, long after we were gone. We were never able to see our friends, since they flew out the next morning, and we missed an entire day of our vacation. All and all, quite possibly the single worst experience I have ever had with any airline. As a point of reference, I am in my late 60's and have flown on many airlines. I traveled for business purposes for 15 years as well as my private vacations and trips.",False,,Couple Leisure,Economy Class,San Francisco to Paris,October 2022,2,3,"<span class=""star fill"">1</span>",1,1,,1,False
"""Worse airline I've ever experienced""",1,2022-11-02,"Not Verified |  Worse airline I've ever experienced and I've flown a lot. Food was a minus 5. If I had got some would have been nice, as they ran out! Last seat 57k, oh well, no food sorry. One attendant was beyond rude and fake. I never complain, just lasted the flight and watched. I'll never do, or want to do that trip again. Thanks United!",False,,Solo Leisure,Economy Class,Oklahoma City to London,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""will never use United again""",1,2022-11-01,United is a joke they treat adult passengers like children that need a personal escort to get where they are going. I had a ground transportation connection and they basically held me hostage in the terminal. It's just ridiculous. The staff was rude and unprofessional. I fly often and will never use United again. Don't even get me started with Newark Airport. If I could rate it zero I would. A one is generous,True,,Couple Leisure,Economy Class,Orlando to Newark,October 2022,1,2,"<span class=""star fill"">1</span>",1,1,,1,False
"""Will never fly them again""",1,2022-10-30,"Not Verified |  First flight out to Denver was just delayed as is the norm now, but the return flight was a nightmare. First of all they had my husband as a no show for the flight to Denver even though he arrived with me. So his return flight was canceled. That was hours on the phone trying to fix .. then we got delayed on departure so missed our connection flight in Houston so they rebooked me on a late flight with my husband on standby. Gave us a meal voucher that said"" sorry for the delay but enjoy a meal on us"" and it was $15.00. You can't even buy 2 bottles of water for £15.00. Now they want us to spend the night in Houston and catch a morning flight. I hate United. Will never fly them again.",False,,Family Leisure,Economy Class,Huntsville to Denver,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""their online system is a joke""",1,2022-10-28,Not Verified | New York to Ft Myers. I was supposed to be traveling to visit an Aunt in Florida in January. A week after I booked the ticket she got very sick and was moved to a hospital that wasn’t in Florida anymore. I tried to use that ticket to book a new fight but they had zero direct flights and I would have gotten there too late. I just canceled it and called when things settled down. They refused to give me a refund just a credit. I explained and pleaded to them that it was a family emergency and nothing. They apparently can’t do anything over the phone and their online system is a joke. I will never fly United again.,False,,Couple Leisure,Economy Class,New York to Ft Myers,October 2022,1,1,,1,1,,,False
"""The whole experience was a nightmare never to be repeated!""",1,2022-10-26,"The trip with this airline was less than satisfactory. I had a non-stop and then a bait and switch to a stop in Newark, NJ! Their 'Economy' option turned out to be more expensive than 1st class and let's be honest...no one travels without luggage so an extra $70 to take luggage is ludicrous! If you can't take a carry-on, you should be allowed to check a bag for free! The worst part of this trip was the customer service after a delay in take-off caused several passengers to miss their connecting flights. A group of us went together to 'Customer Service' to be reassigned a new connecting flight. The group of us who went all got different agents. The others were quickly reassigned a new flight for the next morning. Not sure why my agent could not find the same flight to Seattle as the others were booked on. She said she could not find anything until the next day? I could have a hotel and a taxi ride to the hotel, but I had to find my own way back from the hotel (20 miles away across the Turnpike!)! I finally had to speak to the supervisor who was able to 'magically' find me a seat on the same flight as the others in my group. The whole experience with United Airlines was a nightmare never to be repeated!",True,,Solo Leisure,Economy Class,Raleigh-Durham to Seattle via Newark,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""You deserve to be recognized""",10,2022-10-25,"I have been flying a long time and at the age of 48 this was by far the best flight and crew ever. Brandon, James and Rachel make the best team and crew you could ever ask for. From the moment we boarded we knew we were going to enjoy our flight. Their personality and sense of humor kept not just my traveling party happy but the entire plane was happy. The best was during their layover we ran into them outside the airport and really got to know them and enjoy their company. I want this crew every time I fly. They also recognized my husband's birthday that day!! Thank you all again. You deserve to be recognized and it was an absolute great time with all of you. We hope to see you all again soon.",True,,Couple Leisure,Economy Class,New Orleans to Newark,September 2022,5,5,"<span class=""star fill"">5</span>",4,4,,5,True
"""United was less than helpful""",2,2022-10-25,"Not Verified |  United was less than helpful and asked them to notify our plane that we had arrived late from a connecting flight they said they would call and to go fast. I another time asked for help and was told you can make go quick fast like a bunny - well we get to our gate 30 gates away from where we landed and we find our plane gone and it had left early.. No agent was at the gate and no one had done anything to help us. Now we are waiting almost 20 hours for a flight, missing sleep, missing work and missing people actually following through with what they say.",False,,Couple Leisure,Economy Class,Cancun to Rapid City  via Houston / Denver,October 2022,2,1,,1,2,,1,False
"""trash customer service""",1,2022-10-22,Trash airline with trash customer service. We got delayed and rebooked due to a massive line at customs and no United personnel was willing to help despite pleas about delays across tsa and customs. Only one representative tried to help us get into the plane but apparently we were not allowed inside despite the plane still being parked and no turned on. They were multiple groups that weren’t able to get on their flights due to delay at customs yet the airlines did not nothing to help. Worst customer service ever with the worst staff I have ever dealt with. On a funny note the QR code they told us to scan to get customer service help didn’t even work. Low quality airline with low quality staff never traveling with them again.,True,,Couple Leisure,Economy Class,Tokyo to Chicago,October 2022,3,2,"<span class=""star fill"">4</span>",1,1,,1,False
"""avoid United Airlines at all costs""",1,2022-10-20,"Worst experience ever. At Lisbon we were told that our flight was cancelled and was moved to the following day. Instead of providing vouchers for hotel accommodations and meals they told us to pay from our pockets and assured us that we would get reimbursed. Dealing with United Airlines customer service is a nightmare. This cancellation took place in August 2022; today is October 19, 2022 and I'm still waiting to be reimbursed for the extra costs of staying one more night in Lisbon. United Airlines has little respect for his customer's time. Please avoid United Airlines at all costs.",True,,Solo Leisure,Economy Class,Lisbon to Washington,August 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""incompetence and negligence""",2,2022-10-19,My girlfriend and I flew to Peru for our anniversary and put flight was delayed from Denver to Houston making us have to run to our gate to depart to Lima. The flight attendant said our bags were faster than us but out bags never made it and United dod not put them on the next flight we spent the first 3 days in Peru without our luggage. Our first day was wasted due to having to shop for replacement items and clothing before then flying to Cusco. United said our bags would be at the hotel after having to hike Machu Picchu on a tour scheduled weeks in advanced with clothing bought out outlets. The bags were not at our hotel and we had 15 minutes to get a taxi to the airport before it closes to get our bags before spending another day without. After all that united said they would give us only $200 travel vouchers each that we would receive in 48 hours. It's been over a week and we have not received that and when calling again I got hung up on and the lady was very rude. This was my first experience flying out of the country and this was not a good experience from a airline I frequently fly with for work and being a milage plus member. This showed incompetence and negligence from United and I am not pleased.,True,,Couple Leisure,Economy Class,Denver to Lima via Houston ,October 2022,2,3,"<span class=""star fill"">3</span>",1,1,,2,False
"""made us check our carryon bags""",1,2022-10-17,Absolutely ridiculous. They made us check our carryon bags- upon entering the aircraft there was tons of overhead space. When I asked a crew member why they made us check the bag all he said was “i don't know why she started checking them so early. I told her we had plenty of space and sent her a count”. I’m so done with this airline. I fly them all the time and this happens too often. I’m done! No longer will I fly with this airline.,True,,Solo Leisure,Economy Class,Dallas to Denver,October 2022,1,1,,1,1,,,False
"""I’m tired of United checking my carry on bags""",1,2022-10-17,I’m tired of United checking my carry on bags when there is plenty of room in the overhead bin space. It’s a total disrespect of my time today to wait in baggage claim for checking bags that did not need to be checked.,True,,Couple Leisure,Economy Class,Denver to Los Angeles,October 2022,1,1,,1,2,,1,False
"""here’s some positive feedback""",10,2022-10-16,"Can’t remember when I left a positive review for anyone but these women deserve it. Truly the kindest staff I’ve seen in a decade, all three of the women at the gate 71B at 5am on a Sunday for flight 2376 to Denver were phenomenal, sweet, efficient, accommodating and they offered free checked our bags for everyone and did it quickly. They even changed my seat closer to the front of the plane because my layover is only 40 minutes. This experience bumped United up 100 points in my book. In spite of all negativity in this world, here’s some positive feedback!",True,,Couple Leisure,Economy Class,Los Angeles to Denver,October 2022,4,5,"<span class=""star fill"">5</span>",5,5,,5,True
"""isn’t the first issue but the most confusing""",1,2022-10-16,"Not Verified | Booked flight through the United website. After checking out I received an error message saying there was a change to my itinerary and I needed to call customer service. Called customer service and the “change” to my itinerary is that they wanted to charge us $200 more for the flight. Went around in circles with them for two hours getting no answers for why there was an increase in the price after I booked, or why the prices on the website are not accurate. The price on the website is still the same as when I originally booked the flight. Asked the customer service agent to go through all the prices of that same trip for the month, since I am flexible on dates and obviously can’t trust the prices listed on the website. They put me on hold on and off, asking me if different dates would work and me telling them that it depended on the cost of those dates, until she finally got back on the phone and said that actually the original flights I booked were the cheapest and that I needed to pay $200 more than it asks on the website to book them. Finally got off the phone without booking the flight after two hours of talking to them. This isn’t the first issue I’ve had with United but definitely the most confusing.",False,,Solo Leisure,Economy Class,Eureka to Denver,October 2022,1,1,,1,1,,,False
"""Thank you, United, for being exceptional""",10,2022-10-16,"Yesterday afternoon, due to extraneous factors, I missed my flight from Barkley Regional Airport in Paducah, KY to LaGuardia Airport in NYC. I reached out to United through their Help Center. Within an hour, they put me on the only other flight out of Paducah that day. Not only that, but they had the friendliest flight attendants I have ever met. United's customer service was unconventional and unparalleled. Thank you, United, for being exceptional. I made it back to NYC later last night after all, and I am so appreciative.",True,,Solo Leisure,Economy Class,Paducah to New York via Chicago,October 2022,5,5,,5,5,,,True
"""it is catastrophically bad""",1,2022-10-15,"Not Verified | United is not even a budget airline and it is catastrophically bad. They canceled my extremely expensive flight with no notice at all, and rescheduled for me for 24 hours of transit hell. They do not offer any hotel or transportation voucher for weather related cancellations. Gate agents are nice and quick to admit how poorly the airline is run, and how terribly the company takes advantage of people. Really uncomfortable seats. They made the economy group check our carry on bags literally right before we got on the plane, but then we got on the plane and saw there was actually plenty of room in the luggage space. The agent I called when my flight was canceled told me to speak to a gate agent for a hotel voucher, but the gate agent said that can only be done on the phone. So clearly they are poorly trained with little communication between departments. I now have a personal grudge against United and will be warning all friends before they travel.",False,,Solo Leisure,Economy Class,Redwood Coast to Boston via San Francisco,October 2022,1,3,,2,1,,1,False
"""quite impressed with the seat""",6,2022-10-14,"The pre-flight experience was actually not satisfying. United changed my schedule for the return flight several times and finally gave me a connection with a long layover. At Frankfurt Airport there was a very long line at the United check-in counter - it took a long line until I was able to check in. The inflight experience, though, was much better. I was, in fact, quite impressed with the seat comfort in Premium Economy: the seat was wide, had a lot of legroom and was softer than on the Lufthansa return flight. The inflight entertainment was excellent and United provided high-quality headsets. The food, on the other hand, could have been better - the pasta was bland and the roll cold and hard. In this respect, I could not notice a difference as compared to regular Economy, which I found a bit disappointing. The service from the crew members was efficient and polite enough but they rushed through the cabin section as if they wanted to get their job done as quickly as possible. Overall, the flight was comfortable. Even if the rate was not cheap I did not regret having spent the money for a much more comfortable seat and, thus, more relaxing overall experience.",True,Boeing 777-300,Solo Leisure,Premium Economy,Frankfurt to State College via Newark ,September 2022,5,3,"<span class=""star fill"">5</span>",1,4,,,True
"""Beware the basic economy class ticket!""",1,2022-10-13,"Beware the basic economy class ticket! They charge you for seats, refuse to allow carry on bags and hide the information in the fine print on the ticket!",True,,Solo Leisure,Economy Class,San Antonio to Chicago,October 2022,1,1,,1,1,,,False
"""United is literally washing their hands of this issue""",1,2022-10-13,"I have been a member of United for more than 10 years and have the United credit card as well. This flight was $2300, so not cheap. My return flight to SFO was originally scheduled on 7/27/2002, but due to strikes in Germany by Lufthansa covering the Athens-Frankfurt trip (UA 9312), I ended up being stranded with my daughter near Athens airport for 3 days. When going to the counter at airport to rebook one day before, it took me 7 hours on 7/26/2002 at the Lufthansa airport counter to get a new ticket. Lufthansa gave us a voucher for a hotel 30 min away from the city, with nothing to do around. Return trip was a complete nightmare. First at check-in, after 1.5 hours to get to check-in attendant, I am told I cannot check in my luggage until my final destination and that when they rebooked my ticket, they made a mistake and put my daughter as an infant instead of a teenager. We flew back on three different airlines from different alliances, which led to terminal changes both at CDG and JFK. This gave me no time for getting my luggage which ended up being stuck in France for three days. Under federal law, if an airline cancels a flight I am entitled to a full refund. United took two months to respond to basically deny any kind of compensation, since that law only applies to domestic flight. For my daughters trip, she had a round-trip starting from Athens and she was supposed to return to Athens. After this fiasco, we decided to cancel the return ticket. As of today, months later, we did not get refunded for the return, nor any compensation for the strike either. United is literally washing their hands of this issue and put all the blame on LH. What is the point of an alliance if they relinquish their responsibility to them. They should compensate me and negotiate themselves with LH. Here is the meagre and only email received from United Customer Care Team after working on my case for 2 months. They sure work slowly. Stopping business with this airline: ""I am sorry to hear your flight was cancelled with our Star Alliance partners at Lufthansa due to strikes in Germany. I understand your tickets were purchased with United, however, your Regulatory claim due to law is regarding a flight with our Partners at Lufthansa and our Star Alliance agreement is the operating carrier must handle any regulatory claims. Your claim has been sent to LH to review and respond to you directly.""",True,,Business,Economy Class,San Francisco to Athens,July 2022,3,4,"<span class=""star fill"">4</span>",1,1,,3,False
