header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""Fly anything but American Airlines""",1,2022-11-14,Fly anything but American Airlines. Was on my honeymoon this weekend and our original no layover flights were changed by American Airlines to connecting flights with a layover. They were kind enough to give us 1 hour to get through customs and make it to the connecting flight. After running across the airport we still couldn’t make the connecting flight. When I say I would never ever fly with them again I mean it. I wouldn’t let my family fly with American Airlines either. They turned what was supposed to be relaxing into a fruitless mad dash across an airport. They nickel and dime you for entertainment while forcing the staff to push memberships on the passengers. The seat size on their 777s (the flight we arrived to Jamaica in) had horrible seat sizes. The return flights which were bungled were better than the 777 flight but not by much.,True,,Couple Leisure,Economy Class,Montego Bay to Charlotte,November 2022,1,1,,1,1,,,False
"""We will never fly with them again""",1,2022-11-13,First they seated my newly wedded wife and I two rows apart and refused to move us together and then they completely messed up our brand new $200 Disney 50th anniversary rolling suitcase  that we bought last night before flying home today and there is no way to contact them about it. I can’t put pics on their facebook page and their “contact” link on their site sends me straight back to their home page. We will never fly with them again.,True,,Couple Leisure,Economy Class,Orlando to Phoenix,November 2022,1,3,,1,1,,3,False
"""Gate changes all day""",4,2022-11-12,"Gate changes all day. Received all notices until the LAST one. Had to run from A13 to D21 in 10 minutes. Made it just after boarding closed. Agent was able to call the aircraft and got me on my flight home. So, I'm an upset, stressed out, sweaty, shaky, out of breath, senior citizen boarding the plane. Flight attendant told me to calm down and breathe. Extremely disappointed in the way this flight was handled ALL DAY! It's downright ridiculous! Please take into consideration what you are doing to your passengers when these changes are made. Thank you.",True,A319,Solo Leisure,Economy Class,Austin to Dallas via Atlanta,November 2022,3,4,"<span class=""star fill"">2</span>",4,3,,1,True
"""zero communication about the bags""",1,2022-11-12,"Not Verified |  They pressured us to board the plane in Dallas with minimal layover, but then made us sit in the plane on the runway for almost an hour. Our baggage did not make the flight to Houston, there has been zero communication about the bags. I stood in line for about 30 minutes late at night with 3 kids crying out of hunger, before I abandoned making a claim. The line was 30 people deep and had not moved one spot in 30 minutes, the math on that wait was not in my favor. When I went to the airport at about 6:30 in the morning, the representative at the American Airline customer service was dismissive of the fact that I had not received my luggage, and said that they could not open the office until 8:30 AM. There are over 20 American Airline employees standing around and chatting, drinking coffee, and no one can be bothered to help walk downstairs and try to open the door to give me my luggage (apparently that is a whole separate department and they cannot be bothered with retrieving luggage). Apparently, humans are so compartmentalized that opening a door that is a few hundred feet away, requires another department and possibly a whole new committee meeting.",False,,Family Leisure,Economy Class,Reno to Houston,November 2022,1,1,"<span class=""star fill"">3</span>",1,1,,3,False
"""I'm pleased with the flights""",9,2022-11-11,"Not Verified |  I'm pleased with the flights and the staff. I understand that delays might happen on occasion, and difficulties. One such example is a mechanical issue on engine start, which happened on my return, at Tampa. The message from the pilot was clear. The problem was fixed luckily after a short period of time. The captain kept us informed. This is flight AA 1466 on 11/8/22. There is nothing that could have been done better by staff, for the 4 flights on this round trip. Thank you, captain and staff.",False,,Solo Leisure,Economy Class,Tuscon to Tampa via Dallas,November 2022,4,5,,4,4,,,True
"""worst experience flying ever""",2,2022-11-11,The worst experience flying ever. Got in from Austin with 2.5 hours to spare. Told Gate was B10. Confirmed on board. Sat there for over an hour only to find out gate was changed to B8. Never heard 1 announcement until gate was closing. Had to go to customer service who put me on a flight that left in 5 hours. Asked what gate. I was told (as was another woman who missed the same flight) A2. After sitting there for awhile was told our gate was B6. Sitting here now. Hopefully I get him sometime this week.,True,,Family Leisure,Economy Class,Charlotte to Hartford,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""apparently, it was ok for American Airlines to change my flight""",1,2022-11-10,"I had an amazing 2 week vacation in the UK and returned to America on Friday November 4. I had received a confirmation email for my return flight from London Heathrow to Charlotte, NC on November 3rd for the 4th at 1.30pm. Early morning on the 4th, I received a text message from American Airlines of a reminder that my flight departs at 10.15 am with a different flight number and changed terminal. I did not have phone service nor was there time to call anyone. I was 2 hours away from the airport staying at a friend's house. I tried to get an earlier train to the airport, but it didn't run earlier. I went to Travelocity where I booked my flight and it still showed 1.30 pm departure. I went to the American Airlines site and it showed my flight as 10.30 am. I clicked on change flight and was able to change it back to 1.30 pm. However, I was also charged $2250.00 for this plane ticket. I talked with an agent when I returned for my refund and was told my plane ticket was non changeable and non refundable. She said it was use it or lose it. But apparently, it was ok for American Airlines to change my flight. I received a survey from American Airlines which I gave zeros on every level. I also wrote why and what my experience was. I also stated that I still want my refund and I would give them a few days to get back to me. They did not. So, I am going to share my experience with as many people as possible.",True,,Solo Leisure,Economy Class,London Heathrow to Erie via Charlotte,November 2022,3,5,"<span class=""star fill"">5</span>",4,1,,,False
"""there was no communication provided to any of us passengers""",1,2022-11-10,"Not Verified |  I was flying from Calgary to Milwaukee on November 1st. After waiting at the airport for 10 hours because our 6.44am flight kept getting delayed, it was finally cancelled. After rescheduling to the next day, they would not let us get our bags, for another 2 hours. During the whole day, there was no communication provided to any of us passengers. We were all missing connections, and no one was helping us. A few of us even tried to get on other flights, but they would not removed our bags from the ""broken airplane"" and put them on the other flights, further leaving us stuck at the airport. The next day, the flight was once again, delayed for over 5 hours. Again, no communication to us about the delays except for the messages we were getting on the app. Not only did I miss work, I was not given a food voucher or hotel voucher. I contacted American Airlines, where they gave me a $50 flight voucher. I told them that was not an acceptable resolution, for being stuck at the airport for over 15 hours in two days. According to my passenger rights, I am entitled to compensation, but they will not provide that and have stopped responding to my emails. I do not recommend flying with them, especially after the poor lack of service trying to remediate the situation.",False,,Solo Leisure,Economy Class,Calgary to Milwaukee,November 2022,3,3,"<span class=""star fill"">3</span>",1,3,,,False
"""insensitive and uninterested""",1,2022-11-10,"Not Verified |  Weather conditions delay. No solutions provided. I had to do it all myself to fix their delayed flight issue. My flight was delayed 7 hours, for a total of 14 hour layover. The expected layover was 3 hours. No solutions were provided by the American Airline staff in Phoenix. I had to push for a new flight on phone, and just after getting confirmation, I was told by American Airlines Customer Service Desk it’s too late to board. So why was I sold a flight that was too late to board? The staff in person tend to be very insensitive and uninterested in genuine help towards others. Additionally, no one in Phoenix AA was able to help me schedule a flight to reach my destination. They put me on standby lists and said “we really don’t know, there’s nothing available until tomorrow night”…for a total of 24+ hours of travel time. I asked “what do you think is best”…no advice given. Just clueless faces. My Expected travel time before delay was 13 hours. I had to purchase a whole new flight from Delta for 1k,so if you know there’s a weather condition during your travel at any point, book another airline…they won’t help solve the issue. They will expect you to fix it.",False,,Solo Leisure,Economy Class,California to Pensacola via Phoenix,November 2022,2,4,"<span class=""star fill"">4</span>",1,1,,4,False
"""show zero loyalty back to you""",1,2022-11-10,"Not Verified |  This airline strives for your loyalty. The propaganda they present about all the perks and rewards are superficial. Please do not be drawn into their words and advertisements. The fact that they strive for your loyalty but show zero loyalty back to you when needed is prevalent at the most in opportune time. I was a big advocate for this airlines being that I fly between 3-5 times a month. The perks for being a loyalty member were ok at best. The more you ride the train the more you see that loyalty is just a number. When you ask of them in a time of need, they will not be there. All you are is a number when it comes to their customer service. I booked a flight 5 months in advance. Their policy is within 24 hrs of booking you can cancel for a refund. I cancelled within 48 hrs and all they would be willing to do is give me a flight credit of the amount spent ($2500). They do not budge and the lack of loyalty in return is magnified. Spare yourself the stress and find a more customer orientated airlines to be loyal too. Let me add that you cannot talk to someone physically over the phone in their customer relations department. You’re Left with submitting a form and waiting for their response which is 7 business days.",False,,Business,Economy Class,San Antonio to Albuquerque,October 2022,3,4,"<span class=""star fill"">2</span>",3,2,,2,False
"""never fly American Airlines again""",1,2022-11-09,"My experience has resulted in a boycott of this airline. I am a heart surgeon, who was boarding with my carry-on, roll aboard, overhead luggage containing my heart surgery operating room equipment (including several magnification loops) when I was told by the AA gate attendants I could not board unless I checked my roll aboard through regular baggage to my destination. I told them that was unacceptable, asked them if there was any other option, told there was none, and I sat down and missed my flight as they still called my name through the overhead loud speakers while the gate agents looked helpless. I will never fly American Airlines again, and do not recommend.",True,,Business,Economy Class,Sacramento to Jackson via \dallas,September 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Rude, unprofessional is an understatement""",1,2022-11-08,"Not Verified |  Booked a holiday with British airways and my flights were with American airlines. This is the first time I have flown with American Airlines.  Rude, unprofessional is an understatement. The first two cabins got a bar and the last cabin got squash prepoured on a tray? Supposed to be complimentary drinks but they couldn't be bothered to get the trolley out on a 3 hour flight. The food was inedible, just awful and we all went hungry. I was traveling as a family of 6. When I ordered 6 cokes on a different flight the stewardess was very rude shaking her head at me and pulling faces. I told her we were entitled from a drink from the bar each. She replied ""for god's sake"" and walked off as if I was being greedy asking for my children's drinks. Unbelievably bad service and treatment. I had the misfortune of flying with American airlines on four separate flights in 2 weeks I complained whilst waiting for my connecting flight and they didn't care and said hope to see you soon. No way will you ever see us again",False,A320/A330,Family Leisure,Economy Class,Dublin to Orlando via Philadelphia,November 2022,3,1,"<span class=""star fill"">2</span>",4,1,,2,False
"""Shame on American Airlines""",1,2022-11-08,"We have to fly from ABQ to MI for several important medical treatments in Dec 2022. In Oct. the airline cancelled our afternoon return flight from MQT and offered 2 choices: take the only other flight and miss our 2 treatments on the last morning there or incur the costs of food, extra day rental car and motel stay to fly out the next day. We are barely staying up with medical bills and home repairs (leaking roof, broken water heater) and the extra $250-$275 to stay the extra day means something will not get paid. They don’t give a hoot about how it impacts the people who keep them in business. Shame on American Airlines. This is the last time we will ever give them our money! I rated the other aspects based on my previous flights with this airline.",True,,Couple Leisure,Economy Class,Marquette to Albuquerque via Chicago,December 2022,1,2,,1,1,,,False
"""Inhumane treatment""",1,2022-11-07,"The rude woman at the front desk got mad at me because I asked to check in some of my luggage early and I did not know that was against the rules. Because I insisted, she got mad and canceled my flight without telling me. So when I go to check in with all of my family, I get the run around, I get ignored, and they had me all through the airport trying to get to this flight that I was never going to get on. Then they tell me that I missedthe flight because I arrived late. I learn later that I was not late, because my flight actually got delayed and I was actually early. But they did not tell me that because I was no longer on that flight(since she had cancelled me off that flight). So they make me think it's my fault that I missed my flight and in reality I miss the fight because she changed my flight. I sat and cried out of anger and humiliation and they did not care. That was their way of reprimanding me and I was never informed of what really happened. Inhumane treatment of fellow human beings.",True,,Family Leisure,Economy Class,Madison to Albuquerque via Dallas,November 2022,2,1,,1,4,,,False
"""this is the absolute worst service ever""",1,2022-11-07,"I paid extra to get into priority 4 so I wouldn't have to check my carry on bag. I was still forced to, being told there would not be room on the plane. I got to the plane, guess what, plenty of room for my bag I no longer have possession of. If I wanted to check my bag, I would! I have laptops and personal belongings in this bag, I do not want it being thrown around. Not to mention, the stupid app won't let you check in. You have to be at the airport to check in. Stupid. I fly with Southwest, Delta, and others, this is the absolute worst service ever.",True,,Business,Premium Economy,Oklahoma City to Phoenix,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""rebooked my flight while I was in route""",2,2022-11-07,"Not Verified |  
This airline has rebooked my flight while I was in route to my first flight or while I was sitting on my flight 2 times now. Both times, I have a strong reason to believe that they did this for their own convenience (unwilling to pay me back for my ticket due to plane troubles, and instead blaming it on the weather, or cancelling my flight because due to a ""delay"" I was not likely to make a connecting flight) Either way, the airline was not only inconsiderate of me and my schedule and had me booked for lay overs over 8 hours long but also had a major attitude about it. I understand that its not the employees fault that the company they work for is so unorganized and pays them so little, especially as they are likely to be cursed out numerous times a day, due to the low quality of this airline, but I do expect better given the amount I have to pay for a ticket.",False,,Solo Leisure,Economy Class,Phoenix to Rochester,November 2022,2,4,,1,2,,,False
"""full day of weather delays today""",1,2022-11-05,"Is it typical practice to notify of delays via text/email, but not gate changes or early arrivals of planes via text or email? Husband is stuck in a DC airport after a full day of weather delays today with American. Oddly, my MIL and niece flew from SLC with no delays. Clear weather radars.",True,,Business,Economy Class,New York to Portland Jetport,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Worst customer service ever""",2,2022-11-05,Not Verified |  Ruined my trip with delays. Then 3 weeks ago I canceled a flight a month in advance and was told that I wasn't getting a refund or anything back. When I tried I was hung up on 3 times. I've never been disrespected this badly by any company. Worst customer service ever,False,,Family Leisure,Economy Class,Orlando to Denver ,December 2021,1,1,"<span class=""star fill"">2</span>",1,1,,,False
"""do not check anything of value""",1,2022-11-05,"Not Verified |  If I could rate them lower than a one star, I would. To make a long story short, I was attempting to bring a pelican case full of expensive camera equipment onto the plane as a carry on. It was small enough and easily contained $10K worth of equipment inside. While at Ronald Reagan, I was told that I must check the bag or not get let on. I reluctantly handed over the pelican and was assured that the luggage was in good hands. I found out once arriving in Phoenix that baggage workers stole nearly $8K worth of equipment and are also are refusing to cover the loss. If you fly with them, do not check anything of value. There isn’t a guarantee that it will be there when you land. And yes, there were no lithium batteries in the case; just in case if American Airlines is reading this.",False,,Business,Economy Class,Washington  to Phoenix,October 2022,1,1,,1,1,,,False
"""I am extremely unhappy with this entire situation""",1,2022-11-03,"I am writing this review because the experience that I have had with American Airlines in the past two days is honestly unbelievable. My daughter is a minor and was flying back from Anchorage to Myrtle Beach on November 2, 2022. When she arrived at the airport for check in they sent her to the gate with the app on her cell phone for boarding. She is an unaccompanied minor which I paid extra for so you cannot use the app for boarding. That was their first mistake because by the time she went back to the desk she ended up missing her flight. Because of that she did not return to Myrtle Beach when she was supposed to. She had to be put on a flight for the next night which was extremely inconvenient especially because of her school. She then leaves Anchorage on the next flight which was the next night and when she arrives in Dallas she has no unaccompanied minor tag or chaperone. When I find this out I go straight to the Myrtle Beach airport to find out why my child is alone in Dallas. In the process she finds someone and ask about her chaperone and she is told that she is not on a list for a chaperone. A lady sits with her anyway but tells her that she will probably not have a chaperone when she gets to Charlotte. While I am at Myrtle Beach airport I find out that Anchorage airport put my child on the plane and did not list her as an unaccompanied minor so she was not chaperoned. I wasted my entire morning at Myrtle Beach airport trying to make sure that my child was safe and would make it back to Myrtle Beach because she still had another connecting flight. I am making this review to make anyone aware that has a minor child to possibly find another airline because this is the most unacceptable thing that I have ever had to deal with. I am extremely unhappy with this entire situation and I can say that if nothing else the one mistake that an airline should never make is not having a chaperone available for a minor that has three different flights. When booking this flight I was assured multiple times that my child would not be alone and that was not the case. Once again this whole situation has been absolutely unbelievable. I pray that no parent ever has to experience the stress that I have with this airline.",True,,Solo Leisure,Economy Class,Anchorage to Myrtle Beach,November 2022,3,1,,1,1,,,False
"""civil aviation is no longer civil""",2,2022-11-01,"After 55 years of flying, as my father before me, to every major city in the US and to many countries abroad with over 100 flights annually, I can truely say I have had it with civil aviation. I never want to see another domestic carrier again. DFW/XNA this past Friday was one of the worst on record for me. A 42 minute flight was most deplorable. I have been tied to United, Delta, SW and even TWA, US AIR, Continental over the years until nearly all were absorbed by the Big 3. Now with AA exclusive since 1995. The perpetuated lies from pilots and maintenance personnel is just beyond the pale. It borders on harassment and being taken hostage. Yes the weather at DFW was sketchy on 10/28 but most every flight was moving in and out. I am OK with being delayed 2-3 hours if I am told the truth and updated, but 7 hours is horrid for passengers and AA staff. The lead FA and gate agent were on the verge of panic attacks because of the lies being told. The Captain just gets up and walks out without saying a word for he timed out on his duty hours. The FAs were furious he did this and they were calling their management over it. Secondly, How can a passenger expect they are being told the truth when you are told your aircraft "" has been taken out of service"" by maintenance only to reboard the same aircraft an hour later. I have my suspicions about that sequence of events but to long to go on in this forum. In the end the FAs saved us for they extended their duty hours to get us to XNA, otherwise we were screwed. Every passenger should be grateful to them as I was, even being 7 hours late. I read these comments about AA, it is shameful that a once premier domestic carrier and brand is now rated as a 2 star carrier. Its shameful that AA management does not care one ounce for their staff nor the passengers but only for the stock price of the shareholder. I don't begrudge that but I want reliable service week in and week out when I travel on business and not the ongoing maintenance and operational stupidity that happens almost weekly. The new loyalty program is joke and only rewards those committed to a CC not the AA brand. So when booking AA, roll the dice and take your chances. I would hate to stake my vacation, honeymoon or cruise based on their service level. I doubt you are much better off with SW, Jet Blue, Alaska or United. Maybe Delta is the best bet in todays environment but with their 15,000 pilots threatening strike action I doubt they can be depended on either. Good Luck out there because civil aviation is no longer civil.",True,Boeing 737,Business,Economy Class,Dallas Ft Worth to Northwest Arkansas,October 2022,3,5,,1,3,,,False
"""Response letters that do not say anything""",3,2022-11-01,"My wife and I were flying Barcelona to Kansas City via Philadelphia. (Flight 743, Scheduled for Oct 14) Our flight had mechanical issues and was delayed to the next day. (Oct 15) AA-BCN provided an excellent hotel for passengers and did an excellent service start to finish. Cudos for AA-BCN staff. We were to a finally arrived to MCI 2 days later after another provided hotel from AA in Philadelphia. While working with the AA-BCN staff, they informed the passengers that this cancellation / delay would fall EC 261 passenger rights, and definitely submit the documents. I have found the EC 261 form itself, but info has was evident on where to send the doc for processing. I have been working with AA support trying to get an answer. It 'appears' that the AA support is most likely robo-responders. Response letters that do not say anything. I have not found any address or instructions on where to send the document (and any others) to get this into the AA system. Any ideas? The 2nd issue is about the complaint / concern with the far less than acceptable overnight accommodation in Philadelphia. The hotel in question is the Wyndham Garden Hotel. This is how AA takes care of international flyers? I have to believe than no customer support executives have stayed at this hotel. How does AA justify sending their flying customers to a 1 star hotel. Unbelievable, but that is AA's hotel of choice. Does anyone work in AA customer support?",True,Boeing 787,Couple Leisure,Economy Class,Barcelona to Kansas City via Philadelphia,October 2022,2,5,"<span class=""star fill"">4</span>",5,2,,,False
"""They have lost a lot of my respect""",2,2022-10-31,"Return flight to LAX. Flight out AA 265 wonderful, multiple choice meal, drinks, IFE functioning. Return AA 266 provided the worst culinary slop ever seen. IFE not working entire 5 1/2 hr flight. Flight attendants fantastic, mostly being apologetic for food service and lack of IFE. Business class, had only one fixed menu consisting of: no appetizer, an entree of beans and quinoa - navy beans, kidney beans, fava beans. For the medical audience, fava beans can induce a hemolytic blood crisis in patients with an enzyme deficiency. To not offer any choice definitely put passengers at risk. Grapes and processed cheese. Processed cheese! Luscious dessert - Oreos in a foil packet. There was at least a choice of two different crackers! I've attached a photo of the delectable repast. The flight attendants all advised writing letters to AA at aa.com, as this was not the first time the Lihue-LAX flight was shortchanged in quality. The letter was subsequently sent on the aa.com complaint window. As a frequent flyer, we normally would expect some amends in terms of a mileage bonus or something considering the fare paid, the lack of any IFE on a long haul flight, and the abysmal meal served. This was their response, suspect automated: October 19, 2022 Hello xxxxx: Thank you for contacting American Airlines. We strive to put our customers at the center of everything we do. The details you provided highlight the importance of that focus, and we are sorry to hear things did not go as planned. Please know that we strive to learn from every experience, so we appreciate you taking the time to share your feedback with us. Your input will be shared with our team as we continue towards our goal of providing a world class experience. Thank you again for reaching out to share your experience with us. We hope to better deliver on our high standard of excellence next time we have the opportunity to welcome you aboard. Sincerely, xxxxx Customer Relations American Airlines AA. Your opinion matters to us! We invite you to share your overall experience in this quick one minute survey. Click here for the survey. We appreciate your time and valuable feedback. The biggest laugh came from the one minute survey, where first question was "" How likely are you to refer friends and family to American Airlines ?"". AA didn't lose a customer, though I would never fly that route again on AA. They have lost a lot of my respect, and lost any referrals that I might have given. Loyalty means nothing to AA - a common sentiment, no doubt.",True,A321neo,Couple Leisure,Business Class,Lihue to Los Angeles,October 2022,4,5,"<span class=""star fill"">1</span>",5,3,,1,False
