header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""recommend avoiding this airline""",1,2022-08-02,"I can’t even begin to explain how horrible my experience with Sun Country has been. They lost my bag on a one-way flight from Minneapolis to Vancouver. I understand that mistakes happen, however it was the poor customer service on behalf of the airline that really floored me. Every single employee I spoke with to try and locate my bag was unhelpful, uninformed, and in some cases just plain rude. It took over 24-hours to discover that my bag was put on the wrong flight and ended up in Orlando. They refused to collaborate with any other airlines to get it flown to Vancouver in a timely manner and insisted that Saturday would be the earliest they could send it on the next Sun Country flight (although I arrived on Wednesday so that’s looking at 4 days without my bag although they knew were it was). I had to provide my contact information 4 times to 4 different customer service agents - it seemed like they had absolutely no tracking system for information and/or baggage. After spending hours on the phone during my vacation and being assured several times that my bag would be delivered to me once it arrived on Saturday, it finally arrived on Saturday and I was informed that Sun Country doesn’t have agreements in place with any of the delivery carriers at the Vancouver airport so they could not in fact deliver it to me. I spent another 2+ hours to travel to the airport to pick it up, where I was met with empty Sun Country desks and an airport information desk employee who insisted there was nothing he could do to help although my bag was at that very same airport. As of right now, Sun Country has only agreed to reimburse me for my checked bag fee and the clothes I had to purchase for the time without my bag. I would recommend avoiding this airline at all costs!",True,,Couple Leisure,Economy Class,Minneapolis to Vancouver,July 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""never fly with Sun Country again""",1,2022-07-29,"Not Verified |  This airline is the absolute worst. I have a credit so did make a reservation for a nonstop flight in Feb 2023 but ended up on hold with their customer service department for over 2 hours and never did get someone to pick up the line. I would not have needed to call if they had not make a mistake on my credit from last December. I will chose my future destinations where relying on Sun Country for a nonstop flight is not necessary. Will never fly with Sun Country again. Family members have had the same horrific experience with Sun Country, getting to the gate with small children and no plane there and no rush once one does come in. Late departures and arrivals are the norm for this airline. They filed for bankruptcy in 2008 and could end up doing so again with such terrible service.",False,,Couple Leisure,Economy Class,Minneapolis to Ft Myers,February 2022,2,2,"<span class=""star fill"">1</span>",1,1,,1,False
"""had a horrible experience""",2,2022-07-27,"Our luggage never made it to our destination and is still at large 2 weeks later. There was some chaos when we checked our bags. We’ve had a horrible experience with this airline, it’s run very poorly.",True,,Family Leisure,Economy Class,Houston to Cancun,July 2022,2,3,"<span class=""star fill"">2</span>",1,1,,2,False
"""Avoid Sun Country at all costs""",1,2022-07-23,Not Verified |  Terrible experience. We were scheduled to leave out on a 7 am flight. Received an email at 10 pm the night before that the flight was delayed 6 hours. Luckily we happened to check the email. We logged in and the sun country website said the flight was on time and not delayed. Called customer service and what a terrible customer service experience. They could not confirm either way if it was delayed or not. We arrived at the airport for the 7 am flight just to be safe. The agents at the ticket counter told us the flight was on time so we checked our bags and went thru security only to find out once inside that it was actually delayed 6 hours. Now we were stuck and couldn’t leave. We were stranded for 6 hours when we could have gone back home and waited if they had given us correct information. We live 30 minutes from airport. The delay caused us to lose deposits on scheduled activities because we didn’t arrive on time. I have attempted to contact Sun Country customer service several times and I’m promised a call back but no one ever calls back! Terrible experience. Avoid Sun Country at all costs!,False,,Family Leisure,Economy Class,Dallas Ft Worth to Cancun,July 2022,1,2,"<span class=""star fill"">1</span>",1,1,,1,False
"""Fly a different airline""",1,2022-07-18,"Not Verified | Minneapolis to Tampa. Canceled our flight home on a Sunday, zero flights available, scramble to find hotel, had to rent a different car, 6 people unable to work on Monday, Monday: boarded plane noticed the extra heat aboard as we were in Florida. Sat in this junk pile with no AC for 30 minutes then pulled out to the runway area to cook for another 15, once in the air still no AC just what seemed to be hot breath blowing. The one crew said I'll go turn it on, but didn’t really do anything. 0/10. Fly a different airline.",False,,Family Leisure,Economy Class,Minneapolis to Tampa,July 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""This airline lost my bag""",3,2022-07-13,"This airline lost my bag. I made a claim at the airport and have not received my bag or a call from the airlines. I cannot get a hold of the airline too. It’s complicated to even find a number for them or find where to email them. When I called they told me the volume of calls was to high and hung up on me. If you fly, carry on your bag!",True,,Family Leisure,Economy Class,Myrtle Beach to Seattle  via Minneapolis,July 2022,3,2,"<span class=""star fill"">2</span>",3,3,,2,False
"""Customer service is horrible""",1,2022-07-07,"Not Verified |  Customer service is horrible. We left something on the plane when we got off and they would not let us go get it. Thankfully, someone was willing to help us, but when the stewardess brought back our stuff, they proceeded to chew us out right in front of everyone. Worst flight I have ever had. Their seats are very uncomfortable and the online check in is terrible. There is also no communication if your flight is late. Will never fly with them again!!",False,,Couple Leisure,Economy Class,Dallas to Mexico,July 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""What an incompetent airline and incompetent workers""",1,2022-07-05,"Not Verified |  Ridiculous flight crew that canceled a flight literally 5 mins after landing. We all waited over 5 damn hours at the airport because the flight crew claimed it would just be a 3 hour delay. They landed and immediately said the flight is canceled until the following day. I missed an important event as well as wasted time and money on transportation back and to the airport. What an incompetent airline and incompetent workers. I called customer care and the lady was no help. All she did was direct me to their website to fill out some form that was going to take months. Not only that, she hung up on me without letting me know. Suddenly, I was just talking to air. Terrible service, terrible airline.",False,,Family Leisure,Economy Class,Las Vegas to Saint Paul ,July 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Worst baggage experience""",1,2022-07-05,"Worst baggage experience I have ever had. My bag not only took an hour to come out, it was soaking wet all the way through. It was a 4 hour drive after this to find everything stained with whatever was near my bag, my uggs ruined, and not dry socks or underwear. So I file a complaint to be told it wasn’t said at the airport or 4 hours after the flight so it is “invalid”. If thats how a company like this needs to make 40$ so be it will not be flying with them ever again. Paying extra to have my bags ruined and an hour added on to my 15 hour travel day? I don’t think so, never again!",True,,Solo Leisure,Economy Class,Minneapolis to Portland,July 2022,3,4,,1,1,,,False
"""A huge lack of customer service""",1,2022-06-28,"Not Verified |  My flight took off two hours late and the flight staff said the reason was because “they were waiting for a piece of paper”. The online flight schedule was not updated. It lied and said the flight landed at the normal time, so my ride had to wait at the airport for two hours since they were unaware the flight was delayed. A huge lack of customer service which is unacceptable considering the price I paid for the flight. Definitely fly Delta or Alaska Airlines instead if you can.",False,,Family Leisure,Economy Class,Minneapolis to Seattle,June 2022,3,2,"<span class=""star fill"">2</span>",1,1,,1,False
"""Worst flights ever""",1,2022-06-28,"Not Verified |  Flew Sun Country both ways and was so cold in the plane everyone was complaining but nothing was done. My baggage was lost on my return flight. No one on entire trip was very friendly. Worst flights ever, stay clear of Sun Country.",False,,Solo Leisure,Economy Class,,June 2022,1,1,,1,1,,,False
"""the worst airline to fly for many reasons""",1,2022-06-25,Not Verified |  Sun Country is the worst airline to fly for many reasons. I was kicked off the airplane for switching to an empty seat after the plane doors were closed and locked. Which I then moved back to my original seat when it became an issue to flight attendant. The entire plane was deplaned for no reason. The way the flight attendant was talking to me and treating me was uncalled for on so many levels. I will never fly with Sun Country again!,False,,Solo Leisure,Economy Class,Minneapolis to Portland,June 2022,1,1,,1,1,,,False
"""she was efficient and informative!",10,2022-05-29,Not Verified |  My son is flying to his dad's today and I couldn't find his flight.  I called Sun Country Airlines on a holiday weekend hoping for help and boy did I get it. Katie was absolutely phenomenal don't ever lose her. Not only was she efficient and informative but she helped calm my nervous mom brain down. Katie thank you so much for making this a seamless and easy process you are amazing.,False,,Solo Leisure,Economy Class,Asheville to Minnesota,May 2022,,,,,5,,,True
"""bad culture problem""",1,2022-05-13,Not Verified |  Nashville to Minneapolis. As I was checking in I noticed the rep processing it was new and had questions she referred to another rep that was more experienced. The new rep took my bags and had not labeled them yet. So I made the statement that I would like to see my bags label for check in before I walk away just make sure nothing gets missed. The experienced worker with an attitude said that we are professionals it will be handled. She said it in the most unprofessional condescending way and then walked away. I hope that customer service training will be followed up with this experienced rep. She was certainly teaching the new lady to be a smart mouth just like her. Sounds like a bad culture problem within Sun Country the at has gone unchecked!!,False,,Solo Leisure,Economy Class,Nashville to Minneapolis,May 2022,3,3,,1,3,,1,False
"""the communication is awful""",1,2022-05-04,"I would rate 0 stars if it was an option, the communication is awful, 0/10. We got all the way to the gate for our flight home from 5 days in Nashville. We were told by the gate agents in a rude, disrespectful & unprofessional attitude that our flight was delayed until tomorrow evening at 4pm. They stated they didn't care about our flight and that it wasn’t their fault. $100 voucher was issued. The next day we were trying to track our flight to make sure it was on schedule, there was nothing online to updated, no emails were sent, etc. I called Sun Country to confirm the flight as no information was provided. I was on hold for over an hour with no answers. We headed to the airport, we approached the check-in desk (same lady as previous day). Again, in a mean, agitative tone she proceeded to tell us us that we had to pay for our overhead luggage and would cost $90 for two bags. I’ve flown on a plane over 30 times and never paid for overhead luggage. We paid it, as we were told without issue. However, our plane has been delayed over 24 hours without notice. The least the company could do was waive the fee. Instead of telling us our flight was canceled, they worded it as “delayed” to get around their regulations of having to put us on another airplane that had open seats. 24 hours later we land & guess what? No Jet Pilot to connect the airplane to the airport. We were on the ground for 30 minutes with nobody moving. The pilot stated, “I’ve called twice and I cannot get ahold of anyone, it’s not an excuse .. you cannot make this up”. The end of the story is, I will forever choose a more expensive option for another airline than go with this poor service ever again.",True,,Couple Leisure,Economy Class,Nashville to Minneapolis,May 2022,2,4,,1,1,,,False
"""customer service was terrible""",1,2022-04-22,"Working in healthcare as nurses made it extremely difficult to travel, Sun Country Airlines refused to allow any type of extension on our credit and we lost all of our money. All we did was request an extension to book by one week so we could see how the pandemic was going to stabilize. Their customer service was terrible, took 6 weeks to respond, waited on hold for hours and then it would hang up on us. I will never recommend them for not taking care of their customers.",True,,Couple Leisure,Economy Class,,January 2022,,,,,1,,,False
"""Bad customer service""",1,2022-04-10,Not Verified |  Booked recently and was obligated to cancel. Bad customer service. Very rude lady on the other line. Did not apologize when I told her my call dropped previously. Raised her voice at me and did not bring the recording that herself suggested to report.,False,,Solo Leisure,Economy Class,Philadelphia to Minnesota,April 2022,,,,,1,,,False
"""This airlines customer service is deplorable!""",2,2022-04-08,"Not Verified |  Purchased a ticket and then contracted COVID. Attempted to contact the airline and could not. Their customer service was overwhelmed and spent several hours over two days trying to speak with someone. Was told to leave a message and they would call back. That never happened. Online was no better. Portions of the website were not operational and you could not reach an area that could either change or cancel a flight. This airlines customer service is deplorable! I would never utilize the services of this so called Airline again, they are terrible. We want a refund and can't even contact the airline. Don't fly Sun Country if you expect any acceptable level of customer service, you will not be pleased.",False,Boeing 737,Solo Leisure,Economy Class,Denver to Minneapolis,February 2022,1,1,,1,1,,,False
"""Sun Country has zero integrity""",1,2022-04-08,"I booked a flight with them to North Carolina for a long weekend trip two months in advance. Two weeks in advance, they cancelled my return flight and moved everyone to the following day. Although they claimed that they sent out an email notifying all passengers of this change, they did not. I dug through all my inboxes and spam folders, and the only emails I have from them state my itinerary for my original flight. My outgoing flight was delayed 5 different times. When I went to check the status the day of my returning flight I learned that they had changed my return date to the following day. I had to be back for an important meeting, so I ended up having to drive the 15 hours home. When I got home at midnight 24 hours later than I should, I was still receiving delay notifications from their flight home, which had not even departed yet. Whenever I tried to call their general customer service number, it stated, ""All lines are busy."" Finally, by calling their group booking number, I was able to be transferred to customer service. At which time, they refunded my return flight, but refused to refund my outgoing flight, due to that fact that I had already taken it. I asked to be transferred to a supervisor and told him this was not right because I never would have taken the outgoing flight if I knew they wouldn't get me home on time. I warned him that I would make a complaint to the BBB if he did not remedy this. He said that he as unable to help me, and that as the liaison for Sun Country's BBB affairs, I would receive the same response here. Sun Country has zero integrity.",True,,Couple Leisure,Economy Class,Minneapolis to Asheville,March 2022,1,1,"<span class=""star fill"">1</span>",1,1,,2,False
"""Avoid at all costs""",1,2022-04-02,Awful airline. Avoid at all costs. All day long my phone has gone off every hour to notify me that my flight has been delayed. Awaiting the inevitable cancelation but they won't do it until they delay me at the airport until midnight. I wouldn't fly this airline again if I was given free tickets.,True,,Couple Leisure,Economy Class,Minneapolis to Myrtle Beach,April 2022,,,,1,1,,,False
"""Wonderful airline to travel""",10,2022-03-19,"Not Verified |  Wonderful airline to travel. Flight crew was available, friendly and approachable on both flights. I am a nervous flier, and they made me feel comfortable throughout the flight. Will always fly with this airline in the future when we decide to take trips to Laughlin! Love this airline! Thank you again!",False,Boeing 737-800,Couple Leisure,Economy Class,"La Crosse, WI to Bullhead City",March 2022,4,5,,5,5,,,True
"""labeled my daughter as a non-US citizen""",1,2022-03-15,"Not Verified |  Sun Country labeled my daughter as a non-US citizen, despite her US passport and citizenship for 17 years . She was adopted as an infant. Sun Country refused to let her check in online and told me that because she was adopted from China - a gate agent would have to ""Verify she was really a citizen"". Apparently gate agents know more than the US government?! We traveled with 10 people, only my daughter was required to undergo a ""Special check in"" process that added burden to our trip but also made her feel like she was not accepted as a citizen here by Sun Country and as if she had to prove herself to a gate agent. This is racist. It also happened on way back. We have not been able to get anyone to acknowledge this issue.",False,,Family Leisure,Economy Class,,March 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""The staff on the way back were rude""",1,2022-03-03,Usually I can take a carry on and did on my way to Florida but on the way back they charged me for my carry-on and told me only backpacks were allowed. Then when I went to pay they said they couldn’t take cash it had to be a card. I’ve never been treated so badly at the stand. They didn’t help guide anyone and when booking the flight months earlier they didn’t prewarn anyone this would happen. The staff on the way back were rude. Totally different then my flight there they helped when not sure where to go and did not charge me for my carry on which was 45 dollars I think they were just being greedy on the way back.,True,,Solo Leisure,Economy Class,"Tampa, Florida to Minneapolis, Minnesota",March 2022,1,1,,1,1,,1,False
"""lack of concern for their customers""",1,2022-02-28,"We booked a ski trip to Bozeman with a return on Sunday morning 2/27/22. However, three weeks prior to our trip S.C. canceled our return flight without explanation. Most likely they just didn't think the flight was full enough. They booked us on their evening flight for that day. So instead of a return flight at 10:30 AM we were stuck with a return of 7:30 PM. This of course caused lots of headaches with car rentals, hotel check out times, etc. On the day of our return, we got a notice that our flight was delayed until 8:30. Then an hour prior, we got another notice that our flight was delayed until 9:00 PM. Finally, at about 9:15 PM we departed. Upon landing back at MSP, at midnight, we sat on the tarmac for a full hour without any (none, zero, zilch) communication as to why we were sitting there or what was going on. So instead of getting home at 1:30 PM on Sunday afternoon like we planned, we got home at 2:00 AM Monday morning - and really for no good reason at all. No weather, no mechanical delays, no explanations. Sun Country doesn't appear to care about you. They will cancel your flight on a moment's notice, delay you without explanation and make you sit on the tarmac without any communication. Like most of us, I've had some terrible travel experiences in my day. This one was 100% due to the airlines incompetence and lack of concern for their customers. It's not worth the savings if they can cancel you without explanation and treat you like cattle.",True,,Family Leisure,Economy Class,Bozeman to Minneapolis,February 2022,2,1,"<span class=""star fill"">2</span>",1,1,,2,False
"""Horrible customer service""",1,2022-02-24,"Not Verified |  First and last time flying with sun country airlines. Avoid this airlines if possible, this people don’t care about your stuff. I traveled last week and they damaged one of my luggage when I arrived at my destination. After making a huge line in Madison Wisconsin because they only had one staff, with my wife and two toddlers I was told they had no time to help me to fill out a form or call customer service. After arriving at the hotel I called and made the claim long story short of back and forth emails its been over a week and they finally offered me a twenty dollar refund for my close to five hundred dollar luggage. If you have expensive things or care about your stuff stay away from this airline. Horrible customer service!",False,,Family Leisure,Economy Class,Fort Myers to Wisconsin,February 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Won’t fly with them again""",1,2022-02-15,"Not Verified |  
Worse than Spirit. Delayed flight for two hours after everyone was boarded. Same thing on the way home. They then proceeded to make us sit on the runway after landing for over an hour. Terrible communication, and added several hours onto traveling on both ends. Won’t fly with them again.",False,,Couple Leisure,Economy Class,Punta Cana to Indianapolis,February 2022,1,1,,1,1,,,False
"""avoid this sorry excuse of an airline""",1,2022-01-31,"Not Verified | I would avoid this sorry excuse of an airline at all costs. I booked my flight out of SFO - MSP - BOS on 12/30, leaving around midnight. Around 7pm the same day, I get one text saying the flight was going to be delayed 2 hours. Worried about missing my connecting flight, I call their customer service center about 10 times to no avail. I get to the airport early, and their desk isn't even open until 9pm. I talk to the agent, who confirms I will miss my connecting flight from Sun Country, then offers a ""refund of flight"" or ""flight on 1/2 out of MSP."" Refund of flight is useless, as all the other last minute flights are 2-3x more expensive. An alternate flight 3 days later is a joke, given Sun Country doesn't offer any hotel accommodations and basically wants to leave a customer stranded in a random city for 3 days. I eat up the cost of an exorbitantly more expensive last minute flight, and follow up with their customer service via email, phone, SNS multiple times. No response for 3 weeks. Then, I get an email saying like ""we're really sorry, so as a sign of our commitment to excellent customer service, we've refunded you your original ticket price."" This almost feels insulting, that the only remuneration offered is the money for the flight I never got to set foot on due to a malfunctioning or error on Sun Country's part. I call again - maybe 3-4 times because their customer service is impossible to reach. The agent tells me she'll look into it. I get an email a few days later saying ""Sorry, we're not going to do anything."" They don't care about their customers. They don't care about their commitments or flight schedules. They are definitely not a well-functioning airline, and they are hardly a business at all run based on a modicum of common sense. I would avoid this sorry excuse of an airline at all costs - nobody could even pay me to take their rides.",False,,Solo Leisure,Economy Class,San Francisco to Minneapolis via Boston,December 2021,,,,1,1,,,False
"""What a blessing""",10,2022-01-28,"Not Verified | Montego Bay to Fargo via Minneapolis. What would we have done without the kindness, professionalism and graciousness of the staff at Montego Bay, Jamaica? After Delta stranded us, we ran to Sun Country and were able to get on their flight toward home. We had to leave Jamaica that day, no exceptions, to comply with Covid tests-negative that America requires to get back into America (which is fine until an airline tells you your flight is cancelled.) I don't have their names but all the Sun Country staff on December 29th, 2021 reassured us ""Yes, we can accommodate you and your family"". What a blessing they were to us. So, thank you, Sun Country staff in Jamaica. We are home now, safe and sound. We did use Delta for the last leg of our journey and all went fine.",False,,Family Leisure,Economy Class,Montego Bay to Fargo via Minneapolis,December 2021,3,5,,5,5,,,True
"""I will be reconsidering book with them going forward""",3,2022-01-20,"Not Verified |  Boarded 10 minutes late. Sat on the plane for an hour and a half while they loaded mail and waited 20 more minutes for live chickens to be loaded. You don’t book a 7.50am flight to depart at 9.40 because of mail and chickens. Made everyone late, I will be reconsidering book with them going forward.",False,Boeing 737,Couple Leisure,Economy Class,Minneapolis to Tampa,January 2022,2,4,,1,1,,,False
"""Horrible first experience""",1,2022-01-14,"Horrible first experience. Cabin dirty with food on floor, empty bottles in seat pocket and tray table was sticky. Flight attendants did not care one bit. Rude, arrogant and seemed to be bothered by advising uncleared areas.",True,,Business,Economy Class,Punta Gorda to Minneapolis,January 2022,3,1,,1,5,,,False
"""left the passengers behind""",1,2022-01-04,"San Diego to Minneapolis. I had a flight to SY408 to Minneapolis that never showed up at the gate. They shipped my luggage to Minneapolis and left the passengers behind. I received updates of a flight delay and the attendant confirmed there will be a delay but the flight will leave from the same gate. Even after the confirmation, since the terminal is small, I would have seen if it changed gates so I presume they never even stopped to pick anyone up. After several hours on the phone, they told me I had to book and pay for another flight and there was nothing they could do. They also refused to look into the situation and see if there was a gate change, if they did leave all the passengers behind, or what happened with the flight. Still a mystery that they haven't been able to help with.",True,,Family Leisure,Economy Class,San Diego to Minneapolis,January 2022,1,1,,1,1,,,False
"""There was no explanation for this cancellation""",1,2022-01-02,"Not Verified |  I am disgusted with Sun Country airlines and highly recommend avoiding this airline. Yesterday (12/31/21), I drove my 19 year old daughter and her cousin for a 9.30 pm flight. They were told everything was on time, but were then notified the flight was cancelled shortly before they were supposed to board. There was no explanation for this cancellation. I drove back up to get them and they rescheduled for the next day. After delaying the flight for 1.5 hours, the flight was again cancelled. No explanation. My daughter is devastated as she has been waiting a long time for this trip. I will never use this airline again.",False,,Family Leisure,Economy Class,Minneapolis to Las Vegas,January 2022,1,1,,1,1,,,False
"""unfortunate way to spend new years eve""",1,2022-01-01,"Our flight was supposed to depart at 9:30pm on New Years Eve. At 9:07pm some people received a text message saying the flight was canceled. It took them another 10 minutes to make an official announcement that the flight was canceled. At this point, there was still no front desk person for is to ask questions too. We had to travel down 6 gates to talk to someone. They offered a refund to everyone and you could reschedule your ticket for another sun country flight. The choice was 9:30pm the next day (Saturday), which was rapidly filling as were towards the end of the line, or late Sunday. After waiting in line for 40 min and only having moved forward 3 people we decided that we would never fly with Sun Country again. We paid $500 to fly with Delta instead. Money well spent. Sun country was not willing to offer us anything; free hotels, free transportation, shoot, they wouldn't even cover our parking fee for the one day delay. Sun Country does not care about their customers. They are the cheapest airline and it shows. Their customer phone lines were also just a robot that says ""All lines are busy, please look at the website. Good bye"" and then hangs up on you. Extremely unfortunate way to spend new years eve.",True,,Couple Leisure,Economy Class,Minneapolis to Las vegas,December 2021,,,,1,1,,,False
"""lack of communication was the most frustrating thing""",2,2021-12-29,"Not Verified | We were supposed to fly out at 7 pm. At about 6:30 there were no employees at the desk. Our flight was still listed as on time. Another passenger found that the airline website listed the new departure time as 10 pm, though nobody else was able to find it. We were never notified at any point by email or text. The scheduled time remained 7 pm and eventually the status was changed to 10 pm, but the flight was never listed as delayed. At about 9 pm the poor staff member had to announce to everyone that the flight would not be taking off that night, but at noon the next day because the pilot needed to rest. It took another hour for the airline to confirm a hotel for everyone and we all had to pay for transport with the promise of the airline reimbursing this eventually. Once they finally confirmed a hotel they did not even announce it, we had to hear it from other customers. It was all very confusing. The lack of communication was the most frustrating thing. Today at 11:15 our scheduled departure time is still 7:05 yesterday; it was never listed as delayed.",False,,Couple Leisure,Economy Class,Portland to Minneapolis,December 2021,2,5,,2,4,,,False
"""They still refused and would not give me a credit""",1,2021-12-12,"Not Verified |  I booked a flight with Expedia for my son to come home for his grandfather's funeral. The flight out was with American Airlines. The return leg was Sun Country. American's flight out was delayed to the next day. He was flying from San Diego to Indy. Due to the delay, he was now going to miss the funeral. We then canceled the flight since he was going to miss the entire funeral mass. American Airlines refunded the flight out but Sun Country stated they have no refund policy with canceled flights. Our intention was for my son to come to his Grandfather's funeral. I sent Sun Country the funeral info. They still refused and would not give me a credit. I will never book with an airline that operates their business in this way. Expedia did finally give me a credit after hours of calls and being on hold.",False,,Solo Leisure,Economy Class,San Diego to Indianapolis ,September 2021,1,1,,1,1,,,False
