header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""no sign of the promised refund""",1,2020-04-05,"At short notice Bamboo Airlines cancelled our flight and proposed an alternative schedule that got us into Hanoi late at night as opposed to early afternoon as originally planned. We rejected the alternative flight and were advised that we would be refunded our flights subject to sending confirmation that we did not want the alternative and card details to facilitate the refund, which we duly did. Over a month on and six e-mails later we have still not had the courtesy of any communications from Bamboo and no sign of the promised refund.",True,,Couple Leisure,Economy Class,Can Tho to Hanoi,February 2020,,,,1,1,,False,
"""pay a lot of money for some extra kilos""",1,2020-03-26,"Seoul to Da Nang in January 2020. I had booked my flight ticket with an extra baggage and i also paid for it. But the airline couldn't find my reservation, so i have to pay a lot of money for some extra kilos at the checkin counter!",True,,Solo Leisure,Economy Class,Seoul to Da Nang,December 2019,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""Can't recommend the customer Service""",1,2020-03-26,"Phu Quoc to Ho Chi Minh City. Can't recommend the customer Service for the airline. The changed 3 different flights that i booked to another days. They offered me on the hotline to get a refund or change the flight if i write them an email, but i didnt get an answer!",True,,Couple Leisure,Economy Class,Phu Quoc to Ho Chi Minh City,March 2020,,,,,1,,False,
"""Very bad service!""",1,2020-03-26,"Phu Quoc to Ho Chi Minh City. Very bad service! The changed my flight to the next day, the hotline sayed i can get a refund for the the flight ticket. But i need to write an email to the support, but i didnt get an answer back.",True,,Couple Leisure,Economy Class,Phu Quoc to Ho Chi Minh City,March 2020,,,,,1,,False,
"""Do not use this airline""",1,2020-03-25,"Not Verified |  I sent an email to their support and to refund email address about 10 days ago. Then I sent a follow-up email another 5 days after that. I got no response from anyone. I needed to urgently refund my tickets but It seems like they do not have any support and so I will have just lost my money. My country has put a travel ban on international travel so I couldn't take the flight. However, because Bamboo Airways did not reply to me I just lost my money. Do not use this airline.",False,,Solo Leisure,Economy Class,,March 2020,,,,,1,,False,
"""between a low cost and full service""",8,2020-03-20,"Not Verified |  Ho Chi Minh City to Hanoi. Long queue at check-in. Bamboo really need more check-in desks. Asked to pay additional charge for hold baggage - it wasn't clear on their on-line reservation system that my fare didn't include baggage. Bamboo need to make their reservation system clearer what is and what is not included on each fare basis. Boarding straightforward. Flight departed on schedule (something quite rare in Vietnam!) and, smooth on an almost new 787. Water and small pastry served as during flight. Cabin crew were friendly and efficient. Airline tries to be mid way between a low cost carrier and full service airline - and is successful in this aim but More check-in desks please.",False,Boeing 787,Solo Leisure,Economy Class,Ho Chi Minh City to Hanoi,February 2020,5,5,,2,4,,True,
"""the insensitive response""",1,2020-03-17,"Not Verified |  Hanoi to Phu Quoc. Requested a review due to visa suspension and holiday cancelled due to covid-19. Here's the insensitive response: ""Dear Sir/Madam, Thank you for sending email to Bamboo Airways Customer Care System, After checking your booking code on system, your fare class is Bamboo Plus for domestic route. We regret that we would not apply refund policy for this fare class according to Bamboo Airways Commercial Policy. Yours faithfully.""",False,,Couple Leisure,Economy Class,Hanoi to Phu Quoc,March 2020,,,,,1,,False,
"""Would fly this airline again""",8,2020-03-03,"Ho Chi Minh City to Hanoi. The check-in gates are SGN were very crowded, but moved efficiently and I was helped in about ten minutes. No problem with delays/cancellation, and the boarding process went smoothly as well. We were shuttled from the gate to the tarmac as the airport didn’t have enough space for all the planes. The flight experience was a bit bumpier than I would’ve liked, but we were all given a bottle of water and a small egg salad sandwich (which was not bad at all). A huge plus for me was that the economy ticket includes a checked baggage — if you’re traveling across Asia, it’s not easy to pack super light. I booked my flight three months before the travel date, and the price was comparable to Vietjet. Would fly this airline again.",True,,Solo Leisure,Economy Class,Ho Chi Minh City to Hanoi,February 2020,4,5,,5,5,,True,
"""bad attitude from the staff""",2,2020-02-25,"Phu Quoc to Ho Chi Minh City. Extremely disapointed with the airline. After some early months with advertising and claim to be a good and honest airline, but finally they are very bad with services and attitude. Flight attendant can only communicate badly in English (not native speaker) - aircraft are old. The ticket is not cheap, as they claim themselves as not being a low cost airline - but fastly turn out operating the same way with all low cost airlines - the ticket does not include check in baggage - I felt like I am being cheated - force to buy a stupid pack for check in baggage, even mine is just a little heavier than 7kg. The services is totally not deserved any like their ""slogan"" states, bad attitude from the staff - I'm sure that this is my last time flying with Bamboo.",True,,Couple Leisure,Economy Class,Phu Quoc to Ho Chi Minh City,February 2020,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""would prefer a low cost carrier""",6,2020-02-21,"Ho Chi Minh to Danang. We did not had to cue at check in because we were travelling with 2 toddlers. Unfortunately, the check in staff could not retrieve one boarding pass in the system and we had to wait at the counter for 24 minutes. 24 minutes for printing 5 boarding passes! The flight was boarded by bus. The bus was overcrowded and we had to wait long time in the heat for the last passenger to arrive. A second bus would have been a good option. The aircraft was clean. The food was a piece of sandwich bread and inedible. The drink choice was none, everyone got a bottle of water. I would prefer a low cost carrier where I can have the drink and food I like but pay for it instead of getting something for free you do not want. The flight arrived one hour late.",True,A320,Family Leisure,Economy Class,Ho Chi Minh to Danang,January 2020,4,4,,1,1,,False,
"""FAs were all Turkish women""",9,2020-01-07,"Hanoi to Hue 5th January on an A320-200. Purchase online was easy and very clear without any hidden costs. A minor reschedule was clearly informed (and adjustable) weeks before departure. Check in smooth though long queues despite 10 counters open. Had to wait 40 Minutes to be checked in. Got offered seat and chose an exit seat as flight was only half full. No issue with luggage like for other low cost carriers, especially the Vietjetair extremely strict luggage policies with several checks in airports. Onboard, 4 FAs and 2 service attendants for 80 passengers. The FAs were all Turkish women while the SAs were Vietnamese and acted mainly as translators.  Given water, tissue, magazines. I brought my own coffee sachets to get expresso onboard. 8 business class seats were empty. Flight on time. Bus gating in both ends. Extremely good value for money, paid 33 USD. Attendant were very talkative and extrovert. No IFE on board but flight took only 70 Minutes. Bamboo Airways have their logos and branding everywhere onboard with nice decorations and new uniforms etc. Even the drinking water were produced, labelled and marketed by the airline. Bamboo is considered as an LCC carrier but compares to a 3-star legacy carrier. A meal or at least a snack would have been nice but hard to claim for the price paid.",True,A320-200,Solo Leisure,Economy Class,HAN to HUI,January 2020,5,5,,4,5,,True,
"""crew were fantastic""",10,2020-01-03,"Quy Nhon to Hanoi, Very good from start to finish. The check in was quick. Boarding was also quick. The aircraft was a new A320-neo. The crew were fantastic and service was pleasant, helpful and very friendly. They also offer a complimentary snack and water.",True,A320-neo,Couple Leisure,Economy Class,Quy Nhon to Hanoi,January 2020,5,5,,5,5,,True,
"""service was impeccable""",10,2019-12-15,"Hanoi to Ho Chi Minh City. I have tried both business and economy class, service was impeccable, impossible to find any faults. Despite being a low-cost carrier, Bamboo Airways still includes in-flight meal and luggage which is much better and exceeds Vietjet Air. I highly recommend this airline to those who want to travel domestically inside Vietnam.",True,A320,Solo Leisure,Economy Class,Hanoi to Ho Chi Minh City ,January 2019,5,5,"<span class=""star fill"">5</span>",5,5,,True,5
"""attendant really friendly""",8,2019-11-22,"Vinh city to Buon Ma Thuat. Bamboo airways is  amazing, flight attendant really friendly, the snacks is not delicious but it quite good. Everybody must try this airline.",True,A320,Solo Leisure,Economy Class,Vinh city to Buon Ma Thuat,July 2019,5,5,,5,5,,True,
"""satisfied with this flight""",10,2019-10-11,Ho Chi Minh City to Hanoi. Really satisfied with this flight. Flight was on time. Meal was very tasty. Cabin crew were professional and friendly.,True,A320,Business,Business Class,Ho Chi Minh City to Hanoi,July 2019,5,5,"<span class=""star fill"">5</span>",5,5,,True,5
"""Definite value for money""",10,2019-10-02,"Hanoi to Danang. Finally an airline that has bought back the service in Vietnam. Impressed and hope they keep it up. Check in seamless, lounge infinitely better than others in Noi Bai. Flight left as scheduled could not ask for more. Definite value for money.",True,,Business,Business Class,Hanoi to Danang,October 2019,4,5,"<span class=""star fill"">3</span>",5,5,,True,
